,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
0,Academic,2012,Medium,2014,"['disorder', 'symptom', 'therapy', 'treatment', 'therapist', 'patient', 'trigger', 'treat', 'medical', 'common']",0,"['patient', 'class', 'treatment', 'depression', 'month', 'fatigue', 'therapy', 'cbt', 'course', 'care']",0.7522715330123901,4
1,Academic,2012,Medium,2014,"['pain', 'suffer', 'sadness', 'hospital', 'sad', 'depressed', 'depress', 'hide', 'suicide', 'suffering']",1,"['patient', 'class', 'treatment', 'depression', 'month', 'fatigue', 'therapy', 'cbt', 'course', 'care']",0.6885639429092407,4
2,Academic,2012,Medium,2014,"['speak', 'music', 'sound', 'voice', 'wear', 'eye', 'car', 'air', 'foot', 'color']",2,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.4807426929473877,0
3,Academic,2012,Medium,2014,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",3,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.7860095500946045,0
4,Academic,2012,Medium,2014,"['panic_attack', 'attack', 'doctor', 'test', 'medication', 'panic', 'drug', 'medicine', 'psychiatrist', 'disease']",4,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.6052552461624146,0
5,Academic,2012,Medium,2014,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",5,"['belief', 'frequency', 'thought', 'individual', 'strong', 'think', 'vivo', 'relate', 'likelihood', 'distress']",0.6180721521377563,7
6,Academic,2012,Medium,2014,"['hurt', 'reality', 'soul', 'future', 'truth', 'afraid', 'present', 'accept', 'true', 'answer']",6,"['belief', 'frequency', 'thought', 'individual', 'strong', 'think', 'vivo', 'relate', 'likelihood', 'distress']",0.6563953161239624,7
7,Academic,2012,Medium,2014,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",7,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.6223784685134888,0
8,Academic,2012,Medium,2014,"['response', 'human', 'system', 'emotional', 'safe', 'death', 'normal', 'fight', 'crisis', 'news']",8,"['measure', 'sensitivity', 'report', 'questionnaire', 'psychosis', 'distress', 'emotional', 'symptom', 'level', 'scale']",0.6246107816696167,5
9,Academic,2012,Medium,2014,"['breath', 'breathe', 'breathing', 'anger', 'yoga', 'notice', 'chest', 'technique', 'exhale', 'muscle']",9,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.644781231880188,0
10,Academic,2012,Medium,2014,"['man', 'exam', 'study', 'professor', 'desire', 'interview', 'animal', 'track', 'law', 'destroy']",10,"['social', 'fear', 'phobia', 'exposure', 'finding', 'effect', 'ptsd', 'patient', 'use', 'present']",0.5370786786079407,9
11,Academic,2012,Medium,2014,"['book', 'story', 'watch', 'post', 'social_media', 'play', 'god', 'game', 'article', 'bit']",11,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.5447964072227478,0
12,Academic,2012,Medium,2014,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",12,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.7713384628295898,0
13,Academic,2012,Medium,2014,"['social', 'support', 'group', 'uncertainty', 'individual', 'resource', 'society', 'result', 'seek', 'country']",13,"['social', 'negative', 'participant', 'positive', 'support', 'individual', 'perceive', 'relate', 'mood', 'fatigue']",0.7423331141471863,15
14,Academic,2012,Medium,2014,"['plan', 'manage', 'set', 'list', 'task', 'avoid', 'morning', 'tip', 'routine', 'business']",14,"['child', 'parent', 'anxious', 'reactivity', 'attention', 'bias', 'training', 'condition', 'effect', 'attend']",0.6366550922393799,12
15,Academic,2012,Medium,2014,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",15,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']",0.7461766004562378,0
16,Academic,2012,Medium,2014,"['child', 'parent', 'kid', 'student', 'school', 'young', 'college', 'class', 'teacher', 'mom']",16,"['child', 'parent', 'anxious', 'reactivity', 'attention', 'bias', 'training', 'condition', 'effect', 'attend']",0.7147859334945679,12
17,Academic,2012,Medium,2014,"['exercise', 'reduce', 'study', 'effect', 'increase', 'food', 'improve', 'activity', 'eat', 'benefit']",17,"['intervention', 'trial', 'participant', 'therapy', 'group', 'effective', 'life', 'depression', 'condition', 'health']",0.6137573719024658,16
