,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
0,Academic,2015,Medium,2014,"['disorder', 'symptom', 'therapy', 'treatment', 'therapist', 'patient', 'trigger', 'treat', 'medical', 'common']",0,"['therapy', 'patient', 'cbt', 'outcome', 'primary', 'trial', 'care', 'group', 'cognitive', 'intervention']",0.7369422316551208,2
1,Academic,2015,Medium,2014,"['pain', 'suffer', 'sadness', 'hospital', 'sad', 'depressed', 'depress', 'hide', 'suicide', 'suffering']",1,"['therapy', 'patient', 'cbt', 'outcome', 'primary', 'trial', 'care', 'group', 'cognitive', 'intervention']",0.6161251664161682,2
2,Academic,2015,Medium,2014,"['speak', 'music', 'sound', 'voice', 'wear', 'eye', 'car', 'air', 'foot', 'color']",2,"['stable', 'adolescent', 'program', 'effect', 'phenotype', 'internalize', 'weight', 'amp', 'include', 'youth']",0.4954932928085327,17
3,Academic,2015,Medium,2014,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",3,"['attention', 'threat', 'bias', 'task', 'training', 'stimulus', 'anxious', 'abm', 'fear', 'extinction']",0.6829414963722229,9
4,Academic,2015,Medium,2014,"['panic_attack', 'attack', 'doctor', 'test', 'medication', 'panic', 'drug', 'medicine', 'psychiatrist', 'disease']",4,"['parental', 'panic', 'fear', 'sensitivity', 'response', 'behavioral', 'psychopathology', 'startle', 'relate', 'measure']",0.6774137616157532,12
5,Academic,2015,Medium,2014,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",5,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.6713312864303589,8
6,Academic,2015,Medium,2014,"['hurt', 'reality', 'soul', 'future', 'truth', 'afraid', 'present', 'accept', 'true', 'answer']",6,"['attention', 'threat', 'bias', 'task', 'training', 'stimulus', 'anxious', 'abm', 'fear', 'extinction']",0.6362208127975464,9
7,Academic,2015,Medium,2014,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",7,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.6013052463531494,8
8,Academic,2015,Medium,2014,"['response', 'human', 'system', 'emotional', 'safe', 'death', 'normal', 'fight', 'crisis', 'news']",8,"['attention', 'threat', 'bias', 'task', 'training', 'stimulus', 'anxious', 'abm', 'fear', 'extinction']",0.6642636060714722,9
9,Academic,2015,Medium,2014,"['breath', 'breathe', 'breathing', 'anger', 'yoga', 'notice', 'chest', 'technique', 'exhale', 'muscle']",9,"['patient', 'cannabis', 'clinical', 'non', 'relapse', 'people', 'use', 'follow', 'expression', 'quality']",0.574552059173584,16
10,Academic,2015,Medium,2014,"['man', 'exam', 'study', 'professor', 'desire', 'interview', 'animal', 'track', 'law', 'destroy']",10,"['patient', 'cannabis', 'clinical', 'non', 'relapse', 'people', 'use', 'follow', 'expression', 'quality']",0.544754147529602,16
11,Academic,2015,Medium,2014,"['book', 'story', 'watch', 'post', 'social_media', 'play', 'god', 'game', 'article', 'bit']",11,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.5881094336509705,8
12,Academic,2015,Medium,2014,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",12,"['intervention', 'depression', 'self', 'internet', 'emotional', 'parenting', 'ci', 'compare', 'incidence', 'evaluation']",0.7241913080215454,11
13,Academic,2015,Medium,2014,"['social', 'support', 'group', 'uncertainty', 'individual', 'resource', 'society', 'result', 'seek', 'country']",13,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.7260555624961853,8
14,Academic,2015,Medium,2014,"['plan', 'manage', 'set', 'list', 'task', 'avoid', 'morning', 'tip', 'routine', 'business']",14,"['predict', 'function', 'youth', 'stress', 'outcome', 'event', 'follow', 'model', 'level', 'high']",0.6241554021835327,13
15,Academic,2015,Medium,2014,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",15,"['therapy', 'patient', 'cbt', 'outcome', 'primary', 'trial', 'care', 'group', 'cognitive', 'intervention']",0.6645967364311218,2
16,Academic,2015,Medium,2014,"['child', 'parent', 'kid', 'student', 'school', 'young', 'college', 'class', 'teacher', 'mom']",16,"['child', 'parent', 'genetic', 'report', 'family', 'problem', 'phobia', 'effect', 'caregiver', 'internalize']",0.7438233494758606,15
17,Academic,2015,Medium,2014,"['exercise', 'reduce', 'study', 'effect', 'increase', 'food', 'improve', 'activity', 'eat', 'benefit']",17,"['patient', 'cannabis', 'clinical', 'non', 'relapse', 'people', 'use', 'follow', 'expression', 'quality']",0.5878373980522156,16
