,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
0,Academic,2016,Medium,2014,"['disorder', 'symptom', 'therapy', 'treatment', 'therapist', 'patient', 'trigger', 'treat', 'medical', 'common']",0,"['treatment', 'child', 'therapy', 'outcome', 'parent', 'follow', 'symptom', 'post', 'trauma', 'year']",0.6821236610412598,10
1,Academic,2016,Medium,2014,"['pain', 'suffer', 'sadness', 'hospital', 'sad', 'depressed', 'depress', 'hide', 'suicide', 'suffering']",1,"['depression', 'mdd', 'treatment', 'factor', 'associate', 'psychological', 'pain', 'analysis', 'role', 'examine']",0.6768110990524292,1
2,Academic,2016,Medium,2014,"['speak', 'music', 'sound', 'voice', 'wear', 'eye', 'car', 'air', 'foot', 'color']",2,"['model', 'theory', 'explain', 'tool', 'variance', 'analysis', 'diagnostic', 'receptor', 'show', 'style']",0.5094766616821289,22
3,Academic,2016,Medium,2014,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",3,"['negative', 'emotion', 'stress', 'emotional', 'affect', 'pregnancy', 'interpersonal', 'mother', 'experience', 'perception']",0.7301188707351685,18
4,Academic,2016,Medium,2014,"['panic_attack', 'attack', 'doctor', 'test', 'medication', 'panic', 'drug', 'medicine', 'psychiatrist', 'disease']",4,"['panic', 'inventory', 'beck', 'late', 'pd', 'ad', 'revise', 'stigma', 'clinician', 'assessment']",0.6423486471176147,6
5,Academic,2016,Medium,2014,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",5,"['relationship', 'evidence', 'research', 'development', 'mediate', 'brain', 'model', 'behaviour', 'specific', 'influence']",0.705011248588562,23
6,Academic,2016,Medium,2014,"['hurt', 'reality', 'soul', 'future', 'truth', 'afraid', 'present', 'accept', 'true', 'answer']",6,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.6108403205871582,3
7,Academic,2016,Medium,2014,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",7,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",0.7104945182800293,15
8,Academic,2016,Medium,2014,"['response', 'human', 'system', 'emotional', 'safe', 'death', 'normal', 'fight', 'crisis', 'news']",8,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.7563091516494751,12
9,Academic,2016,Medium,2014,"['breath', 'breathe', 'breathing', 'anger', 'yoga', 'notice', 'chest', 'technique', 'exhale', 'muscle']",9,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.6011738777160645,13
10,Academic,2016,Medium,2014,"['man', 'exam', 'study', 'professor', 'desire', 'interview', 'animal', 'track', 'law', 'destroy']",10,"['relationship', 'evidence', 'research', 'development', 'mediate', 'brain', 'model', 'behaviour', 'specific', 'influence']",0.5576996207237244,23
11,Academic,2016,Medium,2014,"['book', 'story', 'watch', 'post', 'social_media', 'play', 'god', 'game', 'article', 'bit']",11,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.5615406036376953,3
12,Academic,2016,Medium,2014,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",12,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.7478615045547485,3
13,Academic,2016,Medium,2014,"['social', 'support', 'group', 'uncertainty', 'individual', 'resource', 'society', 'result', 'seek', 'country']",13,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.6502209901809692,3
14,Academic,2016,Medium,2014,"['plan', 'manage', 'set', 'list', 'task', 'avoid', 'morning', 'tip', 'routine', 'business']",14,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.6177664995193481,12
15,Academic,2016,Medium,2014,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",15,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.6834246516227722,3
16,Academic,2016,Medium,2014,"['child', 'parent', 'kid', 'student', 'school', 'young', 'college', 'class', 'teacher', 'mom']",16,"['childhood', 'psychotic', 'adulthood', 'abuse', 'search', 'review', 'include', 'recognition', 'predictive', 'amp']",0.6785188913345337,25
17,Academic,2016,Medium,2014,"['exercise', 'reduce', 'study', 'effect', 'increase', 'food', 'improve', 'activity', 'eat', 'benefit']",17,"['depression', 'mental', 'health', 'risk', 'age', 'year', 'association', 'factor', 'use', 'method']",0.6400989890098572,7
