,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
0,Academic,2017,Medium,2014,"['disorder', 'symptom', 'therapy', 'treatment', 'therapist', 'patient', 'trigger', 'treat', 'medical', 'common']",0,"['treatment', 'outcome', 'follow', 'therapy', 'baseline', 'month', 'antidepressant', 'symptom', 'patient', 'cbt']",0.7184832096099854,8
1,Academic,2017,Medium,2014,"['pain', 'suffer', 'sadness', 'hospital', 'sad', 'depressed', 'depress', 'hide', 'suicide', 'suffering']",1,"['ptsd', 'post_traumatic', 'physical', 'day', 'emotion_regulation', 'stress', 'outcome', 'trauma', 'symptom', 'follow']",0.6199570298194885,23
2,Academic,2017,Medium,2014,"['speak', 'music', 'sound', 'voice', 'wear', 'eye', 'car', 'air', 'foot', 'color']",2,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.4554795026779175,1
3,Academic,2017,Medium,2014,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",3,"['stress', 'bias', 'positive', 'symptom', 'attention', 'stressor', 'test', 'negative', 'psychosis', 'early']",0.7635161876678467,25
4,Academic,2017,Medium,2014,"['panic_attack', 'attack', 'doctor', 'test', 'medication', 'panic', 'drug', 'medicine', 'psychiatrist', 'disease']",4,"['psychiatric', 'adhd', 'comorbid', 'personality', 'substance', 'hyperactivity', 'chinese', 'diagnostic', 'adult', 'seek']",0.6716214418411255,6
5,Academic,2017,Medium,2014,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",5,"['relationship', 'mediate', 'score', 'psychological', 'experience', 'scale', 'affective', 'correlate', 'effect', 'negative']",0.7343710660934448,5
6,Academic,2017,Medium,2014,"['hurt', 'reality', 'soul', 'future', 'truth', 'afraid', 'present', 'accept', 'true', 'answer']",6,"['threat', 'fear', 'cognitive', 'stimulus', 'reactivity', 'mechanism', 'sensitivity', 'attentional', 'impair', 'cue']",0.6235209107398987,0
7,Academic,2017,Medium,2014,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",7,"['behavior', 'profile', 'behavioral', 'exposure', 'work', 'state', 'clinical', 'approach', 'symptomatology', 'system']",0.5904903411865234,2
8,Academic,2017,Medium,2014,"['response', 'human', 'system', 'emotional', 'safe', 'death', 'normal', 'fight', 'crisis', 'news']",8,"['ptsd', 'post_traumatic', 'physical', 'day', 'emotion_regulation', 'stress', 'outcome', 'trauma', 'symptom', 'follow']",0.6560062170028687,23
9,Academic,2017,Medium,2014,"['breath', 'breathe', 'breathing', 'anger', 'yoga', 'notice', 'chest', 'technique', 'exhale', 'muscle']",9,"['stress', 'bias', 'positive', 'symptom', 'attention', 'stressor', 'test', 'negative', 'psychosis', 'early']",0.6326085329055786,25
10,Academic,2017,Medium,2014,"['man', 'exam', 'study', 'professor', 'desire', 'interview', 'animal', 'track', 'law', 'destroy']",10,"['well', 'specific', 'also', 'research', 'event', 'examine', 'cognitive', 'finding', 'individual', 'high']",0.5490124225616455,13
11,Academic,2017,Medium,2014,"['book', 'story', 'watch', 'post', 'social_media', 'play', 'god', 'game', 'article', 'bit']",11,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.5492764711380005,17
12,Academic,2017,Medium,2014,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",12,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.7000105381011963,17
13,Academic,2017,Medium,2014,"['social', 'support', 'group', 'uncertainty', 'individual', 'resource', 'society', 'result', 'seek', 'country']",13,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.6398704051971436,17
14,Academic,2017,Medium,2014,"['plan', 'manage', 'set', 'list', 'task', 'avoid', 'morning', 'tip', 'routine', 'business']",14,"['patient', 'group', 'control', 'ocd', 'compare', 'activity', 'significantly', 'aim', 'relative', 'however']",0.6596702337265015,16
15,Academic,2017,Medium,2014,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",15,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.7079883813858032,17
16,Academic,2017,Medium,2014,"['child', 'parent', 'kid', 'student', 'school', 'young', 'college', 'class', 'teacher', 'mom']",16,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.7436658143997192,1
17,Academic,2017,Medium,2014,"['exercise', 'reduce', 'study', 'effect', 'increase', 'food', 'improve', 'activity', 'eat', 'benefit']",17,"['behaviour', 'increase', 'exercise', 'disability', 'temporal', 'harm', 'cause', 'decrease', 'attitude', 'trajectory']",0.716436505317688,24
