,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,5.0,0.7688999772071838,"memory, response, increase, fear, amygdala, threat, effect, state, show, brain","['maximize', 'generalization', 'fear', 'extinction', 'exposure', 'peak', 'generalization', 'research', 'show', 'generalization', 'fear', 'extinction', 'generalization', 'stimulus', 'g', 'minimal', 'compare', 'generalization', 'fear', 'extinction', 'conditional', 'stimulus', 'c', 'pose', 'challenge', 'extinction', 'base', 'treatment', 'anxiety', 'exact', 'cs', 'often', 'know', 'unavailable', 'however', 'experimental', 'study', 'fail', 'disentangle', 'difference', 'stimulus', 'identity', 'cs', 'gs', 'difference', 'level', 'fear', 'gs', 'typically', 'elicit', 'less', 'fear', 'test', 'hypothesis', 'high', 'level', 'fear', 'key', 'extinction', 'learning', 'generalization', 'rather', 'identity', 'stimulus', 'extinction', 'cs', 'gs', 'purpose', 'take', 'advantage', 'peak', 'shift', 'phenomenon', 'describe', 'condition', 'g', 'elicit', 'equal', 'high', 'level', 'respond', 'compare', 'cs', 'hence', 'compare', 'fear', 'extinction', 'follow', 'exposure', 'cs', 'weak', 'gs', 'elicit', 'less', 'fear', 'peak', 'elicit', 'much', 'fear', 'cs', 'first', 'result', 'replicate', 'new', 'set', 'stimulus', 'observation', 'extinction', 'skin_conductance', 'response', 'expectancy', 'generalize', 'weakly', 'weak', 'gs', 'cs', 'second', 'extinction', 'generalize', 'strongly', 'peak', 'gs', 'cs', 'hypothesize', 'third', 'extinction', 'peak', 'gs', 'even', 'outperform', 'extinction', 'generalize', 'strongly', 'generalization', 'gradient', 'together', 'result', 'support', 'exposure', 'treatment', 'strategy', 'focus', 'fear', 'elicit', 'potential', 'stimulus', 'often', 'describe', 'fear', 'hierarchy', 'rather', 'learn', 'history', 'propose', 'stimulus', 'typicality', 'intensity', 'explain', 'enhanced', 'effect', 'peak', 'gs', 'cs', 'enhance', 'generalization', 'fear', 'extinction']"
1,1,5.0,0.6000999808311462,"memory, response, increase, fear, amygdala, threat, effect, state, show, brain","['validity', 'human', 'avoidance', 'avoidance', 'innocuous', 'cue', 'central', 'diagnostic', 'criterion', 'anxiety', 'relate', 'disorder', 'relevant', 'laboratory', 'paradigm', 'typically', 'include', 'instrumental', 'learning', 'procedure', 'presentation', 'aversive', 'cue', 'shock', 'prevent', 'execute', 'experimenter', 'define', 'response', 'button', 'press', 'presentation', 'warn', 'cue', 'square', 'popularity', 'paradigms', 'evaluation', 'experimental', 'finding', 'condition', 'avoidance', 'extend', 'maladaptive', 'avoidance', 'finding', 'animal', 'study', 'informative', 'human', 'study', 'present', 'validation', 'condition', 'avoidance', 'paradigm', 'show', 'procedure', 'meet', 'majority', 'test', 'validity', 'criterion', 'face', 'construct', 'predictive', 'diagnostic', 'validity', 'also', 'face', 'number', 'challenge', 'include', 'non', 'consideration', 'individual', 'difference', 'learn', 'procedure', 'easily', 'translate', 'clinical', 'setting', 'meeting', 'challenge', 'suggest', 'extension', 'paradigm', 'include', 'test', 'individual', 'difference', 'use', 'ambiguous', 'stimulus', 'virtual_reality', 'procedure', 'main', 'conclusion', 'significant', 'knowledge', 'provide', 'condition', 'avoidance', 'paradigm', 'expansion', 'allow', 'reach', 'theoretical', 'clinical', 'insight']"
2,2,5.0,0.47360000014305115,"memory, response, increase, fear, amygdala, threat, effect, state, show, brain","['model', 'base', 'learn', 'individual', 'difference', 'depression', 'decision_making', 'propose', 'transdiagnostic', 'risk', 'factor', 'mood', 'disorder', 'evidence', 'suggest', 'inflexible', 'decision_making', 'emerge', 'individual', 'experience', 'increase', 'negative', 'affect', 'stress', 'participant', 'complete', 'symptom', 'measure', 'depression', 'anxiety', 'follow', 'stage', 'decision_making', 'task', 'distinguish', 'habitual', 'goal_directe', 'choice', 'experimental', 'manipulation', 'induce', 'stress', 'introduce', 'halfway', 'task', 'individual', 'high', 'depression', 'level', 'become', 'less', 'model', 'base', 'manipulation', 'low', 'depression', 'level', 'relationship', 'trait', 'anxiety', 'impact', 'manipulation', 'decision_make', 'control', 'main', 'effect', 'anxiety', 'attenuate', 'association', 'depression', 'impact', 'stress', 'anhedonia', 'associate', 'impact', 'manipulation', 'model', 'base', 'decision_making', 'result', 'suggest', 'risk', 'depression', 'associate', 'reflexive', 'decision_making', 'effect', 'emerge', 'condition', 'stress']"
3,3,0.0,0.7017999887466431,"treatment, group, patient, effect, therapy, compare, outcome, change, week, quality","['improve', 'access', 'psychological', 'therapy', 'iapt', 'people', 'bipolar', 'disorder', 'summary', 'outcome', 'iapt', 'demonstration', 'siteaccess', 'structured', 'psychological', 'therapy', 'recommend', 'bipolar', 'disorder', 'bd', 'poor', 'nhs', 'improve', 'access', 'psychological', 'therapy', 'initiative', 'commission', 'demonstration', 'site', 'bd', 'explore', 'outcome', 'routine', 'delivery', 'psychological', 'therapy', 'clinical', 'practice', 'report', 'summarise', 'clinically', 'diagnose', 'patient', 'want', 'psychological', 'intervention', 'acute', 'mood', 'episode', 'eligible', 'patient', 'offer', 'session', 'group', 'intervention', 'mood', 'track', 'deliver', 'nice', 'congruent', 'care', 'outcome', 'evaluate', 'use', 'open', 'uncontrolled', 'pre', 'post', 'design', 'access', 'psychological', 'therapy', 'increase', 'compare', 'precede', 'year', 'people', 'begin', 'treatment', 'complete', 'gt', 'session', 'median', 'session', 'range', 'pre', 'post', 'outcome', 'include', 'personal', 'recovery', 'primary', 'outcome', 'quality', 'life', 'work', 'social', 'function', 'mood', 'anxiety', 'symptom', 'secondary', 'outcome', 'personal', 'recovery', 'significantly', 'improve', 'pre', 'post', 'therapy', 'medium', 'effect_size', 'secondary', 'outcome', 'improve', 'mania', 'symptom', 'small', 'patient', 'satisfaction', 'high', 'crisis', 'service', 'acute', 'admission', 'reduce', 'compare', 'pre', 'treatment', 'possible', 'deliver', 'group', 'psychological', 'therapy', 'bipolar', 'disorder', 'routine', 'nhs', 'set', 'improvement', 'observe', 'personal', 'recovery', 'symptom', 'wider', 'function', 'high', 'patient', 'satisfaction', 'reduce', 'service']"
4,4,2.0,0.44749999046325684,"risk, depressive, associate, age, association, predict, year, sample, factor, sex","['time', 'day', 'effect', 'relationship', 'daily', 'sleep', 'anxiety', 'ecological', 'momentary', 'assessment', 'research', 'link', 'sleep_disturbance', 'anxiety', 'however', 'evidence', 'relation', 'inconsistent', 'largely', 'limited', 'retrospective', 'report', 'account', 'daily', 'variability', 'silent', 'association', 'pronounce', 'thus', 'present', 'study', 'utilize', 'ecological', 'momentary', 'assessment', 'ema', 'examine', 'effect', 'daily', 'deviation', 'total', 'sleep', 'time', 'tst', 'person', 'average', 'tst', 'anxiety', 'effect', 'varied', 'function', 'time', 'day', 'sample', 'unselected', 'adult', 'result', 'indicate', 'amount', 'tst', 'give', 'night', 'relative', 'personal', 'average', 'tst', 'negatively', 'predict', 'anxiety', 'relation', 'significant', 'morning', 'afternoon', 'evening', 'contrast', 'person', 'average', 'tst', 'unrelated', 'average', 'anxiety', 'relation', 'tst', 'anxiety', 'differ', 'objective', 'actigraphy', 'subjective', 'sleep', 'diary', 'measure', 'furthermore', 'pattern', 'result', 'remain', 'control', 'previous', 'day', 'anxiety', 'bidirectional', 'finding', 'suggest', 'get', 'less', 'sleep', 'typical', 'individual', 'predict', 'subsequent', 'anxiety', 'effect', 'particularly', 'strong', 'morning', 'average', 'sleep', 'duration', 'less', 'important', 'experience', 'anxiety', 'deviation', 'average', 'finding', 'highlight', 'importance', 'ema', 'examine', 'variability', 'sleep', 'confer', 'vulnerability', 'anxiety', 'symptom']"
5,5,8.0,0.4578999876976013,"stress, child, maternal, ptsd, exposure, mother, woman, trauma, expose, behavior","['susceptibility', 'other', 'emotion', 'moderate', 'immediate', 'self', 'report', 'biological', 'stress', 'response', 'witness', 'peri', 'traumatic', 'stress', 'response', 'strong', 'predictor', 'symptom', 'development', 'trauma', 'exposure', 'regard', 'witness', 'trauma', 'stress', 'response', 'depend', 'susceptibility', 'other', 'emotion', 'emotional', 'contagion', 'ec', 'study', 'investigate', 'ec', 'moderate', 'immediate', 'stress', 'response', 'use', 'trauma', 'film', 'paradigm', 'method', 'healthy', 'participant', 'randomly', 'expose', 'trauma', 'neutral', 'film', 'perceive', 'stressfulness', 'film', 'pre', 'post', 'film', 'change', 'self', 'report', 'anxiety', 'level', 'assess', 'ec', 'negative', 'positive', 'emotion', 'measure', 'use', 'emotional', 'contagion', 'scale', 'emotion', 'specific', 'subscale', 'result', 'overall', 'trauma', 'film', 'perceive', 'distress', 'elicited', 'increase', 'self', 'report', 'anxiety', 'level', 'relative', 'neutral', 'film', 'ec', 'negative', 'emotion', 'positively', 'relate', 'perceive', 'stressfulness', 'film', 'increase', 'anxiety', 'increase', 'heart_rate', 'association', 'level', 'also', 'expect', 'direction', 'statistically_significant', 'association', 'find', 'ec', 'positive', 'emotion', 'discussion', 'ec', 'negative', 'emotion', 'important', 'predictor', 'trauma', 'exposure', 'outcome', 'research', 'clarify', 'specific', 'contribution', 'witness', 'undergo', 'trauma']"
6,6,7.0,0.41920000314712524,"social, emotional, negative, relationship, self, cognitive, emotion, sad, relate, suggest","['exercise', 'buffer', 'difficulty', 'emotion_regulation', 'pathway', 'emotional', 'wellbeingthough', 'exercise', 'associate', 'emotional', 'health', 'remains_unclear', 'psychological', 'process', 'account', 'relationship', 'present', 'study', 'explore', 'emotional', 'recovery', 'response', 'stress', 'link', 'extend', 'prior', 'research', 'explore', 'poor', 'response', 'tendencie', 'ruminative', 'response', 'style', 'mediate', 'relationship', 'regular', 'exercise', 'clinical', 'symptom', 'acute', 'exercise', 'facilitate', 'emotional', 'recovery', 'stressor', 'heterogeneous', 'sample', 'comprise', 'sedentary', 'well', 'active', 'individual', 'report', 'mood', 'anxiety', 'symptom', 'participant', 'complete', 'questionnaire', 'perform', 'min', 'cycling', 'stretching', 'undergo', 'stressful', 'speech', 'task', 'state', 'affect', 'difficulty', 'emotion_regulation', 'rumination', 'measure', 'various', 'time_point', 'minimal', 'regular', 'exercise', 'predict', 'depression', 'anxiety', 'stress', 'cross_sectional', 'datum', 'suggest', 'poor', 'stress', 'response', 'tendencie', 'habitual', 'rumination', 'low', 'cope', 'self', 'efficacy', 'partially', 'mediate', 'relationship', 'relative', 'stretch', 'prior', 'exercise', 'affect', 'initial', 'reaction', 'stressor', 'report', 'struggle', 'regulate', 'one', 'emotion', 'however', 'attenuate', 'effect', 'rumination', 'difficulty', 'emotion_regulation', 'delay', 'emotional', 'recovery', 'result', 'suggest', 'enhance', 'emotional', 'resilience', 'prolong', 'effect', 'stress', 'account', 'least', 'part', 'emotional', 'benefit', 'regular', 'exercise', 'appear', 'benefit', 'afford', 'even', 'single', 'session', 'exercise', 'cumulative', 'benefit', 'regular', 'activity', 'cope', 'stress']"
7,7,2.0,0.35670000314712524,"risk, depressive, associate, age, association, predict, year, sample, factor, sex","['experimental', 'test', 'impact', 'adolescent', 'anxiety', 'parental', 'sick', 'role', 'reinforcement', 'behaviora', 'large', 'body', 'work', 'link', 'parental', 'sick', 'role', 'reinforcement', 'behavior', 'adolescent', 'panic', 'vulnerability', 'date', 'however', 'little', 'work', 'examine', 'role', 'adolescent', 'process', 'current', 'study', 'address', 'gap', 'literature', 'use', 'novel', 'method', 'experimentally', 'test', 'impact', 'adolescent', 'anxiety', 'straw', 'breathing', 'task', 'parental', 'propensity', 'engage', 'sick', 'role', 'reinforcement', 'behavior', 'unselected', 'sample', 'early', 'adolescent', 'female', 'year', 'parent', 'participate', 'study', 'adolescent', 'train', 'mimic', 'straw', 'breathing', 'task', 'adolescent', 'reaction', 'task', 'scripted', 'parent', 'watch', 'adolescent', 'react', 'anxiously', 'non', 'anxiously', 'straw', 'breathing', 'task', 'parent', 'view', 'adolescent', 'react', 'anxiously', 'end', 'task', 'early', 'report', 'reinforce', 'sick', 'role', 'behavior', 'report', 'negatively', 'valence', 'reaction', 'task', 'parent', 'view', 'adolescent', 'react', 'non', 'anxiously', 'task', 'group', 'difference', 'emerge', 'term', 'parental', 'self', 'report', 'physiological_arousal', 'task', 'result', 'suggest', 'adolescent', 'anxiety', 'increase', 'parental', 'sick', 'role', 'reinforcement', 'behavior', 'finding', 'discuss', 'term', 'future', 'direction', 'reduce', 'parenting', 'behavior', 'think', 'increase', 'vulnerability', 'panic', 'adolescent']"
8,8,0.0,0.3285999894142151,"treatment, group, patient, effect, therapy, compare, outcome, change, week, quality","['randomized_controlle', 'trial', 'smartphone', 'app', 'enhance', 'public', 'mental', 'healthmany', 'smartphone', 'application', 'app', 'mental', 'health', 'mhapp', 'available', 'public', 'however', 'randomized_controlle', 'trial_rct', 'change', 'process', 'hypothesized', 'mediate', 'claim', 'effect', 'previously', 'study', 'rct', 'compare', 'efficacy', 'publicly', 'available', 'mhapp', 'waitlist', 'control', 'condition', 'community', 'sample', 'mhapp', 'provide', 'mhapp', 'include', 'cognitive', 'cbt', 'toolkit', 'app', 'moodkit', 'mood', 'track', 'app', 'moodprism', 'cbt', 'strategy', 'app', 'moodmission', 'participant', 'randomly_allocate', 'condition', 'complete', 'baseline', 'assessment', 'download', 'allocate', 'mhapp', 'complete', 'second', 'assessment', 'day', 'later', 'include', 'final', 'analysis', 'female', 'age', 'year', 'compare', 'control', 'condition', 'mhapp', 'group', 'experience', 'increase', 'mental', 'wellbee', 'moodkit', 'moodmission', 'group', 'experience', 'decrease', 'depression', 'group', 'experience', 'effect', 'anxiety', 'mediate', 'regression', 'reveal', 'increase', 'cope', 'self', 'efficacy', 'rather', 'emotional', 'self', 'awareness', 'mental', 'health', 'literacy', 'underlie', 'process', 'contribute', 'effect', 'mental', 'health', 'mhapps', 'mhapp', 'appear', 'effective', 'solution', 'improve', 'public', 'mental', 'health', 'notably', 'improve', 'user', 'confidence', 'ability', 'cope']"
9,9,8.0,0.5026999711990356,"stress, child, maternal, ptsd, exposure, mother, woman, trauma, expose, behavior","['father', 'challenge', 'parenting', 'behavior', 'predict', 'less', 'subsequent', 'anxiety', 'symptom', 'early', 'childhoodrecent', 'theory', 'propose', 'especially', 'father', 'challenge', 'parenting', 'behavior', 'cpb', 'serve', 'reduce', 'offspring', 'anxiety', 'development', 'fearful', 'child', 'susceptible', 'parenting', 'use', 'longitudinal', 'design', 'explore', 'cpb', 'less', 'overprotection', 'parent', 'separately', 'relatively', 'jointly', 'predict', 'less', 'anxiety', 'early', 'childhood', 'child', 'fearful', 'temperament', 'moderate', 'relation', 'participant', 'couple', 'first', 'bear', 'child', 'child', 'fearful', 'temperament', 'observe', 'month', 'year', 'parent', 'cpb', 'overprotection', 'year', 'child', 'anxiety', 'symptom', 'assess', 'year', 'multilevel', 'analysis', 'show', 'cpb', 'unexpectedly', 'overprotection', 'predict', 'less', 'child', 'anxiety', 'relatively', 'father', 'cpb', 'mother', 'overprotection', 'predict', 'less', 'anxiety', 'interaction', 'show', 'parent', 'show', 'low', 'cpb', 'parent', 'high', 'cpb', 'predict', 'less', 'child', 'anxiety', 'trend', 'interaction', 'suggest', 'father', 'cpb', 'predict', 'less', 'anxiety', 'strongly', 'fearful', 'child', 'thus', 'father', 'cpb', 'appear', 'play', 'protective', 'role', 'anxiety', 'development', 'possibly', 'particular', 'child', 'vulnerable', 'develop', 'anxiety', 'problem', 'parent', 'compensate', 'less', 'challenging', 'partner', 'find', 'maternal', 'overprotection', 'mitigate', 'child', 'anxiety', 'require', 'investigation']"
