,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,14.0,0.3862000107765198,"reward, control, group, pain, task, participant, neural, deficit, behavioral, take","['impact', 'imagery', 'rescripte', 'memory', 'appraisal', 'core_belief', 'social', 'anxiety', 'mental', 'image', 'social', 'anxiety', 'disorder', 'sad', 'often', 'rooted', 'memory', 'formative', 'distress', 'life_event', 'present', 'study', 'participant', 'sad', 'retrieve', 'idiosyncratic', 'negative', 'mental', 'image', 'associate', 'memory', 'participant', 'randomly_assigne', 'single', 'session', 'imagery', 'rescripting', 'ir', 'target', 'retrieve', 'memory', 'non', 'intervention', 'control', 'condition', 'outcome', 'assess', 'week', 'later', 'compare', 'control', 'participant', 'receive', 'ir', 'experienced', 'substantial', 'reduction', 'sad', 'symptom', 'accompany', 'positive', 'less', 'negative', 'appraisal', 'memorie', 'moreover', 'relative', 'ir', 'participant', 'report', 'mark', 'shift', 'content', 'validity', 'accuracy', 'memory', 'derive', 'negative', 'self', 'other', 'world', 'result', 'support', 'promise', 'stand', 'alone', 'intervention', 'sad', 'suggest', 'important', 'direction', 'future', 'research', 'enhance', 'understand', 'cognitive', 'mechanism', 'underlie', 'effect']"
1,1,13.0,0.567300021648407,"emotional, control, response, bias, threat, anxious, cognitive, task, post, attention","['interpretation', 'modification', 'training', 'reduce', 'social', 'anxiety', 'clinically', 'anxious', 'present', 'study', 'design', 'examine', 'effect', 'train', 'positive', 'interpretation', 'clinically', 'anxious', 'child', 'total', 'child', 'year', 'age', 'randomly_assigne', 'positive', 'cognitive', 'bias_modification', 'training', 'interpretation', 'cmb', 'neutral', 'training', 'training', 'include', 'session', 'week', 'period', 'child', 'interpretation', 'bias', 'prior', 'train', 'positive', 'training', 'group', 'show', 'significant', 'reduction', 'interpretation', 'bias', 'social', 'threat', 'scenario', 'train', 'child', 'neutral', 'training', 'group', 'effect', 'interpretation_biase', 'find', 'general', 'threat', 'scenario', 'non', 'threat', 'scenario', 'furthermore', 'child', 'positive', 'training', 'self', 'report', 'low', 'anxiety', 'child', 'neutral', 'training', 'group', 'however', 'mother', 'father', 'report', 'significant', 'reduction', 'social', 'anxiety', 'child', 'positive', 'training', 'neutral', 'training', 'study', 'demonstrate', 'clinically', 'anxious', 'child', 'prior', 'interpretation', 'bias', 'train', 'away', 'negative', 'social', 'interpretation_biase', 'evidence', 'correspond', 'reduction', 'social', 'anxiety', 'study', 'also', 'highlight', 'importance', 'use', 'specific', 'training', 'stimulus']"
2,2,7.0,0.6074000000953674,"anxiety, risk, study, high, associate, increase, result, factor, age, individual","['anxiety', 'sensitivity', 'moderate', 'behavioral', 'avoidance', 'anxious', 'high', 'anxiety', 'sensitivity', 'motivated', 'avoid', 'sensation', 'anxiety', 'consequently', 'hypothesize', 'contribute', 'overall', 'avoidance', 'fear', 'stimulus', 'study', 'yet', 'examine', 'fear', 'stimulus', 'strong', 'predictor', 'behavioral', 'avoidance', 'individual', 'high', 'compare', 'individual', 'low', 'examine', 'moderate', 'association', 'fear', 'spider', 'behavioral', 'avoidance', 'spider', 'stimulus', 'clinically', 'anxious', 'youth', 'fear', 'spider', 'significantly', 'predict', 'avoidance', 'spider', 'stimulus', 'youth', 'high', 'youth', 'low', 'result', 'provide', 'support', 'role', 'avoidant', 'behavior', 'help', 'explain', 'link', 'anxiety', 'disorder', 'result', 'implication', 'exposure', 'base', 'anxiety', 'treatment', 'highlight', 'importance', 'increase', 'anxious', 'patient', 'ability', 'tolerate', 'sensation', 'anxiety']"
3,3,7.0,0.31119999289512634,"anxiety, risk, study, high, associate, increase, result, factor, age, individual","['impact', 'comorbid', 'personality', 'difficulty', 'response', 'iapt', 'treatment', 'depression', 'anxiety', 'uk', 'improve', 'access', 'psychological', 'therapy', 'iapt', 'initiative', 'provide', 'evidence', 'base', 'psychological', 'intervention', 'mild', 'moderate', 'common', 'mental', 'health', 'problem', 'set', 'predictor', 'treatment', 'response', 'unclear', 'study', 'examine', 'impact', 'personality', 'disorder', 'status', 'outcome', 'large', 'iapt', 'service', 'hypothesise', 'presence', 'probable', 'personality', 'disorder', 'adversely', 'affect', 'treatment', 'response', 'use', 'prospective', 'cohort', 'design', 'study', 'consecutive', 'sample', 'individual', 'high', 'score', 'screen', 'measure', 'personality', 'disorder', 'associate', 'poor', 'outcome', 'measure', 'depression', 'anxiety', 'social', 'functioning', 'reduce', 'recovery', 'rate', 'end', 'treatment', 'association', 'confound', 'demographic', 'status', 'initial', 'symptom', 'severity', 'number', 'treatment', 'session', 'presence', 'personality', 'difficulty', 'independently', 'predict', 'reduced', 'absolute', 'change', 'outcome', 'measure', 'presence', 'co_morbid', 'personality', 'difficulty', 'adversely', 'affect', 'treatment', 'outcome', 'individual', 'attend', 'treatment', 'iapt', 'service', 'need', 'routinely', 'assess', 'presence', 'personality', 'difficulty', 'individual', 'refer', 'iapt', 'service', 'information', 'provide', 'important', 'prognostic', 'datum', 'lead', 'provision', 'effective', 'personalise', 'treatment', 'iapt']"
4,4,13.0,0.45680001378059387,"emotional, control, response, bias, threat, anxious, cognitive, task, post, attention","['look', 'good', 'never', 'give', 'novel', 'attention', 'training', 'treatment', 'childhood', 'anxiety', 'disorder', 'attention', 'bias_modification', 'train', 'abmt', 'promising', 'treatment', 'anxiety', 'disorder', 'recent', 'evidence', 'suggest', 'attention', 'training', 'positive', 'stimulus', 'use', 'visual', 'search', 'base', 'abmt', 'beneficial', 'effect', 'anxiety', 'attention', 'bias', 'child', 'present', 'study', 'extend', 'prior', 'research', 'use', 'distinctive', 'technique', 'design', 'increase', 'participant', 'learning', 'memory', 'consolidation', 'treatment', 'engagement', 'clinically', 'anxious', 'child', 'randomly_assigne', 'active', 'treatment', 'condition', 'atc', 'waitlist', 'control', 'condition', 'wlc', 'child', 'complete', 'treatment', 'session', 'home', 'computer', 'search', 'matrix', 'pleasant', 'calm', 'target', 'unpleasant', 'background', 'picture', 'also', 'engage', 'technique', 'design', 'consolidate', 'learn', 'memory', 'search', 'strategy', 'contact', 'make', 'child', 'wlc', 'wait', 'period', 'diagnostic', 'parent', 'child', 'report', 'anxiety', 'depressive', 'symptom', 'externalise', 'behaviour', 'problem', 'attention', 'bias', 'assess', 'pre', 'post', 'condition', 'six_month', 'treatment', 'child', 'show', 'great', 'improvement', 'multiple', 'clinical', 'measure', 'compare', 'child', 'wlc', 'post', 'treatment', 'gain', 'improve', 'six_month', 'treatment', 'attention', 'bias', 'angry', 'happy', 'face', 'change', 'significantly', 'pre', 'post', 'condition', 'however', 'large', 'pre', 'treatment', 'attention', 'bias', 'threat', 'associate', 'great', 'reduction', 'anxiety', 'post', 'treatment', 'also', 'child', 'show', 'great', 'consolidation', 'learn', 'memory', 'strategy', 'treatment', 'achieve', 'great', 'improvement', 'global', 'function', 'post', 'treatment', 'attention', 'training', 'positive', 'stimulus', 'use', 'enhanced', 'visual', 'search', 'procedure', 'appear', 'promise', 'treatment', 'childhood', 'anxiety', 'disorder']"
5,5,16.0,0.45559999346733093,"disorder, anxiety, symptom, year, study, function, adolescent, psychopathology, genetic, problem","['feasibility', 'improve', 'cbt', 'childhood', 'anxiety', 'disorder', 'dismantle', 'study', 'preliminary', 'randomized_controlle', 'trial', 'rct', 'examine', 'feasibility', 'dismantle', 'cognitive', 'behavioral', 'therapy', 'cbt', 'childhood', 'anxiety', 'disorder', 'child', 'girl', 'age', 'social', 'phobia', 'generalize', 'anxiety', 'disorder', 'separation', 'anxiety', 'disorder', 'panic', 'disorder', 'randomize', 'receive', 'session', 'pre', 'exposure', 'anxiety', 'management', 'strategy', 'present', 'traditional', 'cbt', 'parent', 'coach', 'exposure', 'therapy', 'sample', 'select', 'treatment', 'seek', 'population', 'representative', 'child', 'clinical', 'setting', 'examination', 'fidelity', 'rating', 'dropout', 'satisfaction', 'rating', 'indicate', 'intervention', 'distinguishable', 'safe', 'tolerable', 'overall', 'sample', 'improve', 'significantly', 'pre', 'post', 'generally', 'large', 'range', 'condition', 'group', 'effect_size', 'indicate', 'great', 'improvement', 'parent', 'coach', 'exposure', 'therapy', 'moderate', 'large', 'variable', 'evaluation', 'month', 'open', 'treatment', 'suggest', 'intervention', 'emphasize', 'exposure', 'early', 'maintain', 'superiority', 'require', 'few', 'appointment']"
6,6,17.0,0.35690000653266907,"social, gad, sad, people, negative, self, cannabis, death, level, generalize","['discriminant_validity', 'construct', 'derive', 'self', 'regulative', 'model', 'evaluation', 'anxiety', 'predict', 'clinical', 'manifestation', 'test', 'anxiety', 'test', 'anxiety', 'highly_prevalent', 'impair', 'syndrome', 'however', 'research', 'clinically', 'relevant', 'manifestation', 'test', 'anxiety', 'especially', 'effective', 'treatment', 'component', 'still', 'sparse', 'present', 'study', 'examine', 'predictive', 'validity', 'construct', 'derive', 'self', 'regulative', 'model', 'evaluation', 'anxiety', 'propose', 'zeidner', 'matthew', 'discriminate', 'clinical', 'non', 'clinical', 'level', 'test', 'anxiety', 'compare', 'self', 'report', 'datum', 'clinically', 'test', 'anxious', 'patient', 'healthy', 'university_student', 'result', 'show', 'learn', 'goal', 'self', 'concept', 'ability', 'self', 'incrimination', 'elaboration', 'perfectionism', 'construct', 'independently', 'separate', 'clinical', 'non', 'clinical', 'level', 'test', 'anxiety', 'thus', 'provide', 'strong', 'discriminant_validity', 'even', 'control', 'effect', 'global', 'severity', 'mental', 'health', 'problem', 'construct', 'spread', 'domain', 'propose', 'model', 'thus', 'provide', 'important', 'implication', 'possible', 'target', 'intervention', 'reduce', 'clinical', 'level', 'test', 'anxiety']"
7,7,5.0,0.3562000095844269,"treatment, therapy, depression, group, cognitive, bpd, intervention, outcome, patient, trial","['computerise', 'cbt', 'depressed', 'adolescent', 'randomised_controlle', 'trial', 'depression', 'adolescent', 'common', 'impair', 'problem', 'effective', 'psychological', 'therapy', 'depression', 'access', 'adolescent', 'computerise', 'therapy', 'offer', 'huge', 'potential', 'improve', 'access', 'treatment', 'test', 'efficacy', 'stressbuster', 'computerise', 'cbt', 'cbt', 'programme', 'depression', 'multi', 'site', 'school', 'base', 'rct', 'cbt', 'compare', 'waiting_list', 'young_people', 'aged', 'significant', 'symptom', 'depression', 'use', 'multiple', 'informant', 'adolescent', 'parent', 'teacher', 'follow', 'month', 'relative', 'cbt', 'associate', 'statistically_significant', 'clinically', 'meaningful', 'improvement', 'symptom', 'depression', 'anxiety', 'accord', 'adolescent', 'self', 'report', 'trend', 'improvement', 'depression', 'anxiety', 'accord', 'parent', 'report', 'improvement', 'maintain', 'follow', 'treatment', 'gain', 'similar', 'boy', 'girl', 'participate', 'age', 'range', 'treatment', 'effect', 'partially_mediate', 'change', 'ruminative', 'thinking', 'teacher', 'rate', 'adolescent', 'emotional', 'behavioural', 'problem', 'intervention', 'cbt', 'detectable', 'effect', 'academic', 'attainment', 'month', 'intervention', 'young_people', 'receive', 'cbt', 'significantly', 'few', 'absence', 'school', 'waiting_list', 'cbt', 'show', 'considerable', 'promise', 'treatment', 'mild', 'moderate', 'depression', 'adolescent']"
8,8,5.0,0.3564999997615814,"treatment, therapy, depression, group, cognitive, bpd, intervention, outcome, patient, trial","['moderator', 'effect', 'psychological', 'intervention', 'depression', 'anxiety', 'cardiac', 'surgery', 'patient', 'cardiac', 'surgery', 'patient', 'provided', 'psychological', 'intervention', 'counteract', 'depression', 'anxiety', 'associate', 'surgical', 'procedure', 'investigate', 'intervention', 'efficacy', 'impact', 'type', 'cardiac', 'procedure', 'cardiac', 'event', 'control', 'condition', 'content', 'intervention', 'duration', 'intervention', 'timing', 'facilitator', 'type', 'risk', 'bias', 'medline', 'embase', 'psycinfo', 'search', 'randomized_controlle', 'trial', 'compare', 'anxiety', 'depression', 'outcome', 'pre', 'post', 'psychological', 'cardiac', 'intervention', 'study', 'meet', 'meta', 'analyse', 'depression', 'anxiety', 'outcome', 'reduce', 'intervention', 'last', 'long', 'deliver', 'post', 'surgery', 'train', 'health', 'professional', 'depression', 'anxiety', 'reduce', 'experimental', 'intervention', 'compare', 'alternative', 'intervention', 'intervention', 'deliver', 'coronary_artery', 'bypass', 'graft', 'patient', 'anxiety', 'depression', 'decrease', 'intervention', 'deliver', 'implantable', 'cardioverter', 'defibrillator', 'patient', 'high', 'unclear', 'risk', 'bias', 'addition', 'estimate', 'efficacy', 'future', 'work', 'domain', 'need', 'take', 'account', 'moderating', 'effect', 'intervention', 'sample', 'study', 'characteristic']"
9,9,5.0,0.3869999945163727,"treatment, therapy, depression, group, cognitive, bpd, intervention, outcome, patient, trial","['cognitive', 'behavior', 'therapy', 'comorbid', 'migraine', 'tension', 'type', 'headache', 'major', 'depressive', 'disorder', 'exploratory', 'randomized_controlle', 'trial', 'numerous', 'study', 'demonstrate', 'comorbidity', 'migraine', 'tension', 'type', 'headache', 'hand', 'depression', 'presence', 'depression', 'negative', 'prognostic', 'indicator', 'behavioral', 'treatment', 'headache', 'recognise', 'comorbidity', 'limited', 'research', 'literature', 'evaluating', 'intervention', 'design', 'comorbid', 'headache', 'depression', 'participant', 'female', 'male', 'suffer', 'migraine', 'tension', 'type', 'headache', 'major', 'depressive', 'disorder', 'randomly_allocate', 'routine', 'control', 'group', 'cognitive', 'behavior', 'therapy', 'group', 'also', 'receive', 'routine', 'primary_care', 'treatment', 'program', 'involve', 'weekly', 'min', 'session', 'administer', 'clinical', 'psychologist', 'participant', 'treatment', 'group', 'improve', 'significantly', 'participant', 'control', 'group', 'pre', 'post', 'treatment', 'measure', 'headache', 'depression', 'anxiety', 'quality', 'life', 'improvement', 'achieve', 'treatment', 'maintain', 'month_follow', 'comorbid', 'anxiety', 'disorder', 'predictor', 'response', 'treatment', 'significant', 'predictor', 'gender', 'man', 'improve', 'woman', 'new', 'integrate', 'treatment', 'program', 'appear', 'promise', 'worthy', 'investigation']"
