,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,0.0,0.3098999857902527,"intervention, group, treatment, week, outcome, trial, session, participant, follow, month","['multi', 'service', 'practice', 'research', 'network', 'study', 'large', 'group', 'cognitive_behavioural', 'multi', 'service', 'evaluation', 'clinical', 'organisational', 'effectiveness', 'large', 'group', 'cbt', 'deliver', 'step', 'care', 'model', 'method', 'clinical', 'outcome', 'participant', 'group', 'deliver', 'service', 'analyse', 'calculate', 'pre', 'post', 'treatment', 'anxiety', 'gad', 'cohen', 'overall', 'service', 'effect', 'compare', 'publish', 'efficacy', 'benchmark', 'multilevel', 'modelling', 'use', 'examine', 'variability', 'clinical', 'outcome', 'explain', 'difference', 'service', 'group', 'patient', 'level', 'case', 'mix', 'variable', 'result', 'pool', 'gad', 'pre', 'post', 'effect', 'size', 'service', 'consistent', 'efficacy', 'benchmark', 'guide', 'self', 'help', 'intervention', 'service', 'significantly', 'small', 'effect', 'explain', 'difference', 'group', 'treatment', 'length', 'case', 'mix', 'variability', 'group', 'group', 'effect', 'explain', 'variance', 'treatment', 'outcome', 'conclusion', 'large', 'group', 'cbt', 'clinically', 'effective', 'efficient', 'consistent', 'step', 'care', 'approach', 'service', 'design', 'clinical', 'outcome', 'difference', 'service', 'explain', 'group', 'patient', 'variable']"
1,1,0.0,0.23070000112056732,"intervention, group, treatment, week, outcome, trial, session, participant, follow, month","['psychological', 'treatment', 'comorbid', 'asthma', 'panic', 'disorder', 'latino', 'adult', 'result', 'randomized_controlle', 'trialconfusion', 'panic', 'asthma', 'symptom', 'result', 'serious', 'self', 'management', 'error', 'cognitive', 'behavior', 'therapy', 'cbpt', 'intervention', 'culturally', 'adapt', 'latinos', 'consist', 'cbt', 'panic', 'disorder', 'pd', 'asthma', 'education', 'differentiation', 'panic', 'asthma', 'symptom', 'variability', 'biofeedback', 'rct', 'compare', 'opt', 'music', 'relaxation', 'therapy', 'mrt', 'include', 'listen', 'relax', 'music', 'pace', 'breathing', 'rest', 'respiration', 'rate', 'latino', 'primarily', 'puerto', 'rican', 'adult', 'asthma', 'randomly_assigne', 'cbpt', 'mrt', 'weekly', 'session', 'group', 'show', 'improvement', 'severity', 'asthma', 'control', 'several', 'anxiety', 'asthma', 'outcome', 'measure', 'baseline', 'post', 'treatment', 'cbpt', 'show', 'advantage', 'mrt', 'improvement', 'adherence', 'inhale', 'corticosteroid', 'improvement', 'severity', 'mediate', 'anxiety', 'sensitivity', 'opt', 'depression', 'mrt', 'early', 'level', 'mediator', 'predict', 'subsequent', 'improvement', 'attrition', 'high', 'group', 'comparable', 'cbt', 'study', 'target', 'anxiety', 'latinos', 'additional', 'strategy', 'need', 'improve', 'retention', 'high', 'risk', 'population', 'cbpt', 'mrt', 'efficacious', 'intervention', 'comorbid', 'asthma', 'cbpt', 'offer', 'additional', 'benefit', 'improve', 'medication', 'adherence']"
2,2,14.0,0.5626000165939331,"effect, control, adolescent, participant, test, stress, stimulus, increase, emotional, time","['online', 'modification', 'training', 'target', 'anxiety', 'depression', 'unselected', 'adolescent', 'short', 'long_term', 'effect', 'randomized_controlle', 'trialbase', 'information', 'processing', 'model', 'anxiety', 'depression', 'investigate', 'efficacy', 'multiple', 'session', 'online', 'modification', 'training', 'reduce', 'symptom', 'anxiety', 'depression', 'increase', 'emotional', 'resilience', 'youth', 'unselected', 'adolescent', 'age', 'year', 'randomly_allocate', 'session', 'dot_probe', 'visual', 'search', 'base', 'attentional', 'training', 'correspond', 'placebo', 'control', 'condition', 'cognitive', 'emotional', 'measure', 'assess', 'pre', 'post', 'train', 'emotional', 'outcome', 'measure', 'also', 'month', 'follow', 'visual', 'search', 'training', 'enhance', 'attention', 'positive', 'information', 'effect', 'strong', 'participant', 'complete', 'training', 'session', 'symptom', 'anxiety', 'depression', 'reduce', 'emotional', 'resilience', 'improve', 'however', 'effect', 'especially', 'pronounce', 'active', 'condition', 'thus', 'large', 'scale', 'randomized_controlle', 'study', 'provide', 'support', 'efficacy', 'current', 'online', 'modification', 'training', 'preventive', 'intervention', 'reduce', 'symptom', 'anxiety', 'depression', 'increase', 'emotional', 'resilience', 'unselected', 'adolescent', 'however', 'absence', 'biased', 'attention', 'related', 'symptomatology', 'baseline', 'large', 'drop', 'rate', 'follow', 'preclude', 'strong', 'conclusion']"
3,3,15.0,0.28859999775886536,"quality, life, sleep, fear, change, trajectory, time, insomnia, domain, type","['randomized_controlle', 'trial', 'attention_bia', 'modification', 'racially', 'diverse', 'socially_anxious', 'alcohol', 'dependent', 'sampleobjective', 'attention', 'bias', 'important', 'treatment', 'target', 'alcohol', 'dependence', 'social', 'anxiety', 'first', 'abm', 'trial', 'investigate', 'target', 'attention_bia', 'sample', 'co_occurre', 'symptom', 'social', 'anxiety', 'alcohol', 'dependence', 'additionally', 'use', 'trial', 'level', 'bias', 'score', 'tl', 'capture', 'phenomena', 'ecologically', 'valid', 'dynamic', 'way', 'compare', 'traditional', 'score', 'method', 'adult', 'participant', 'female', 'african', 'american', 'white', 'elevated', 'social', 'anxiety', 'symptom', 'alcohol', 'dependence', 'randomly_assigne', 'session', 'training', 'condition', 'social', 'anxiety', 'abm', 'social', 'anxiety', 'control', 'alcohol', 'abm', 'alcohol', 'control', 'design', 'symptom', 'social', 'anxiety', 'alcohol', 'dependence', 'attention_bia', 'assess', 'time', 'result', 'multilevel', 'model', 'estimate', 'trajectory', 'measure', 'individual', 'test', 'trajectory', 'differ', 'accord', 'randomized', 'training', 'condition', 'time', 'significant', 'trend', 'decrease', 'attention', 'tl', 'parameter', 'traditional', 'attention_bia', 'score', 'symptom', 'measure', 'however', 'significant', 'difference', 'trajectory', 'change', 'abm', 'control', 'condition', 'symptom', 'measure', 'conclusion', 'finding', 'add', 'previous', 'evidence', 'question', 'robustness', 'abm', 'point', 'need', 'extend', 'effect', 'abm', 'sample', 'racially', 'diverse', 'co_occurre', 'psychopathology', 'result', 'also', 'illustrate', 'potential', 'importance', 'calculate', 'trial', 'level', 'score', 'rather', 'include', 'traditional', 'bias', 'score']"
4,4,18.0,0.6488999724388123,"negative, emotion, stress, emotional, affect, pregnancy, interpersonal, mother, experience, perception","['empathy', 'positive', 'negative', 'emotion', 'social', 'anxiety', 'disordersocial', 'anxiety', 'disorder', 'sad', 'associate', 'elevate', 'negative', 'diminished', 'positive', 'affective', 'experience', 'however', 'little', 'known', 'way', 'individual', 'sad', 'perceive', 'respond', 'emotionally', 'naturally', 'unfold', 'negative', 'positive', 'emotion', 'other', 'cognitive', 'empathy', 'affective', 'empathy', 'respectively', 'present', 'study', 'participant', 'generalize', 'sad', 'demographically', 'match', 'hc', 'complete', 'behavioral', 'empathy', 'task', 'cognitive', 'empathy', 'index', 'correlation', 'target', 'participant', 'continuous', 'rating', 'target', 'emotion', 'affective', 'empathy', 'index', 'correlation', 'target', 'participant', 'continuous', 'self', 'rating', 'emotion', 'individual', 'sad', 'differ', 'hc', 'positive', 'affective', 'empathy', 'less', 'able', 'vicariously', 'share', 'other', 'positive', 'emotion', 'mediation', 'analysis', 'reveal', 'poor', 'emotional', 'clarity', 'negative', 'interpersonal', 'perception', 'sad', 'account', 'find', 'future_research', 'use', 'experimental', 'methodology', 'need', 'examine', 'finding', 'represent', 'inability', 'unwillingness', 'share', 'positive', 'affect']"
5,5,14.0,0.45669999718666077,"effect, control, adolescent, participant, test, stress, stimulus, increase, emotional, time","['reduce', 'risk', 'anxiety', 'depression', 'adolescent', 'effect', 'single', 'session', 'intervention', 'teaching', 'personality', 'changeeffort', 'reduce', 'youth', 'mental', 'health', 'problem', 'advance', 'greatly', 'lower', 'overall', 'rate', 'youth', 'mental', 'illness', 'thus', 'exist', 'disseminable', 'mechanism', 'target', 'approach', 'reduce', 'risk', 'youth', 'psychopathology', 'accordingly', 'conduct', 'randomized_controlle', 'trial', 'testing', 'single', 'session', 'intervention', 'teach', 'growth', 'personality', 'mindset', 'belief', 'personality', 'malleable', 'reduce', 'know', 'risk', 'factor', 'anxiety', 'depression', 'adolescent', 'experience', 'risk', 'internalize', 'problem', 'age', 'compare', 'supportive', 'therapy', 'control', 'computer', 'guide', 'mindset', 'intervention', 'strengthen', 'adolescent', 'perceive', 'control', 'improvement', 'associate', 'increase', 'growth', 'mindset', 'electrodermal', 'activity', 'recovery', 'slope', 'show', 'youth', 'receive', 'mindset', 'intervention', 'recover', 'lab', 'base', 'social', 'stressor', 'time', 'fast', 'control', 'group', 'youth', 'improvement', 'growth', 'mindset', 'perceive', 'control', 'link', 'fast', 'stress', 'recovery', 'result', 'suggest', 'disseminable', 'strategy', 'reduce', 'internalize', 'problem', 'risk', 'adolescent']"
6,6,10.0,0.1655000001192093,"treatment, child, therapy, outcome, parent, follow, symptom, post, trauma, year","['reduction', 'experiential_avoidance', 'mediator', 'change', 'symptom', 'outcome', 'quality', 'life', 'acceptance', 'base', 'behavior', 'therapy', 'apply', 'relaxation', 'generalize', 'anxiety', 'disorderas', 'field', 'lack', 'information', 'specific', 'mechanism', 'responsible', 'change', 'occur', 'course', 'treatment', 'anxiety', 'disorder', 'identify', 'mechanism', 'help', 'streamline', 'evidence', 'base', 'approach', 'increase', 'treatment', 'response', 'rate', 'aid', 'dissemination', 'implementation', 'evidence', 'base', 'approach', 'diverse', 'context', 'current', 'study', 'examine', 'reduction', 'experiential_avoidance', 'hayes', 'wilson', 'gifford', 'follette', 'amp', 'strosahl', 'attempt', 'control', 'eliminate', 'distress', 'internal', 'experience', 'regardless', 'behavioral', 'consequence', 'potential', 'mechanism', 'change', 'participant', 'generalized', 'anxiety', 'disorder', 'gad', 'receive', 'acceptance', 'base', 'behavior', 'therapy', 'abbt', 'apply', 'relaxation', 'participant', 'score', 'treatment', 'acceptance', 'action', 'questionnaire', 'aaq', 'use', 'calculate', 'slope', 'use', 'predictor', 'series', 'linear', 'regression', 'great', 'change', 'ea', 'treatment', 'significantly', 'predict', 'change', 'worry', 'pswq', 'quality', 'life', 'qoli', 'treatment', 'result', 'contribute', 'body', 'literature', 'common', 'mechanism', 'change', 'traditional', 'cbt', 'mindfulness', 'acceptance', 'base', 'approach']"
7,7,0.0,0.15530000627040863,"intervention, group, treatment, week, outcome, trial, session, participant, follow, month","['cycloserine', 'enhance', 'effect', 'vivo', 'exposure', 'young_people', 'broad', 'base', 'anxiety', 'disordersuse', 'partial', 'nmda', 'receptor', 'agonist', 'cycloserine', 'dc', 'increase', 'extinction', 'fear', 'cue', 'anxious', 'adult', 'show', 'mix', 'overall', 'positive', 'effect', 'study', 'extend', 'effect', 'youth', 'none', 'address', 'young_people', 'broad', 'base', 'anxiety', 'separation', 'anxiety', 'social', 'anxiety', 'generalise', 'anxiety', 'current', 'trial', 'child', 'adolescent', 'diagnose', 'anxiety', 'disorder', 'aged_year', 'receive', 'session', 'graduate', 'experimenter', 'lead', 'vivo', 'exposure', 'hierarchy', 'fear', 'cue', 'relevant', 'primary', 'fear', 'randomly_allocate', 'receive', 'mg', 'match', 'placebo', 'capsule', 'fully', 'double_blind', 'design', 'group', 'show', 'large', 'reduction', 'session', 'primary', 'fear', 'accord', 'parent', 'child', 'report', 'significant', 'difference', 'condition', 'session', 'result', 'consistent', 'study', 'date', 'dcs', 'augment', 'exposure', 'young_people']"
8,8,15.0,0.37560001015663147,"quality, life, sleep, fear, change, trajectory, time, insomnia, domain, type","['cognitive', 'behavior', 'therapy', 'singly', 'combine', 'medication', 'persistent', 'insomnia', 'impact', 'psychological', 'daytime', 'impairment', 'daytime', 'function', 'due', 'poor', 'sleep', 'often', 'main', 'determinant', 'seeking', 'treatment', 'study', 'examine', 'clinical', 'impact', 'insomnia', 'therapy', 'daytime', 'outcome', 'main', 'objective', 'study', 'evaluate', 'impact', 'cognitive', 'behavior', 'therapy', 'cbt', 'alone', 'combine', 'medication', 'various', 'index', 'daytime', 'psychological', 'function', 'participant', 'individual', 'chronic', 'insomnia', 'receive', 'cbt', 'alone', 'cbt', 'medication', 'zolpidem', 'initial', 'week', 'therapy', 'follow', 'extend', 'month', 'therapy', 'participant', 'treat', 'cbt', 'initially', 'receive', 'maintenance', 'cbt', 'additional', 'treatment', 'treat', 'combine', 'therapy', 'initially', 'continue', 'cr', 'intermittent', 'medication', 'prn', 'cbt', 'medication', 'taper', 'measure', 'anxiety', 'depressive', 'symptom', 'fatigue', 'quality', 'life', 'perceive', 'impact', 'sleep', 'difficulty', 'various', 'index', 'daytime', 'function', 'complete', 'baseline', 'treatment', 'stage', 'month_follow', 'follow', 'acute', 'treatment', 'significant', 'improvement', 'fatigue', 'quality', 'life', 'mental', 'component', 'anxiety', 'depression', 'obtain', 'cbt', 'alone', 'condition', 'combine', 'cbt', 'medication', 'condition', 'follow', 'extended', 'treatment', 'improvement', 'note', 'subgroup', 'receive', 'extended', 'cbt', 'relative', 'additional', 'treatment', 'subgroup', 'receive', 'cbt', 'intermittent', 'medication', 'relative', 'cbt', 'medication', 'improvement', 'well', 'maintain', 'finding', 'indicate', 'insomnia', 'specific', 'therapy', 'effective', 'improve', 'daytime', 'psychological', 'function', 'short_term', 'maintenance', 'therapy', 'produce', 'add', 'value', 'optimize', 'long_term', 'outcome']"
9,9,3.0,0.49630001187324524,"social, sad, cognitive, impairment, neural, response, processing, subjective, affective, gene","['cognitive', 'affective', 'processing', 'social', 'exclusion', 'borderline_personality', 'disorder', 'social', 'anxiety', 'disordercausal', 'attribution', 'social', 'event', 'crucial', 'understand', 'emotional', 'response', 'aim', 'study', 'identify', 'appraisal', 'process', 'response', 'social', 'exclusion', 'borderline_personality', 'disorder', 'bpd', 'social', 'anxiety', 'disorder', 'sad', 'patient', 'bpd', 'patient', 'sad', 'healthy_control', 'play', 'cyberball', 'virtual', 'ball', 'tossing', 'paradigm', 'experimentally', 'induce', 'social', 'exclusion', 'causal', 'attribution', 'subjective', 'feeling', 'action', 'tendency', 'response', 'social', 'exclusion', 'assess', 'clinical', 'group', 'show', 'internal', 'attribution', 'less', 'control', 'attribution', 'control', 'group', 'report', 'high', 'increase', 'self', 'focus', 'negative', 'emotion', 'escape', 'tendency', 'less', 'intent', 'engage', 'pleasant', 'activity', 'bpd', 'group', 'report', 'high', 'hostile', 'intent', 'attribution', 'aggressive', 'action', 'tendency', 'compare']"
