,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,25.0,0.995199978351593,"patient, satisfaction, pmi, illness, care, hospital, low, associate, compare, question","['preexist', 'mental', 'illness', 'associate', 'low', 'patient', 'satisfaction', 'old', 'trauma', 'patient', 'cross_sectional', 'descriptive', 'studybackground', 'purpose', 'study', 'examine', 'satisfaction', 'care', 'differ', 'old', 'trauma', 'patient', 'preexist', 'mental', 'illness', 'pmi', 'pmi', 'method', 'data', 'level', 'trauma', 'center', 'examine', 'trauma', 'patient', 'year', 'include', 'satisfaction', 'diagnosis', 'mental', 'illness', 'prior', 'trauma', 'admission', 'pmi', 'diagnosis', 'pmi', 'pmi', 'compare', 'enrol', 'patient', 'complete', 'family', 'satisfaction', 'advanced', 'care', 'cancer', 'scale', 'patient', 'survey', 'famcare', 'prior', 'discharge', 'association', 'mental', 'illness', 'status', 'patient', 'baseline', 'characteristic', 'overall', 'mean', 'satisfaction', 'mean', 'satisfaction', 'question', 'compare', 'generalize', 'linear', 'model', 'adjust', 'difference', 'patient', 'satisfaction', 'mental', 'illness', 'status', 'analyse', 'stratified', 'hospital', 'account', 'interaction', 'hospital', 'mental', 'illness', 'status', 'result', 'compare', 'pmi', 'patient', 'pmi', 'patient', 'likely', 'young', 'female', 'multiple', 'comorbiditie', 'report', 'low', 'overall', 'satisfaction', 'care', 'patient', 'common', 'diagnose', 'depression', 'anxiety', 'adjustment', 'pmi', 'associate', 'low', 'patient', 'satisfaction', 'hospital', 'examine', 'individual', 'question', 'low', 'satisfaction', 'associate', 'information', 'provide', 'procedure', 'question', 'surround', 'physical', 'care', 'conversely', 'pmi', 'affect', 'satisfaction', 'hospital', 'adjustment', 'conclusion', 'hospital', 'room', 'improvement', 'identify', 'provide', 'information', 'prognosis', 'procedure', 'symptom', 'management', 'continuity', 'care', 'reexamine', 'practice', 'old', 'pmi', 'trauma', 'patient', 'warrant', 'psycinfo_database', 'source_journal', 'abstract']"
1,1,27.0,0.9973999857902527,"covid, hcw, china, ningbo, people, affective, family_member, patient, experience, associate","['mental', 'health', 'status', 'family_member', 'health', 'care', 'worker', 'ningbo', 'china', 'coronavirus', 'disease', 'covid', 'outbreak', 'cross_sectional', 'study', 'error', 'mental', 'health', 'status', 'family_member', 'health', 'care', 'worker', 'ningbo', 'china', 'coronavirus', 'disease', 'covid', 'outbreak', 'cross_sectional', 'study', 'yuchen', 'ying', 'liemin', 'ruan', 'fanqian', 'kong', 'binbin', 'zhu', 'yunxin', 'zhongze', 'lou', 'bmc', 'psychiatry', 'jul', 'vol', 'originally', 'publish', 'article', 'author', 'identify', 'mismatch', 'assign', 'affiliation', 'number', 'correct', 'assign', 'affiliation', 'numbering', 'give', 'yuchen', 'ying', 'liemin', 'ruan', 'fanqian', 'kong', 'binbin', 'zhu', 'yunxin', 'zhongze', 'lou', 'ningbo', 'college', 'health', 'science', 'ningbo', 'zhejiang', 'china', 'department', 'psychosomatic', 'medicine', 'ningbo', 'first', 'hospital', 'ningbo', 'hospital', 'zhejiang', 'university', 'liuting', 'street', 'haishu', 'district', 'ningbo', 'zhejiang', 'china', 'author', 'group', 'update', 'erratum', 'original_article', 'correct', 'follow', 'abstract', 'original_article', 'appear', 'record', 'background', 'date', 'psychological', 'impact', 'covid', 'epidemic', 'family_member', 'health', 'care', 'worker', 'hcw', 'china', 'neglect', 'cross_sectional', 'study', 'investigate', 'mental', 'health', 'status', 'relate', 'factor', 'family', 'hcw', 'employ', 'designate', 'hospital', 'ningbo', 'china', 'method', 'family_member', 'hcw', 'designate', 'hospital', 'ningbo', 'china', 'recruit', 'february', 'study', 'demographic', 'variable', 'covid', 'related', 'event', 'live', 'participant', 'knowledge', 'covid', 'work', 'status', 'family_member', 'hcw', 'collect', 'use', 'online', 'self', 'administer', 'questionnaire', 'mental', 'health', 'status', 'assess', 'use', 'chinese', 'version', 'generalize', 'anxiety', 'disorder', 'gad', 'patient', 'health', 'questionnaire', 'phq', 'multivariable', 'logistic_regression', 'analysis', 'perform', 'identify', 'main', 'factor', 'associate', 'mental', 'health', 'condition', 'result', 'total', 'participant', 'complete', 'questionnaire', 'correctly', 'response', 'rate', 'prevalence', 'anxiety', 'depression', 'symptom', 'respectively', 'ci', 'cut', 'score', 'use', 'gad', 'phq', 'risk', 'factor', 'anxiety', 'symptom', 'include', 'time', 'hour', 'spend', 'think', 'covid', 'family_member', 'hcw', 'direct', 'contact', 'confirm', 'suspect', 'covid', 'patient', 'high', 'participant', 'self', 'report', 'safety', 'score', 'hcw', 'protective', 'equipment', 'protective', 'factor', 'time', 'hour', 'spend', 'thinking', 'covid', 'long', 'average', 'working', 'time', 'week', 'work', 'family_member', 'hcw', 'parent', 'next', 'kin', 'hcw', 'risk', 'factor', 'depressive', 'symptom', 'compare', 'participant', 'hcw', 'participant', 'private', 'sector', 'worker', 'likely', 'develop', 'depressive', 'symptom', 'government', 'institutional', 'employee', 'less', 'likely', 'suffer', 'depressive', 'symptom', 'conclusion', 'psychological', 'response', 'covid', 'dramatic', 'family_member', 'hcw', 'rise', 'phase', 'outbreak', 'finding', 'provide', 'strong', 'evidence', 'examine', 'attend', 'mental', 'health', 'population', 'covid', 'epidemic', 'psycinfo_database', 'rights_reserve']"
2,2,29.0,0.9968000054359436,"outcome, review, access, smartphone, hcw, name, young, author, increase, covid","['prevalence', 'problematic', 'smartphone', 'usage', 'associate', 'mental', 'health', 'outcome', 'child', 'young', 'people', 'grade', 'evidence', 'error', 'prevalence', 'problematic', 'smartphone', 'usage', 'associate', 'mental', 'health', 'outcome', 'child', 'young', 'people', 'grade', 'evidence', 'samantha', 'sohn', 'philippa', 'ree', 'bethany', 'wildridge', 'kalk', 'ben', 'carter', 'bmc', 'psychiatry', 'nov', 'vol', 'author', 'identify', 'error', 'author', 'name', 'sei', 'yon', 'sohn', 'incorrect', 'author', 'name', 'samantha', 'sohn', 'correct', 'author', 'name', 'sei', 'yon', 'sohn', 'author', 'group', 'update', 'original_article', 'correct', 'follow', 'abstract', 'original_article', 'appear', 'record', 'correction', 'notice', 'erratum', 'article', 'report', 'vol', 'bmc', 'psychiatry', 'see', 'record', 'original_article', 'author', 'name', 'phillipa', 'misspelled', 'correct', 'name', 'philippa', 'name', 'appear', 'correctly', 'record', 'background', 'decade', 'smartphone', 'become', 'widespread', 'today', 'children', 'young', 'people', 'cyp', 'parallel', 'increase', 'poor', 'mental', 'health', 'group', 'simultaneously', 'media', 'concern', 'abound', 'existence', 'smartphone', 'addiction', 'problematic', 'smartphone', 'much', 'recent', 'research', 'concern', 'prevalence', 'problematic', 'smartphone', 'child', 'young', 'people', 'smartphone', 'syndrome', 'relate', 'mental', 'health', 'outcome', 'synthesize', 'critically', 'evaluate', 'aim', 'conduct', 'examine', 'prevalence', 'psu', 'quantify', 'association', 'mental', 'health', 'harm', 'method', 'search', 'strategy', 'use', 'medical', 'heading', 'develop', 'adapt', 'database', 'january', 'st', 'october', 'th', 'language', 'restriction', 'apply', 'study', 'identify', 'include', 'review', 'cohort', 'study', 'cross_sectional', 'study', 'mental', 'health', 'outcome', 'self', 'report', 'depression', 'anxiety', 'stress', 'poor', 'sleep_quality', 'decrease', 'educational', 'attainment', 'synthesize', 'accord', 'priori', 'protocol', 'result', 'study', 'include', 'cyp', 'female', 'median', 'prevalence', 'psu', 'amongst', 'cyp', 'psu', 'associate', 'increase', 'odd', 'depression', 'ci', 'increase', 'anxiety', 'high', 'perceive', 'stress', 'ci', 'poor', 'sleep_quality', 'ci', 'conclusion', 'psu', 'report', 'approximately', 'cyp', 'accompany', 'increase', 'odd', 'poor', 'mental', 'health', 'psu', 'evolve', 'public', 'health', 'concern', 'require', 'great', 'study', 'determine', 'boundary', 'helpful', 'harmful', 'technology', 'policy', 'guidance', 'need', 'outline', 'harm', 'reduction', 'strategy', 'psycinfo_database', 'rights_reserve']"
3,3,32.0,0.9944999814033508,"gad, mindfulness, survey, ci, app, community, identify, care, effect, mean","['lifetime', 'prevalence', 'impact', 'generalize', 'anxiety', 'disorder', 'epidemiologic', 'italian', 'national', 'survey', 'carry', 'clinician', 'mean', 'semi', 'structured', 'generalized', 'anxiety', 'disorder', 'gad', 'report', 'diagnose', 'psychiatry', 'discrepancy', 'case', 'identify', 'community', 'study', 'identify', 'tertiary', 'care', 'study', 'set', 'evaluate', 'clinician', 'interviewer', 'provide', 'estimate', 'community', 'survey', 'close', 'observed', 'primary', 'specialized', 'care', 'method', 'community', 'survey', 'randomly', 'select', 'sample', 'adult', 'subject', 'advanced', 'tool', 'assessment', 'schedule', 'anta', 'administer', 'clinician', 'provide', 'lifetime', 'diagnosis', 'base', 'dsm', 'tr', 'health', 'relate', 'quality', 'life', 'qol', 'measure', 'short', 'form', 'health', 'survey', 'result', 'overall', 'subject', 'meet', 'criterion', 'gad', 'great', 'prevalence', 'woman', 'man', 'ci', 'gad', 'least', 'diagnosis', 'mood', 'anxiety', 'eat', 'disorder', 'mean', 'score', 'people', 'gad', 'high', 'attributable', 'burden', 'condition', 'major', 'depressive', 'disorder', 'conclusion', 'find', 'relatively', 'low', 'lifetime', 'prevalence', 'gad', 'community', 'survey', 'base', 'lie', 'interviewer', 'structured', 'interview', 'identify', 'case', 'gad', 'show', 'strong', 'impact', 'quality', 'life', 'regardless', 'co', 'morbidity', 'high', 'risk', 'woman', 'suggest', 'profile', 'similar', 'identify', 'study', 'primary', 'specialized', 'care', 'psycinfo_database', 'source_journal', 'abstract']"
4,4,26.0,0.996399998664856,"document, factor, covid, anxious, question, ef, psychological, model, identify, strategy","['mental', 'health', 'planning', 'early', 'stage', 'covid', 'crisis', 'online', 'international', 'strategy', 'mental', 'health', 'care', 'system', 'dramatically', 'affect', 'covid', 'containment', 'measure', 'impose', 'negative', 'consequence', 'population', 'mental', 'health', 'therefore', 'increase', 'symptomatology', 'mental', 'disorder', 'incidence', 'expect', 'research', 'aim', 'identify', 'describe', 'assess', 'empirical', 'background', 'online', 'strategy', 'recommendation', 'develop', 'international', 'organization', 'government', 'cope', 'psychological', 'impact', 'covid', 'early', 'stage', 'pandemic', 'method', 'prisma', 'guideline', 'adapt', 'review', 'online', 'document', 'new', 'questionnaire', 'develop', 'identify', 'existence', 'common', 'pattern', 'select', 'document', 'question', 'classify', 'domain', 'covid', 'information', 'mental', 'health', 'strategy', 'mental', 'health', 'recommendation', 'step', 'cluster', 'analysis', 'carry', 'highlight', 'underlie', 'behaviour', 'datum', 'pattern', 'result', 'show', 'spider', 'graph', 'pattern', 'profile', 'conceptual', 'map', 'link', 'question', 'result', 'document', 'include', 'review', 'questionnaire', 'analyse', 'document', 'complexity', 'identify', 'common', 'key', 'mental', 'health', 'characteristic', 'respondent', 'tool', 'deal', 'stress', 'depression', 'anxiety', 'cluster', 'analysis', 'highlight', 'pattern', 'questionnaire', 'domain', 'strong', 'relationship', 'question', 'identify', 'psychological', 'tip', 'maintain', 'good', 'mental', 'health', 'cope', 'covid', 'question', 'describe', 'psychological', 'skill', 'help', 'people', 'cope', 'anxiety', 'worry', 'covid', 'question', 'promote', 'social', 'connection', 'home', 'question', 'conclusion', 'fast', 'result', 'need', 'develop', 'health', 'strategy', 'policy', 'rapid', 'review', 'associate', 'statistical', 'graphical', 'method', 'essential', 'result', 'obtain', 'propose', 'analytical', 'procedure', 'relevant', 'classify', 'document', 'accord', 'complexity', 'structuring', 'information', 'provide', 'cope', 'psychological', 'impact', 'covid', 'develop', 'new', 'document', 'accord', 'specific', 'objective', 'match', 'population', 'need', 'improve', 'document', 'design', 'face', 'unforeseen', 'event', 'adapt', 'new', 'document', 'local', 'situation', 'framework', 'relevance', 'adapt', 'mental', 'health', 'procedure', 'community', 'mental', 'health', 'care', 'model', 'principle', 'highlight', 'problem', 'related', 'digital', 'gap', 'consider', 'psycinfo_database', 'rights_reserved', 'source_journal', 'abstract']"
5,5,28.0,0.9821000099182129,"sleep, trait, ocd, sleep_quality, patient, severity, poor, disturbance, covid, pandemic","['sleep', 'disturbance', 'obsessive', 'compulsive', 'disorder', 'influence', 'depression', 'symptom', 'trait', 'sleep', 'disturbance', 'report', 'obsessive', 'compulsive', 'disorder', 'patient', 'heterogeneous', 'result', 'aim', 'study', 'assess', 'sleep', 'function', 'ocd', 'investigate', 'relationship', 'sleep', 'severity', 'obsessive', 'compulsive', 'oc', 'symptom', 'depressive', 'symptom', 'trait', 'anxiety', 'method', 'measure', 'ocd', 'patient', 'healthy', 'control', 'hc', 'use', 'pittsburgh', 'sleep_quality', 'index', 'psqi', 'multiple', 'linear', 'regression', 'conduct', 'explore', 'association', 'sleep', 'measure', 'mediation', 'analysis', 'also', 'perform', 'result', 'patient', 'show', 'poor', 'sleep_quality', 'sleep', 'disturbance', 'compare', 'hc', 'severity', 'depression', 'trait', 'anxiety', 'symptomatology', 'correlate', 'poor', 'sleep_quality', 'multiple', 'linear', 'regression', 'analyse', 'control', 'potential', 'confounder', 'reveal', 'severity', 'depression', 'trait', 'anxiety', 'independently', 'relate', 'poor', 'sleep_quality', 'ocd', 'mediation', 'analysis', 'show', 'severity', 'trait', 'anxiety', 'depression', 'mediate', 'relationship', 'severity', 'symptom', 'poor', 'sleep_quality', 'patient', 'ocd', 'conclusion', 'finding', 'support', 'existence', 'sleep', 'disturbance', 'ocd', 'trait', 'anxiety', 'depression', 'play', 'key', 'role', 'sleep_quality', 'ocd', 'patient', 'psycinfo_database', 'source_journal', 'abstract']"
6,6,27.0,0.9427000284194946,"covid, hcw, china, ningbo, people, affective, family_member, patient, experience, associate","['characteristics', 'outcome', 'children', 'dissociative_conversion', 'disorder', 'western', 'china', 'retrospective', 'studybackground', 'dissociative_conversion', 'disorder', 'child', 'complex', 'biopsychosocial', 'disorder', 'high', 'rate', 'medical', 'psychiatric', 'comorbiditie', 'seek', 'identify', 'characteristic', 'outcome', 'child', 'dissociative_conversion', 'disorder', 'western', 'china', 'method', 'conduct', 'retrospective', 'cohort', 'study', 'child', 'admit', 'dissociative_conversion', 'disorder', 'july', 'analyze', 'clinical', 'characteristic', 'socio', 'cultural', 'environmental', 'variable', 'personality', 'psychiatric', 'psychological', 'characteristic', 'binary', 'logistic_regression', 'use', 'analyze', 'variable', 'associate', 'clinical', 'efficacy', 'result', 'patient', 'male', 'female', 'antecedent', 'stressor', 'leave', 'adolescent', 'single', 'parent', 'family', 'addition', 'patient', 'close', 'parent', 'patient', 'introvert', 'personality', 'unstable', 'emotion', 'family', 'uncooperative', 'treatment', 'patient', 'cormorbid', 'anxiety', 'depression', 'exhibit', 'significantly', 'low', 'cognitive', 'ability', 'logistic_regression', 'find', 'well', 'treatment', 'outcome', 'positively', 'associate', 'close', 'relationship', 'parent', 'parental', 'cooperation', 'treatment', 'father', 'low', 'level', 'education', 'less', 'junior', 'college', 'high', 'conclusion', 'characteristic', 'outcome', 'child', 'dissociative_conversion', 'disorder', 'relate', 'socio', 'cultural', 'environmental', 'variable', 'psychiatric', 'psychological', 'factor', 'timely', 'recognition', 'effective', 'treatment', 'dissociative_conversion', 'disorder', 'important', 'psycinfo_database', 'source_journal', 'abstract']"
7,7,11.0,0.9954000115394592,"covid, insomnia, ace, mds, adult, maternal, control, ci, conduct, analysis","['adverse', 'childhood', 'experience', 'maternal', 'anxiety', 'depression', 'propose', 'adverse', 'childhood', 'experience', 'ace', 'put', 'woman', 'risk', 'mental', 'illness', 'pregnancy', 'postpartum', 'period', 'study', 'find', 'strong', 'support', 'proposition', 'other', 'find', 'weak', 'support', 'study', 'association', 'ace', 'maternal', 'mental', 'health', 'resolve', 'study', 'discrepancy', 'examine', 'potential', 'moderator', 'association', 'method', 'electronic', 'database', 'medline', 'embase', 'psycinfo', 'search', 'november', 'health', 'science', 'librarian', 'hand', 'search', 'conduct', 'january', 'relevant', 'study', 'add', 'include', 'study', 'report', 'association', 'ace', 'maternal', 'depression', 'anxiety', 'perinatal', 'period', 'pregnancy', 'year', 'postpartum', 'pregnancy', 'postpartum', 'outcome', 'examine', 'separately', 'depression', 'anxiety', 'random', 'effect', 'meta', 'analysis', 'conduct', 'moderator', 'analysis', 'conduct', 'use', 'meta', 'regression', 'study', 'quality', 'evaluate', 'use', 'point', 'scale', 'result', 'initial', 'search', 'yield', 'non', 'duplicate', 'record', 'full', 'text', 'review', 'occur', 'article', 'total', 'study', 'include', 'meta', 'analysis', 'also', 'describe', 'narratively', 'publication', 'year', 'range', 'mother', 'approximately', 'year', 'age', 'retrospectively', 'report', 'ace', 'study', 'maternal', 'self', 'report', 'questionnaire', 'mental', 'health', 'outcome', 'study', 'quality', 'range', 'pool', 'ace', 'prenatal', 'ci', 'postpartum', 'depressive', 'symptom', 'significant', 'pool', 'effect', 'size', 'ace', 'prenatal', 'anxiety', 'also', 'significant', 'ci', 'moderator', 'analysis', 'indicate', 'time', 'depressive', 'anxiety', 'symptom', 'important', 'understanding', 'association', 'conclusion', 'ace', 'confer', 'risk', 'maternal', 'mental', 'health', 'small', 'moderate', 'magnitude', 'trauma', 'inform', 'approach', 'well', 'increase', 'mental', 'health', 'support', 'pregnancy', 'help', 'offset', 'relative', 'risk', 'ace', 'maternal', 'mental', 'health', 'psycinfo_database', 'source_journal', 'abstract']"
8,8,24.0,0.9959999918937683,"gender, suicide, attempt, high, minority, experience, physical, individual, suicidality, appearance","['suicidality', 'gender', 'minority', 'karnataka', 'south', 'indiabackground', 'argue', 'indian', 'gender', 'minority', 'display', 'differential', 'mental', 'health', 'problem', 'suicide', 'attempt', 'hence', 'study', 'intend', 'understand', 'prevalence', 'anxiety', 'depression', 'suicidality', 'group', 'specifically', 'live', 'metropolitan', 'city', 'south', 'india', 'method', 'datum', 'generate', 'cross_sectional', 'study', 'employ', 'structured', 'questionnaire', 'collect', 'information', 'experience', 'anxiety', 'depression', 'suicidal', 'behavior', 'gender', 'diverse', 'individual', 'bangalore', 'capital', 'city', 'karnataka', 'state', 'study', 'use', 'stratified', 'simple', 'random', 'sample', 'eligible', 'individual', 'year', 'age', 'old', 'enrol', 'prevention', 'program', 'implement', 'gender', 'diverse', 'individual', 'run', 'karnataka', 'health', 'promotion', 'trust', 'university', 'manitoba', 'time', 'study', 'bivariate', 'multivariate', 'analysis', 'use', 'assess', 'relative', 'contribution', 'various', 'factor', 'affect', 'suicide', 'ideation', 'actual', 'attempt', 'gender', 'diverse', 'participant', 'result', 'result', 'show', 'main', 'source', 'income', 'basti', 'socially', 'sanction', 'practice', 'beg', 'hijra', 'live', 'guru', 'happy', 'physical', 'appearance', 'consume', 'alcohol', 'daily', 'experience', 'high', 'depression', 'ever', 'think', 'attempt', 'suicide', 'month', 'prior', 'survey', 'however', 'multivariate', 'analysis', 'show', 'respondent', 'happy', 'physical', 'appearance', 'think', 'change', 'significantly', 'high', 'odd', 'aor', 'thought', 'well', 'dead', 'wish', 'die', 'similarly', 'experience', 'high', 'depression', 'odd', 'thought', 'attempt', 'suicide', 'increase', 'time', 'aor', 'conclusion', 'observe', 'high', 'percentage', 'gender', 'minority', 'attempt', 'suicide', 'think', 'suicide', 'month', 'precede', 'datum', 'collection', 'finding', 'bring', 'new', 'insight', 'proximate', 'determinant', 'physical', 'appearance', 'suicidality', 'gender', 'minority', 'assign', 'male', 'birth', 'appropriate', 'account', 'address', 'mental', 'health', 'issue', 'psycinfo_database', 'rights_reserve', 'source_journal', 'abstract']"
9,9,33.0,0.9959999918937683,"self, cbt, parent, quarantine, treatment, adolescent, child, pandemic, isolation, significantly","['efficacy', 'acceptability', 'parent', 'group', 'cognitive_behavioral', 'intervention', 'treatment', 'anxiety', 'disorder', 'child', 'adolescent', 'randomized_controlle', 'anxiety', 'disorder', 'prevalent', 'mental', 'disorder', 'child', 'adolescent', 'cause', 'significant', 'psychosocial', 'problem', 'physical', 'health', 'condition', 'therapy', 'cbt', 'effective', 'treatment', 'anxiety', 'disorder', 'child', 'adolescent', 'parent', 'cbt', 'alternative', 'treatment', 'childhood', 'anxiety', 'disorder', 'include', 'psychologist', 'parent', 'rather', 'child', 'treatment', 'new', 'type', 'cbt', 'parent', 'cbt', 'advantage', 'however', 'remain', 'unclear', 'parent', 'cbt', 'intervention', 'effective', 'treat', 'child', 'adolescent', 'anxiety', 'disorder', 'method', 'study', 'evaluate', 'efficacy', 'mean', 'change', 'score', 'anxiety', 'rating', 'scale', 'baseline', 'post', 'treatment', 'standardize', 'mean', 'difference', 'smd', 'acceptability', 'proportion', 'patient', 'treatment', 'group', 'withdraw', 'treatment', 'early', 'reason', 'risk', 'ratio', 'parent', 'cognitive_behavioral', 'therapy', 'cbt', 'child', 'adolescent', 'anxiety', 'disorder', 'search', 'electronic', 'database', 'include', 'pubme', 'cochrane', 'library', 'embase', 'web', 'science', 'proqu', 'psycinfo', 'inception', 'june', 'include', 'randomized_controlle', 'trial', 'rct', 'compare', 'parent', 'cbt', 'waitlist', 'cbt', 'parent', 'child', 'adolescent', 'anxiety', 'disorder', 'result', 'finally', 'rct', 'participant', 'include', 'meta', 'analysis', 'term', 'efficacy', 'pool', 'analysis', 'indicate', 'parent', 'cbt', 'significantly', 'effective', 'reduce', 'anxiety', 'symptom', 'smd', 'ci', 'remission', 'rate', 'rr', 'ci', 'post', 'treatment', 'analysis', 'show', 'evidence', 'parent', 'cbt', 'significantly', 'great', 'efficacy', 'cbt', 'parent', 'smd', 'ci', 'acceptability', 'parent', 'cbt', 'group', 'significantly', 'different', 'wl', 'group', 'ci', 'significantly', 'bad', 'cbt', 'parent', 'group', 'ci', 'conclusion', 'current', 'evidence', 'indicate', 'parent', 'cbt', 'alternative', 'acceptable', 'intervention', 'treat', 'child', 'adolescent', 'anxiety', 'disorder', 'psycinfo_database', 'rights_reserve', 'source_journal', 'abstract']"
