,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
0,0,5.0,0.36000001430511475,"self, measure, cognitive, research, include, model, scale, assess, well, present","['review', 'popular', 'smartphone', 'app', 'depression', 'anxiety', 'assess', 'inclusion', 'evidence', 'base', 'application', 'treatment', 'depression', 'anxiety', 'acquire', 'million', 'user', 'yet', 'little', 'known', 'include', 'evidence', 'base', 'therapeutic', 'content', 'examine', 'extent', 'popular', 'mental', 'health', 'application', 'mh', 'app', 'depression', 'anxiety', 'contain', 'treatment', 'element', 'find', 'empirically_supporte', 'psychotherapy', 'protocol', 'common', 'element', 'app', 'review', 'include', 'common', 'element', 'median', 'element', 'psychoeducation', 'app', 'relaxation', 'meditation', 'mindfulness', 'assessment', 'frequent', 'element', 'several', 'element', 'problem_solve', 'find', 'app', 'also', 'identify', 'gap', 'app', 'content', 'empirically_supporte', 'treatment', 'cognitive', 'restructure', 'common', 'depression', 'protocol', 'depression', 'app', 'protocol', 'app', 'problem_solve', 'anxiety', 'exposure', 'cognitive', 'restructuring', 'problem_solve', 'common', 'protocol', 'apps', 'overall', 'empirically_supporte', 'treatment', 'element', 'poorly', 'represent', 'current', 'mh', 'app', 'absence', 'several', 'core', 'treatment', 'element', 'underscore', 'need', 'future', 'research', 'include', 'randomized', 'trial', 'testing', 'effectiveness', 'popular', 'mh', 'app']"
1,1,3.0,0.460099995136261,"treatment, intervention, group, effect, outcome, patient, symptom, therapy, week, trial","['effect', 'brief', 'online', 'self_compassion', 'cognitive', 'restructuring', 'intervention', 'trait', 'social', 'anxietywe', 'compare', 'brief', 'online', 'intervention', 'week', 'duration', 'individual', 'elevate', 'level', 'social', 'anxiety', 'participant', 'randomize', 'self_compassion', 'cognitive', 'restructuring', 'condition', 'assess', 'assessment', 'point', 'include', 'week', 'follow', 'mediator', 'moderator', 'outcome', 'also', 'examine', 'intervention', 'lead', 'significant', 'decrease', 'social', 'anxiety', 'range', 'maintain', 'improved', 'follow', 'baseline', 'range', 'social', 'anxiety', 'cut', 'baseline', 'gt', 'approximately', 'participant', 'group', 'show', 'reliable', 'clinically', 'significant', 'change', 'symptom', 'difference', 'treatment', 'condition', 'find', 'social', 'anxiety', 'outcome', 'similarly', 'measure', 'differentially', 'mediate', 'effect', 'treatment', 'condition', 'social', 'anxiety', 'furthermore', 'find', 'support', 'theory', 'drive', 'mediational', 'model', 'self_compassion', 'reduce', 'social', 'anxiety', 'activation', 'soothe', 'system', 'contrary', 'prediction', 'theory', 'self', 'criticism', 'fear', 'self_compassion', 'moderate', 'effect', 'intervention', 'preliminary', 'finding', 'suggest', 'self_compassion', 'technique', 'warrant', 'study', 'additional', 'mean', 'reduce', 'social', 'anxiety']"
2,2,9.0,0.2639999985694885,"brain, behavior, group, increase, pregnancy, response, task, emotional, stimulus, affective","['validate', 'smartphone', 'app', 'remote', 'administration', 'fear_conditioning', 'paradigmfear', 'conditioning', 'model', 'key', 'process', 'relate', 'development', 'maintenance', 'treatment', 'anxiety', 'disorder', 'associate', 'group', 'difference', 'anxiety', 'however', 'laboratory', 'administration', 'task', 'time', 'cost', 'intensive', 'precluding', 'assessment', 'large', 'analysis', 'individual', 'difference', 'study', 'introduce', 'newly', 'develop', 'smartphone', 'app', 'deliver', 'fear_conditione', 'paradigm', 'remotely', 'use', 'loud', 'human', 'scream', 'aversive', 'stimulus', 'group', 'participant', 'total', 'study', 'involve', 'differential', 'fear_conditioning', 'experiment', 'assess', 'reliability', 'validity', 'smartphone', 'administer', 'fear_conditioning', 'paradigm', 'comprise', 'fear', 'acquisition', 'generalisation', 'extinction', 'renewal', 'phase', 'online', 'expectancy', 'rating', 'collect', 'trial', 'evaluative', 'rating', 'negative_affect', 'time_point', 'show', 'smartphone', 'app', 'delivery', 'fear_conditioning', 'paradigm', 'result', 'pattern', 'fear', 'learn', 'comparable', 'traditional', 'laboratory', 'delivery', 'able', 'detect', 'individual', 'difference', 'performance', 'show', 'comparable', 'association', 'anxiety', 'prior', 'group', 'difference', 'literature']"
3,3,9.0,0.6254000067710876,"brain, behavior, group, increase, pregnancy, response, task, emotional, stimulus, affective","['acquisition', 'generalization', 'appetitive', 'respond', 'obese', 'healthy', 'weight', 'femalesfinding', 'recent', 'study', 'suggest', 'obesity', 'characterize', 'deficit', 'appetitive', 'learn', 'food', 'cue', 'point', 'increase', 'tendency', 'obese', 'individual', 'overgeneralize', 'appetitive', 'respond', 'stimulus', 'resemble', 'condition', 'food', 'cue', 'possibly', 'explain', 'frequent', 'eat', 'desire', 'overeat', 'obesity', 'current', 'study', 'aim', 'investigate', 'obese', 'individual', 'indeed', 'exhibit', 'appetitive', 'learn', 'deficit', 'show', 'condition', 'appetitive', 'response', 'obese', 'match', 'healthy', 'weight', 'female', 'complete', 'differential', 'appetitive', 'conditioning', 'task', 'use', 'food', 'reward', 'first', 'appetitive', 'respond', 'novel', 'stimulus', 'learn', 'acquisition', 'phase', 'stimuli', 'vary', 'resemblance', 'food', 'associate', 'stimulus', 'present', 'generalization', 'phase', 'cue', 'elicit', 'eat', 'expectancy', 'eat', 'desire', 'stimulus', 'evaluation', 'actual', 'food', 'intake', 'examine', 'result', 'indicate', 'successful', 'acquisition', 'appetitive', 'respond', 'outcome', 'measure', 'acquire', 'response', 'also', 'generalize', 'indicate', 'generalization', 'function', 'additional', 'mechanism', 'learn', 'food', 'cue', 'promote', 'food', 'consumption', 'datum', 'suggest', 'overweight', 'obesity', 'characterize', 'appetitive', 'learning', 'deficit', 'subgroup', 'obese', 'individual', 'high', 'trait', 'anxiety', 'prone', 'appetitive', 'respond']"
4,4,5.0,0.4300000071525574,"self, measure, cognitive, research, include, model, scale, assess, well, present","['adolescent', 'development', 'risk', 'onset', 'social', 'emotional', 'disorder', 'review', 'conceptual', 'modelthe', 'adolescent', 'developmental', 'stage', 'appear', 'sensitive', 'period', 'onset', 'several', 'particular', 'form', 'mental', 'disorder', 'characterise', 'heighten', 'emotionality', 'social', 'sensitivity', 'common', 'female', 'male', 'refer', 'disorder', 'social', 'anxiety', 'disorder', 'generalise', 'anxiety', 'disorder', 'eat', 'disorder', 'major', 'depression', 'collectively', 'social', 'emotional', 'disorder', 'aim', 'paper', 'address', 'important', 'question', 'understand', 'social', 'emotional', 'disorder', 'disorder', 'commonly', 'begin', 'adolescence', 'present', 'conceptual', 'model', 'describe', 'key', 'change', 'occur', 'adolescence', 'address', 'hypothesise', 'way', 'change', 'increase', 'risk', 'development', 'social', 'emotional', 'disorder', 'overview', 'extant', 'empirical', 'literature', 'possible', 'direction', 'future', 'research', 'suggest', 'model', 'point', 'interesting', 'link', 'psycho', 'social', 'risk', 'factor', 'highlight', 'potentially', 'fruitful', 'direction', 'psychopathology', 'research', 'early', 'intervention', 'program']"
5,5,4.0,0.2797999978065491,"patient, symptom, risk, factor, high, psychiatric, associate, depressive, clinical, score","['genetic', 'link', 'anxiety', 'depression', 'glad', 'study', 'online', 'recruitment', 'large', 'recontactable', 'study', 'depression', 'anxiety', 'depression', 'common', 'debilitate', 'costly', 'disorder', 'influence', 'multiple', 'risk', 'factor', 'gene', 'psychological', 'vulnerability', 'environmental', 'stressor', 'research', 'hamper', 'lack', 'sufficiently', 'large', 'comprehensive', 'study', 'recruit', 'individual', 'lifetime', 'depression', 'anxiety', 'broad', 'assessment', 'risk', 'facilitate', 'future', 'research', 'method', 'genetic', 'link', 'anxiety', 'depression', 'glad', 'study', 'www', 'gladstudy', 'org', 'recruit', 'individual', 'depression', 'anxiety', 'nihr', 'mental', 'health', 'bioresource', 'participant', 'invite', 'join', 'study', 'medium', 'campaign', 'provide', 'demographic', 'environmental', 'genetic', 'datum', 'consent', 'medical', 'record', 'linkage', 'recontact', 'result', 'online', 'recruitment', 'effective', 'participant', 'consent', 'complete', 'questionnaire', 'end', 'july', 'participant', 'questionnaire', 'datum', 'identify', 'high', 'rate', 'recurrent', 'depression', 'severe', 'anxiety', 'comorbidity', 'participant', 'report', 'high', 'rate', 'treatment', 'receipt', 'age', 'profile', 'sample', 'bias', 'young_adult', 'high', 'recruitment', 'female', 'educate', 'especially', 'young', 'age', 'discussion', 'paper', 'describe', 'study', 'methodology', 'descriptive', 'datum', 'glad', 'represent', 'large', 'recontactable', 'resource', 'enable', 'future', 'research', 'risk', 'outcome', 'treatment', 'anxiety', 'depression']"
6,6,1.0,0.41819998621940613,"child, adolescent, parent, behavior, age, youth, problem, school, report, parental","['content', 'specific', 'interpretation_biase', 'clinically', 'anxious', 'theory', 'anxiety', 'suggest', 'anxious', 'child', 'interpret', 'negatively', 'material', 'specifically', 'relate', 'content', 'anxiety', 'far', 'study', 'available', 'report', 'postulate', 'content', 'specificity', 'interpretation', 'process', 'different', 'anxiety', 'disorder', 'child', 'focus', 'social', 'anxiety', 'therefore', 'examine', 'content', 'specificity', 'group', 'clinically', 'anxious', 'child', 'age', 'year', 'various', 'anxiety', 'disorder', 'use', 'ambiguous', 'scenario', 'task', 'child', 'ask', 'finish', 'scenario', 'relate', 'social', 'threat', 'general', 'threat', 'separation', 'threat', 'total', 'clinically', 'anxious', 'child', 'control', 'child', 'mother', 'assess', 'adi', 'spence', 'children', 'anxiety', 'scale', 'expect', 'clinically', 'anxious', 'child', 'provide', 'significantly', 'negative', 'ending', 'scenario', 'control', 'child', 'clinically', 'anxious', 'group', 'specific', 'interpretation_biase', 'find', 'interpretation', 'scenario', 'relate', 'social', 'threat', 'general', 'threat', 'separation', 'threat', 'predict', 'children', 'self', 'report', 'level', 'social', 'anxiety', 'generalize', 'anxiety', 'separation', 'anxiety', 'respectively', 'finding', 'support', 'content', 'specificity', 'hypothesis', 'clinically', 'anxious', 'child', 'display', 'interpretation_biase', 'specific', 'fear', 'relevant', 'stimulus']"
7,7,3.0,0.23690000176429749,"treatment, intervention, group, effect, outcome, patient, symptom, therapy, week, trial","['genetic', 'influence', 'treatment', 'seek', 'common', 'mental', 'health', 'problem', 'uk', 'biobankthe', 'majority', 'experience', 'clinical', 'anxiety', 'depressive', 'symptom', 'population', 'receive', 'treatment', 'study', 'investigate', 'inequality', 'treatment', 'outcome', 'rarely', 'consider', 'individual', 'respond', 'differently', 'experience', 'environment', 'much', 'environment', 'genetic', 'influence', 'behaviour', 'whereby', 'individual', 'actively', 'select', 'experience', 'gene', 'influence', 'seek', 'receive', 'treatment', 'selection', 'bias', 'confound', 'genomic', 'study', 'treatment', 'response', 'furthermore', 'individual', 'high', 'genetic', 'risk', 'need', 'commence', 'treatment', 'great', 'effort', 'make', 'engage', 'role', 'common', 'genetic', 'variation', 'lifetime', 'treatment', 'seek', 'behaviour', 'treatment', 'seek', 'treatment', 'receipt', 'self', 'help', 'self', 'medication', 'alcohol', 'drug', 'examine', 'participant', 'uk', 'biobank', 'sample_size', 'range', 'treatment', 'relate', 'behaviour', 'modestly', 'heritable', 'datum', 'nonetheless', 'genetic', 'correlation', 'reveal', 'substantial', 'genetic', 'overlap', 'lifetime', 'treatment', 'relate', 'behaviour', 'psychiatric', 'disorder', 'symptom', 'behavioural', 'trait', 'knowledge', 'first', 'study', 'examine', 'genetic', 'influence', 'treatment', 'relate', 'behaviour', 'work', 'require', 'determine', 'genetic', 'factor', 'use', 'clinical', 'social', 'demographic', 'factor', 'identify', 'risk', 'group', 'inform', 'strategy', 'target', 'early', 'intervention']"
8,8,3.0,0.5029000043869019,"treatment, intervention, group, effect, outcome, patient, symptom, therapy, week, trial","['sudden', 'gain', 'predict', 'treatment', 'outcome', 'social', 'anxiety', 'disorder', 'finding', 'randomized_controlle', 'trialsobjective', 'sudden', 'gain', 'sg', 'find', 'occur', 'trials_rct', 'social', 'anxiety', 'disorder', 'sad', 'evidence', 'mix', 'relate', 'treatment', 'outcome', 'sad', 'examine', 'sgs', 'rct', 'sad', 'method', 'study', 'examine', 'individual', 'cognitive', 'behavioral', 'therapy', 'cbt', 'study', 'compare', 'group', 'cbt', 'mindfulness', 'base', 'stress', 'reduction', 'mbsr', 'weekly', 'rating', 'social', 'anxiety', 'use', 'calculate', 'sgs', 'liebowitz', 'social', 'anxiety', 'scale', 'self', 'report', 'social', 'interaction', 'anxiety', 'scale', 'complete', 'pretreatment', 'posttreatment', 'follow', 'assess', 'outcome', 'result', 'study', 'participant', 'experience', 'participant', 'sgs', 'start', 'end', 'treatment', 'low', 'social', 'anxiety', 'sgs', 'associate', 'great', 'decrease', 'social', 'anxiety', 'pre', 'posttreatment', 'month_follow', 'study', 'sgs', 'occur', 'participant', 'comparable', 'rate', 'mbsr', 'group', 'cbt', 'sgs', 'associate', 'change', 'social', 'anxiety', 'treatment', 'condition', 'conclusion', 'sgs', 'occur', 'treatment', 'sad', 'rct', 'participant', 'improve', 'regardless', 'experience', 'suggest', 'sgs', 'predictive', 'great', 'improvement', 'treatment', 'sad']"
9,9,1.0,0.5296000242233276,"child, adolescent, parent, behavior, age, youth, problem, school, report, parental","['look', 'captain', 'hear', 'ambiguous', 'alien', 'study', 'anxiety', 'young', 'childrenthere', 'convince', 'evidence', 'anxious', 'child', 'adolescent', 'bias', 'interpret', 'ambiguity', 'negative', 'way', 'stuijfzand', 'creswell', 'field', 'pearcey', 'amp', 'dodd', 'however', 'little', 'research', 'examine', 'interpretation_bia', 'child', 'year', 'due', 'exist', 'measure', 'interpretation_bia', 'inappropriate', 'young', 'child', 'consequently', 'aim', 'develop', 'new', 'interpretation_bia', 'task', 'young', 'child', 'use', 'tone', 'child', 'learn', 'associate', 'high', 'tone', 'happy', 'alien', 'low', 'tone', 'angry', 'alien', 'ask', 'classify', 'tone', 'middle', 'frequency', 'range', 'ambiguous', 'tone', 'happy', 'angry', 'corrugator', 'muscle', 'activity', 'record', 'behavioural', 'response', 'community', 'sample', 'child', 'aged_year', 'split', 'high', 'low', 'anxious', 'group', 'complete', 'task', 'high', 'anxious', 'child', 'likely', 'interpret', 'ambiguous', 'tone', 'negative', 'effect', 'small', 'apparent', 'control', 'developmental', 'factor', 'corrugator', 'activity', 'align', 'behavioural', 'response', 'train', 'ambiguous', 'tone', 'first', 'study', 'assess', 'interpretation_bia', 'young', 'child', 'use', 'behavioural', 'physiological', 'measure', 'result', 'indicate', 'task', 'developmentally', 'appropriate', 'potential', 'utility', 'future', 'research']"
