,Year,Source,Topic_ID,Most_freq_words
0,2013,Academic,0,"['year', 'age', 'gad', 'predict', 'risk', 'increase', 'follow', 'level', 'youth', 'sample']"
1,2013,Academic,1,"['psychosis', 'maternal', 'vulnerability', 'characterize', 'mother', 'trajectory', 'affective', 'sample', 'together', 'schizophrenia']"
2,2013,Academic,2,"['change', 'self', 'participant', 'cognitive', 'panic', 'sensitivity', 'mediate', 'effect', 'level', 'process']"
3,2013,Academic,3,"['exposure', 'attention', 'fear', 'subject', 'measure', 'face', 'control', 'task', 'attentional', 'behavioral']"
4,2013,Academic,4,"['child', 'parent', 'clinic', 'behavior', 'word', 'eat', 'report', 'behavioral', 'change', 'emotional']"
5,2013,Academic,5,"['social', 'negative', 'relationship', 'activation', 'individual', 'show', 'positive', 'factor', 'emotional', 'examine']"
6,2013,Academic,6,"['ptsd', 'schizophrenia', 'severity', 'control', 'had', 'stressor', 'generalize', 'problem', 'link', 'mental']"
7,2013,Academic,7,"['health', 'depressive', 'depression', 'care', 'individual', 'primary', 'psychological', 'increase', 'performance', 'base']"
8,2013,Academic,8,"['phobia', 'life_event', 'depression', 'emerge', 'antidepressant', 'duration', 'development', 'early', 'drive', 'use']"
9,2013,Academic,9,"['prevalence', 'cidi', 'factor', 'survey', 'class', 'difference', 'drug', 'immigrant', 'gender', 'world']"
10,2013,Academic,10,"['patient', 'distress', 'mood', 'cognitive', 'factor', 'internalize', 'score', 'use', 'alcohol_dependence', 'ad']"
11,2013,Academic,11,"['posttreatment', 'sad', 'goal', 'mortality', 'withdrawal', 'cost', 'behavior', 'direct', 'respond', 'decrease']"
12,2013,Academic,12,"['cbt', 'therapy', 'cognitive', 'outcome', 'follow', 'patient', 'trial', 'effect', 'group', 'week']"
13,2013,Academic,13,"['group', 'alcohol', 'cbt', 'comorbid', 'alone', 'relaxation', 'decrease', 'comparison', 'management', 'trial']"
14,2013,Academic,14,"['intervention', 'group', 'base', 'social', 'mindfulness', 'participant', 'internet', 'therapy', 'trial', 'month_follow']"
15,2013,Academic,15,"['stress', 'depression', 'participant', 'control', 'self', 'program', 'function', 'group', 'response', 'risk']"
16,2013,Academic,16,"['depression', 'association', 'depressive', 'psychotic', 'mental', 'psychiatric', 'ci', 'structure', 'childhood', 'health']"
17,2013,Academic,17,"['broad', 'content', 'training', 'barrier', 'child', 'clinical', 'follow', 'outcome', 'intervention', 'demonstrate']"
