,Year,Source,Topic_ID,Most_freq_words
0,2015,Academic,0,"['health', 'alcohol', 'factor', 'man', 'dependence', 'psychiatric', 'woman', 'substance', 'bmi', 'score']"
1,2015,Academic,1,"['depression', 'age', 'method', 'conclusion', 'depressive', 'adult', 'sample', 'childhood', 'psychiatric', 'year']"
2,2015,Academic,2,"['therapy', 'patient', 'cbt', 'outcome', 'primary', 'trial', 'care', 'group', 'cognitive', 'intervention']"
3,2015,Academic,3,"['ptsd', 'trauma', 'gad', 'worry', 'negative', 'tool', 'clinical', 'sample', 'utility', 'psycinfo_database']"
4,2015,Academic,4,"['woman', 'pregnancy', 'mood', 'week', 'bpd', 'prenatal', 'postpartum', 'estimate', 'gestation', 'first']"
5,2015,Academic,5,"['risk', 'mdd', 'mental', 'psychotic', 'year', 'factor', 'severe', 'first', 'onset', 'individual']"
6,2015,Academic,6,"['group', 'clinical', 'cost_effective', 'control', 'include', 'article', 'evidence', 'cost_effectiveness', 'therapy', 'paper']"
7,2015,Academic,7,"['risk', 'maternal', 'depression', 'factor', 'association', 'significantly', 'relative', 'mother', 'base', 'early']"
8,2015,Academic,8,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']"
9,2015,Academic,9,"['attention', 'threat', 'bias', 'task', 'training', 'stimulus', 'anxious', 'abm', 'fear', 'extinction']"
10,2015,Academic,10,"['effect', 'gene', 'model', 'adversity', 'stress', 'mean', 'moderate', 'functional_impairment', 'evidence', 'polymorphism']"
11,2015,Academic,11,"['intervention', 'depression', 'self', 'internet', 'emotional', 'parenting', 'ci', 'compare', 'incidence', 'evaluation']"
12,2015,Academic,12,"['parental', 'panic', 'fear', 'sensitivity', 'response', 'behavioral', 'psychopathology', 'startle', 'relate', 'measure']"
13,2015,Academic,13,"['predict', 'function', 'youth', 'stress', 'outcome', 'event', 'follow', 'model', 'level', 'high']"
14,2015,Academic,14,"['adhd', 'degree', 'effect', 'clinical', 'patient', 'dimensional', 'day', 'group', 'hyperactivity', 'test']"
15,2015,Academic,15,"['child', 'parent', 'genetic', 'report', 'family', 'problem', 'phobia', 'effect', 'caregiver', 'internalize']"
16,2015,Academic,16,"['patient', 'cannabis', 'clinical', 'non', 'relapse', 'people', 'use', 'follow', 'expression', 'quality']"
17,2015,Academic,17,"['stable', 'adolescent', 'program', 'effect', 'phenotype', 'internalize', 'weight', 'amp', 'include', 'youth']"
