,Year,Source,Topic_ID,Most_freq_words
0,2012,Academic,0,"['self', 'cognitive', 'cbt', 'social', 'behavioral', 'therapy', 'act', 'effect', 'measure', 'significantly']"
1,2012,Academic,1,"['control', 'show', 'reduce', 'participant', 'activation', 'attentional', 'expression', 'right', 'cue', 'deficit']"
2,2012,Academic,2,"['symptom', 'health', 'depression', 'year', 'mental', 'age', 'association', 'increase', 'non', 'use']"
3,2012,Academic,3,"['model', 'factor', 'ocd', 'depression', 'worry', 'adolescent', 'clinical', 'specific', 'review', 'literature']"
4,2012,Academic,4,"['patient', 'class', 'treatment', 'depression', 'month', 'fatigue', 'therapy', 'cbt', 'course', 'care']"
5,2012,Academic,5,"['measure', 'sensitivity', 'report', 'questionnaire', 'psychosis', 'distress', 'emotional', 'symptom', 'level', 'scale']"
6,2012,Academic,6,"['self', 'social', 'childhood', 'implicit', 'explicit', 'association', 'work', 'low', 'support', 'ptsd']"
7,2012,Academic,7,"['belief', 'frequency', 'thought', 'individual', 'strong', 'think', 'vivo', 'relate', 'likelihood', 'distress']"
8,2012,Academic,8,"['group', 'treatment', 'control', 'difference', 'condition', 'participant', 'measure', 'compare', 'week', 'significant']"
9,2012,Academic,9,"['social', 'fear', 'phobia', 'exposure', 'finding', 'effect', 'ptsd', 'patient', 'use', 'present']"
10,2012,Academic,10,"['risk', 'woman', 'individual', 'relationship', 'face', 'factor', 'vulnerability', 'subscale', 'generalize', 'interpretation']"
11,2012,Academic,11,"['treatment', 'change', 'outcome', 'improvement', 'cbt', 'session', 'acceptance', 'pain', 'symptomatology', 'decrease']"
12,2012,Academic,12,"['child', 'parent', 'anxious', 'reactivity', 'attention', 'bias', 'training', 'condition', 'effect', 'attend']"
13,2012,Academic,13,"['mood', 'depressed', 'anxious', 'depressive', 'depression', 'harm', 'model', 'dysthymia', 'relate', 'remission']"
14,2012,Academic,14,"['gad', 'generalize', 'history', 'mood', 'physiological', 'adjust', 'effect', 'specific', 'prospective', 'worry']"
15,2012,Academic,15,"['social', 'negative', 'participant', 'positive', 'support', 'individual', 'perceive', 'relate', 'mood', 'fatigue']"
16,2012,Academic,16,"['intervention', 'trial', 'participant', 'therapy', 'group', 'effective', 'life', 'depression', 'condition', 'health']"
17,2012,Academic,17,"['depression', 'symptom', 'experience', 'remission', 'processing', 'factor', 'community', 'report', 'adolescence', 'potential']"
