,Year,Source,Topic_ID,Most_freq_words
0,2014,Academic,0,"['child', 'adolescent', 'parent', 'internalize', 'anxious', 'report', 'non', 'year', 'outcome', 'youth']"
1,2014,Academic,1,"['international', 'use', 'dimension', 'woman', 'recent', 'obtain', 'confidence_interval', 'marker', 'continue', 'propose']"
2,2014,Academic,2,"['onset', 'age', 'early', 'symptom', 'patient', 'year', 'adhd', 'increase', 'associate', 'high']"
3,2014,Academic,3,"['cbt', 'therapy', 'outcome', 'cognitive', 'behavioral', 'group', 'therapist', 'psychological', 'measure', 'predict']"
4,2014,Academic,4,"['factor', 'change', 'effect', 'symptom', 'panic', 'association', 'model', 'participant', 'control', 'show']"
5,2014,Academic,5,"['vulnerable', 'negative', 'positive', 'event', 'mdd', 'involve', 'group', 'dynamic', 'resilience', 'life']"
6,2014,Academic,6,"['eat', 'safety', 'global', 'disease', 'behavior', 'remission', 'weekly', 'medication', 'combination', 'cognition']"
7,2014,Academic,7,"['ocd', 'obsessive_compulsive', 'intervention', 'single', 'patient', 'research', 'rate', 'behaviour', 'frequency', 'usual']"
8,2014,Academic,8,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']"
9,2014,Academic,9,"['background', 'worsen', 'population', 'suicide', 'risk', 'substance', 'alcohol', 'high', 'female', 'level']"
10,2014,Academic,10,"['symptom', 'health', 'mental', 'depressive', 'mdd', 'gad', 'intervention', 'examine', 'common', 'concern']"
11,2014,Academic,11,"['sad', 'social', 'psychopathology', 'symptom', 'individual', 'avoidance', 'relationship', 'behavior', 'panic', 'specific']"
12,2014,Academic,12,"['late', 'cut', 'cut_score', 'subtype', 'interpret', 'generally', 'differentiate', 'picture', 'arbitrarily', 'inconsistent']"
13,2014,Academic,13,"['depression', 'month', 'smoker', 'less', 'health', 'least', 'ci', 'prevalence', 'mental', 'symptom']"
14,2014,Academic,14,"['subthreshold', 'function', 'exposure', 'gad', 'associate', 'syndrome', 'form', 'clinical', 'course', 'development']"
15,2014,Academic,15,"['group', 'post', 'participant', 'depression', 'icbt', 'internet', 'effectiveness', 'effective', 'compare', 'base']"
16,2014,Academic,16,"['patient', 'depressive', 'confound', 'background', 'change', 'impairment', 'international', 'major', 'brain', 'latent']"
17,2014,Academic,17,"['social', 'fear', 'exposure', 'ptsd', 'condition', 'sleep', 'response', 'relate', 'extinction', 'individual']"
