,Title,Abstract,StoreId,documentType,year
154,A multi-service practice research network study of large group psychoeducational cognitive behavioural therapy,"Background: This was a multi-service evaluation of the clinical and organisational effectiveness of large group psychoeducational CBT delivered within a stepped care model. Method: Clinical outcomes for 4451 participants in 163 psychoeducational groups delivered across 5 services were analysed by calculating pre-post treatment anxiety (GAD-7) effect sizes (Cohen's d). Overall and between-service effects were compared to published efficacy benchmarks. Multilevel modelling was used to examine if variability in clinical outcomes was explained by differences in service, group and patient-level (case-mix) variables. Results: The pooled GAD-7 (pre-post) effect size for all services was d = 0.70, which was consistent with efficacy benchmarks for guided self-help interventions (d = 0.69). One service had significantly smaller effects (d = 0.48), which was explained by differences in group treatment length and case-mix. Variability between groups (i.e., group effects) explained up to 3.6% of variance in treatment outcomes. Conclusions: Large group psychoeducational CBT is clinically effective, organisationally efficient and consistent with a stepped care approach to service design. Clinical outcome differences between services were explained by group and patient variables.",1878750314.0, Journal Article,2016
155,Psychological treatment of comorbid asthma and panic disorder in Latino adults: Results from a randomized controlled trial,"Confusion between panic and asthma symptoms can result in serious self-management errors. A cognitive behavior psychophysiological therapy (CBPT) intervention was culturally adapted for Latinos consisting of CBT for panic disorder (PD), asthma education, differentiation between panic and asthma symptoms, and heart rate variability biofeedback. An RCT compared OPT to music and relaxation therapy (MRT), which included listening to relaxing music and paced breathing at resting respiration rates. Fifty-three Latino (primarily Puerto Rican) adults with asthma and PD were randomly assigned to CBPT or MRT for 8 weekly sessions. Both groups showed improvements in PD severity, asthma control, and several other anxiety and asthma outcome measures from baseline to post-treatment and 3-month follow-up. CBPT showed an advantage over MRT for improvement in adherence to inhaled corticosteroids. Improvements in PD severity were mediated by anxiety sensitivity in OPT and by depression in MRT, although earlier levels of these mediators did not predict subsequent improvements. Attrition was high (40%) in both groups, albeit comparable to CBT studies targeting anxiety in Latinos. Additional strategies are needed to improve retention in this high-risk population. Both CBPT and MRT may be efficacious interventions for comorbid asthma-PD, and CBPT may offer additional benefits for improving medication adherence.",1878750299.0, Journal Article,2016
156,Online attentional bias modification training targeting anxiety and depression in unselected adolescents: Short-and long-term effects of a randomized controlled trial,"Based on information processing models of anxiety and depression, we investigated the efficacy of multiple sessions of online attentional bias modification training to reduce attentional bias and symptoms of anxiety and depression, and to increase emotional resilience in youth. Unselected adolescents (N = 340, age: 11-18 years) were randomly allocated to eight sessions of a dot-probe, or a visual search-based attentional training, or one of two corresponding placebo control conditions. Cognitive and emotional measures were assessed pre- and post-training; emotional outcome measures also at three, six and twelve months follow-up. Only visual search training enhanced attention for positive information, and this effect was stronger for participants who completed more training sessions. Symptoms of anxiety and depression reduced, whereas emotional resilience improved. However, these effects were not especially pronounced in the active conditions. Thus, this large-scale randomized controlled study provided no support for the efficacy of the current online attentional bias modification training as a preventive intervention to reduce symptoms of anxiety or depression or to increase emotional resilience in unselected adolescents. However, the absence of biased attention related to symptomatology at baseline, and the large drop-out rates at follow-up preclude strong conclusions.",1878750293.0, Journal Article,2016
157,"Randomized controlled trial of attention bias modification in a racially diverse, socially anxious, alcohol dependent sample","Objective: Attention biases may be an important treatment target for both alcohol dependence and social anxiety. This is the first ABM trial to investigate two (vs. one) targets of attention bias within a sample with co-occurring symptoms of social anxiety and alcohol dependence. Additionally, we used trial-level bias scores (TL-BS) to capture the phenomena of attention bias in a more ecologically valid, dynamic way compared to traditional attention bias scores. Method: Adult participants (N = 86; 41% Female; 52% African American; 40% White) with elevated social anxiety symptoms and alcohol dependence were randomly assigned to an 8-session training condition in this 2 (Social Anxiety ABM vs. Social Anxiety Control) by 2 (Alcohol ABM vs. Alcohol Control) design. Symptoms of social anxiety, alcohol dependence, and attention bias were assessed across time. Results: Multilevel models estimated the trajectories for each measure within individuals, and tested whether these trajectories differed according to the randomized training conditions. Across time, there were significant or trending decreases in all attention TL-BS parameters (but not traditional attention bias scores) and most symptom measures. However, there were not significant differences in the trajectories of change between any ABM and control conditions for any symptom measures. Conclusions: These findings add to previous evidence questioning the robustness of ABM and point to the need to extend the effects of ABM to samples that are racially diverse and/or have co-occurring psychopathology. The results also illustrate the potential importance of calculating trial-level attention bias scores rather than only including traditional bias scores.",1878750291.0, Journal Article,2016
158,Empathy for positive and negative emotions in social anxiety disorder,"Social anxiety disorder (SAD) is associated with elevated negative and diminished positive affective experience. However, little is known about the way in which individuals with SAD perceive and respond emotionally to the naturally-unfolding negative and positive emotions of others, that is, cognitive empathy and affective empathy, respectively. In the present study, participants with generalized SAD (n = 32) and demographically-matched healthy controls (HCs; n = 32) completed a behavioral empathy task. Cognitive empathy was indexed by the correlation between targets' and participants' continuous ratings of targets' emotions, whereas affective empathy was indexed by the correlation between targets' and participants' continuous self-ratings of emotion. Individuals with SAD differed from HCs only in positive affective empathy: they were less able to vicariously share others' positive emotions. Mediation analyses revealed that poor emotional clarity and negative interpersonal perceptions among those with SAD might account for this finding. Future research using experimental methodology is needed to examine whether this finding represents an inability or unwillingness to share positive affect.",1878750290.0, Journal Article,2016
159,Reducing risk for anxiety and depression in adolescents: Effects of a single-session intervention teaching that personality can change,"Efforts to reduce youth mental health problems have advanced greatly but have not lowered overall rates of youth mental illness. Thus, a need exists for disseminable, mechanism-targeted approaches to reducing risk of youth psychopathology. Accordingly, we conducted a randomized-controlled trial testing whether a single-session intervention teaching growth personality mindsets (the belief that personality is malleable) reduced known risk factors for anxiety and depression in adolescents experiencing or at risk for internalizing problems (N = 96, ages 12-15). Compared to a supportive-therapy control, a 30-mm computer-guided mindset intervention strengthened adolescents perceived control; this improvement was associated with increases in growth mindsets. Further, electrodermal activity recovery slopes showed that youths receiving the mindset intervention recovered from a lab-based social stressor over three times as fast as control group youths. Improvements in growth mindsets and perceived control were linked with faster stress recovery. Results suggest a disseminable strategy for reducing internalizing problem risk among adolescents.",1878750285.0, Journal Article,2016
160,Reductions in experiential avoidance as a mediator of change in symptom outcome and quality of life in acceptance-based behavior therapy and applied relaxation for generalized anxiety disorder,"As a field, we lack information about specific mechanisms that are responsible for changes that occur over the course of treatments for anxiety disorders (Kazdin, 2007). Identifying these mechanisms would help streamline evidence-based approaches, increase treatment response rates, and aid in the dissemination and implementation of evidence-based approaches in diverse contexts. The current study examined reductions in experiential avoidance (EA; Hayes, Wilson, Gifford, Follette, &amp; Strosahl, 1996), attempts to control or eliminate distressing internal experiences, regardless of behavioral consequences, as a potential mechanism of change in participants with a principal diagnosis of generalized anxiety disorder (GAD) receiving either acceptance-based behavior therapy (ABBT) or applied relaxation (AR). Participants' EA scores across treatment on the Acceptance and Action Questionnaire (AAQ) were used to calculate slopes, which were used as predictors in a series of linear regressions. Greater change in EA across treatment significantly predicted change in worry (PSWQ) and quality of life (QOLI) across both treatments. These results contribute to the body of literature on common mechanisms of change across traditional CBT's and mindfulness and acceptance-based approaches.",1878750283.0, Journal Article,2016
161,d-Cycloserine does not enhance the effects of in vivo exposure among young people with broad-based anxiety disorders,"Use of the partial NMDA receptor agonist d-Cycloserine (DCS) to increase extinction to feared cues among anxious adults has shown mixed, although overall positive effects. Few studies have extended this effect to youth and none have addressed young people with broad-based anxiety such as separation anxiety, social anxiety, or generalised anxiety. In the current trial 51 children and adolescents with diagnosed anxiety disorders, aged 7-14 years received four sessions of graduated, experimenter-led, in vivo exposure to a hierarchy of feared cues relevant to their primary fear. They were randomly allocated to receive either 50 mg of DCS or a matched placebo capsule in a fully double-blind design. Both groups showed large reductions across sessions in their primary fear according to both parent and child report, but there were no significant differences between conditions at any session. The results are consistent with most studies to date of DCS-augmented exposure in young people.",1878750272.0, Journal Article,2016
162,Cognitive-behavior therapy singly and combined with medication for persistent insomnia: Impact on psychological and daytime functioning,"While impairment of daytime functioning due to poor sleep is often the main determinant for seeking treatment, few studies have examined the clinical impact of insomnia therapies on daytime outcomes. The main objective of this study was to evaluate the impact of cognitive-behavior therapy (CBT), alone and combined with medication, on various indices of daytime and psychological functioning. Participants were 160 individuals with chronic insomnia who received CBT alone or CBT plus medication (zolpidem) for an initial six-week therapy, followed by an extended six-month therapy. Participants treated with CBT initially received maintenance CBT or no additional treatment and those treated with combined therapy initially continued with CR1 plus intermittent medication (prn) or CBT without medication (taper). Measures of anxiety and depressive symptoms, fatigue, quality of life, and perceived impact of sleep difficulties on various indices of daytime functioning were completed at baseline, after each treatment stage, and at six-month follow-up. Following acute treatment, significant improvements of fatigue, quality of life (mental component), anxiety, and depression were obtained in the CBT alone condition but not in the combined CBT plus medication condition. Following extended treatment, further improvements were noted for the subgroup receiving extended CBT relative to that with no additional treatment, and for the subgroup receiving CBT and intermittent medication relative to that with CBT but no medication. Improvements were well maintained at the 6-month follow-up. These findings indicate that insomnia-specific therapy is effective at improving daytime and psychological functioning in the short term, and that maintenance therapy produces an added value to optimize long-term outcomes.",1878750252.0, Journal Article,2016
163,Cognitive and affective processing of social exclusion in borderline personality disorder and social anxiety disorder,"Causal attributions of social events are crucial for understanding emotional responses. Aim of the study was to identify appraisal processes in response to social exclusion in borderline personality disorder (BPD) and social anxiety disorder (SAD). Twenty-five patients with BPD, 25 patients with SAD and 25 healthy controls played Cyberball, a virtual ball-tossing paradigm that experimentally induces social exclusion. Causal attributions, subjective feelings and action tendencies in response to social exclusion were assessed. Both clinical groups showed more internal attributions and less control attributions than the control group, reported a higher increase in self-focused negative emotions, along with more escape tendencies and less intent to engage in pleasant activities. But only the BPD group reported higher hostile-intent attributions and more aggressive action tendencies compared to healthy controls.",1878750232.0, Journal Article,2016
