,Title,Abstract,StoreId,documentType,year
69,Maximizing the generalization of fear extinction: Exposures to a peak generalization stimulus,"Experimental research has shown that generalization of fear extinction from a generalization stimulus (GS) is minimal compared to generalization of fear extinction from the conditional stimulus itself (CS+). This poses a challenge to extinction-based treatments of anxiety because the exact CS is often not known or unavailable. However, experimental studies failed to disentangle differences in stimulus identity (CS + or GS) from differences in the level of fear (GS typically elicits less fear than CS+). Here, we test the hypothesis that a high level of fear is key to extinction learning and generalization, rather than the identity of the stimulus under extinction (CS + or GS). For that purpose, we took advantage of the peak-shift phenomenon that describes the conditions under which a GS can elicit equal or higher levels of responding, compared to the CS+. Hence, we compared the generalizability of fear extinction following exposure to the CS + itself, to a ‘weak’ GS that elicits less fear, and to a ‘peak’ GS that elicits as much fear as the CS+. First, the results replicated, with a new set of stimuli, the observation that extinction of a skin conductance response and US-expectancy generalizes only weakly from a weak GS to CS+. Second, extinction generalized strongly from a peak GS towards CS+, as hypothesized. Third, extinction with the peak GS even outperformed extinction with the CS+, as it generalized more strongly across the generalization gradient. Together, these results support exposure treatment strategies that focus on the fear-eliciting potential of stimuli (often described as a fear hierarchy), rather than their learning history. We propose that stimulus typicality and/or intensity may explain the enhanced effects of a ‘peak’ GS over the CS+ in enhancing the generalization of fear extinction.",2159932691.0, Journal Article,2018
70,The validity of human avoidance paradigms,"Excessive avoidance towards innocuous cues is a central diagnostic criterion across anxiety-related disorders. Relevant laboratory paradigms typically include instrumental learning procedures, where the presentation of an aversive cue (e.g., a shock) can be prevented by executing an experimenter-defined response (e.g., a button press) during the presentation of a warning cue (e.g., a square). Despite the popularity of these paradigms, there is no evaluation of how well the experimental findings of conditioned avoidance extend to maladaptive avoidance, or whether findings from animal studies could be informative for human studies. Here, we present a validation of the conditioned avoidance paradigm. We show that although this procedure meets the majority of the tested validity criteria (i.e. face, construct, predictive, and diagnostic validity), it also faces a number of challenges, including the non-consideration of individual differences in learning or the use of procedures that cannot be easily translated to clinical settings. For meeting these challenges, we suggest extensions of the paradigm including the test of individual differences by using ambiguous stimuli as well as the use of virtual reality procedures. Our main conclusion is that despite the significant knowledge provided in conditioned avoidance paradigms, their expansion will allow reaching more theoretical and clinical insights.",2159932577.0, Journal Article,2018
71,Model-based learning and individual differences in depression: The moderating role of stress,"Inflexible decision-making has been proposed as a transdiagnostic risk factor for mood disorders. Evidence suggests that inflexible decision-making may emerge only when individuals are experiencing increased negative affect or stress. 151 participants completed symptom measures of depression and anxiety, followed by a two-stage decision-making task that distinguishes between habitual and goal-directed choice. An experimental manipulation to induce stress was introduced halfway through the task. Individuals with higher depression levels became less model-based after the manipulation than those with lower depression levels. There was no relationship between trait anxiety and the impact of the manipulation on decision-making. Controlling for main effects of anxiety did not attenuate the association between depression and impact of stress. Anhedonia was associated with the impact of the manipulation on model-based decision-making. These results suggest that risk for depression is associated with reflexive decision-making, but these effects may only emerge under conditions of stress.",2159932300.0, Journal Article,2018
72,Improving access to psychological therapies (IAPT) for people with bipolar disorder: Summary of outcomes from the IAPT demonstration site,"Access to structured psychological therapy recommended for bipolar disorder (BD) is poor. The UK NHS Improving Access to Psychological Therapies initiative commissioned a demonstration site for BD to explore the outcomes of routine delivery of psychological therapy in clinical practice, which this report summarises. All clinically diagnosed patients with BD who wanted a psychological intervention and were not in acute mood episode were eligible. Patients were offered a 10-session group intervention (Mood on Track) which delivered NICE congruent care. Outcomes were evaluated using an open (uncontrolled), pre-post design. Access to psychological therapy increased compared to preceding 6 years by 54%. 202 people began treatment; 81% completed &gt;5 sessions; median 9 sessions (range 6–11). Pre-post outcomes included personal recovery (primary outcome), quality of life, work and social functioning, mood and anxiety symptoms (secondary outcomes). Personal recovery significantly improved from pre to post-therapy; medium effect-size (d = 0.52). Secondary outcomes all improved (except mania symptoms) with smaller effect sizes (d = 0.20–0.39). Patient satisfaction was high. Use of crisis services, and acute admissions were reduced compared to pre-treatment. It is possible to deliver group psychological therapy for bipolar disorder in a routine NHS setting. Improvements were observed in personal recovery, symptoms and wider functioning with high patient satisfaction and reduced service use.",2159932285.0, Journal Article,2018
73,Time of day effects on the relationship between daily sleep and anxiety: An ecological momentary assessment approach,"Previous research has linked sleep disturbance to anxiety. However, evidence for this relation has been inconsistent, largely limited to retrospective reports that do not account for daily variability, and silent on when the association is most pronounced. Thus, the present study utilized ecological momentary assessment (EMA) to examine the effects of daily deviations in total sleep time (TST) and person-average TST on anxiety and whether these effects varied as a function of time of day in a sample of unselected adults (N = 138). Results indicate that the amount of TST on a given night, relative to personal average TST, negatively predicted anxiety, and this relation was significant in the morning and afternoon, but not evening. In contrast, person-average TST was unrelated to average anxiety. Relations between TST and anxiety did not differ across objective (e.g., actigraphy) and subjective (e.g., sleep diary) measures. Furthermore, the pattern of results remained the same when controlling for previous day's anxiety and were not bidirectional. These findings suggest that getting less sleep than is typical for the individual predicts subsequent anxiety, and this effect is particularly strong in the morning. Average sleep duration may be less important to the experience of anxiety than deviations from that average. These findings highlight the importance of EMA to examine how and when variability in sleep confers vulnerability for anxiety symptoms.",2159932128.0, Journal Article,2018
74,Susceptibility to others' emotions moderates immediate self-reported and biological stress responses to witnessing trauma,"Background The peri-traumatic stress response is a strong predictor of symptom development after trauma exposure. Regarding witnessing trauma, the stress response might depend on the susceptibility to others' emotions (emotional contagion, EC). This study investigated whether EC moderates the immediate stress response using a trauma film paradigm. Methods Ninety-five healthy participants were randomly exposed to a trauma or a neutral film. Perceived stressfulness of the film and pre-to post-film changes in self-reported anxiety, heart rate and saliva cortisol levels were assessed. EC towards negative and positive emotions was measured using the emotional contagion scale and its emotion-specific subscales. Results Overall, the trauma film was perceived as distressing and elicited an increase in self-reported anxiety, heart rate and saliva cortisol levels relative to the neutral film. EC towards negative emotions was positively related to the perceived stressfulness of the film, increased anxiety and increased heart rate. The association with saliva cortisol levels was also in the expected direction, but not statistically significant. These associations were not found for EC towards positive emotions. Discussion EC towards negative emotions may be an important predictor of trauma exposure outcomes. Further research should clarify its specific contribution in witnessing and undergoing trauma.",2127424688.0, Journal Article,2018
75,Exercise as a buffer against difficulties with emotion regulation: A pathway to emotional wellbeing,"Though exercise is associated with emotional health, it remains unclear what psychological processes account for this relationship. The present study explores emotional recovery from and responses to stress as links. It extends prior research by exploring whether poor response tendencies, such as a ruminative response style, could mediate the relationship between regular exercise and clinical symptoms, and whether acute exercise facilitates emotional recovery from a stressor in a heterogeneous sample comprising sedentary as well as active individuals and those reporting mood and anxiety symptoms. Participants completed questionnaires, performed 30 min of cycling or stretching, and underwent a stressful speech task. State affect and difficulties with emotion regulation and rumination were measured at various time points. Minimal regular exercise predicted more depression, anxiety, and stress, and cross-sectional data suggest that poor stress response tendencies (more habitual rumination and low coping self-efficacy) could partially mediate these relationships. Relative to stretching, prior exercise did not affect initial reactions to the stressor or reports of struggling to regulate one's emotions. However, it attenuated the effects that rumination and difficulties with emotion regulation had on delaying emotional recovery. Results suggest that enhanced emotional resilience to the prolonged effects of stress accounts, at least in part, for the emotional benefits of regular exercise. There appear to be benefits afforded by even single sessions of exercise and cumulative benefits from regular activity for coping with stress.",2117582348.0, Journal Article,2018
76,An experimental test of the impact of adolescent anxiety on parental sick role reinforcement behavior,"A large body of work links parental sick role reinforcement behavior to adolescent panic vulnerability. To date, however, little work has examined the role of the adolescent in this process. The current study addressed this gap in the literature, using a novel method to experimentally test the impact of adolescent anxiety during a straw-breathing task on parental propensity to engage in sick role reinforcement behavior. An unselected sample of 51 early adolescents (26 female, 10–14 years) and their parents participated in the study. Adolescents were trained to mimic a straw-breathing task, and adolescent reactions to the task were scripted. Parents were randomly assigned to watch their adolescent react either a) anxiously or b) non-anxiously to the straw-breathing task. Parents who viewed their adolescent react anxiously ended the task earlier, reported that they would reinforce more sick role behavior, and reported more negatively valenced reactions during the task than parents who viewed their adolescent react non-anxiously to the task. No group differences emerged in terms of parental self-reported or physiological arousal during the task. Results suggest that adolescent anxiety increases parental sick role reinforcement behavior. Findings are discussed in terms of future directions for reducing parenting behaviors thought to increase vulnerability for panic among adolescents.",2117578525.0, Journal Article,2018
77,A randomized controlled trial of three smartphone apps for enhancing public mental health,"Many smartphone applications (apps) for mental health (MHapps) are available to the public. However, few have been the subject of a randomized controlled trial (RCT), and the change processes that are hypothesized to mediate claimed effects have not been previously studied. This RCT compared the efficacy of three publicly available MHapps to a waitlist control condition in a community sample, in which no MHapp was provided. The three MHapps included cognitive behavioural therapy (CBT) toolkit app MoodKit, mood tracking app MoodPrism, and CBT strategy app MoodMission. Participants were randomly allocated to each condition, completed a baseline assessment, downloaded their allocated MHapp, and completed a second assessment 30 days later, with n = 226 included in final analyses (81% female; M age = 34 years). Compared to the control condition, all MHapp groups experienced increases in mental wellbeing, MoodKit and MoodMission groups experienced decreases in depression, and no groups experienced effects on anxiety. Mediated regressions revealed that increasing coping self-efficacy, rather than emotional self-awareness or mental health literacy, was the underlying process contributing to effects on mental health for all three MHapps. MHapps appear to be an effective solution for improving public mental health, notably by improving users' confidence in their ability to cope.",2117385937.0," Evidence Based Healthcare , Journal Article",2018
78,Fathers' challenging parenting behavior predicts less subsequent anxiety symptoms in early childhood,"Recent theories propose that (especially fathers') challenging parenting behavior (CPB) serves to reduce offspring's anxiety development, and that fearful children are more susceptible to parenting. Using a longitudinal design we explored whether more CPB (and less overprotection) of both parents, (1) separately, (2) relatively, and (3) jointly predicts less anxiety in early childhood, and (4) whether child fearful temperament moderates these relations. Participants were 132 couples with their first-born child. Child fearful temperament was observed at 4 months and 1 year, and parents' CPB and overprotection at 1 and 2.5 years. Child anxiety symptoms were assessed at 2.5 and 4.5 years. Multilevel analyses showed that more CPB and, unexpectedly, more overprotection predicted less child anxiety. Relatively, fathers' CPB and mothers' overprotection predicted less anxiety. An interaction showed that if one parent shows low CPB, the other parent's higher CPB predicts less child anxiety. A trend interaction suggested that fathers' CPB predicts less anxiety most strongly for fearful children. Thus, fathers' CPB appears to play a protective role in anxiety development, possibly in particular for children most vulnerable to develop anxiety problems. Parents can compensate for a less challenging partner. The finding that maternal overprotection mitigates child anxiety requires further investigation.",2117384449.0, Journal Article,2018
