,Title,Abstract,StoreId,documentType,year
0,Threat rapidly disrupts reward reversal learning,"Threat changes cognition and facilitates adaptive coping. However, when threat becomes overwhelming, it may be deleterious to mental health, especially for vulnerable individuals. Flexible decision-making was probed with a reward reversal task to investigate how well healthy participants (N = 34) can adapt to changes in reward contingency when they expect adverse events (i.e., electric shocks). In comparison to a safe control condition, the threat of shock significantly impaired reward reversal learning. Moreover, enhanced self-reported threat ratings and elevated skin conductance levels support the successful induction of stressful and aversive apprehensions. The findings are in line with literature showing the stress-induced inhibition of goal-directed behavior at the advantage of a reflexive (habitual) response style. Notably, reversal learning was rapidly restored with the omission of threat through several cycles of threat and safety contexts within one experimental session. These results extend the literature and illuminate the immediate consequence of a sustained threatening stressor (and its removal) on decision-making. Better knowledge of the immediate effects of anticipatory anxiety on behavior could improve understanding of psychopathology and may be informative for the development of effective therapy for anxiety and emotion dysregulation.",2445966824.0, Journal Article,2020
1,Fear in the context of pain: Lessons learned from 100 years of fear conditioning research,"Human fear conditioning research since Watson's case study on ""Little Albert"" has vastly evolved and its impact today is reaching far beyond phobic anxiety. This review focuses on how fear conditioning research, mainly using exteroceptive conditioned stimuli (CSs) and aversive, non-noxious stimuli as unconditioned stimuli (USs), has been extended and translated to chronic pain research. We describe the different pain-related fear conditioning paradigms using proprioceptive and interoceptive CSs and painful stimuli as USs that have been developed to study specific forms of pain-related fear (i.e. fear of movement, fear of touch, fear of visceral sensations, and fear of penetration) that are relevant for different chronic pain conditions (i.e. musculoskeletal pain, neuropathic pain, visceral pain, and genital pain). We present evidence that patients with chronic pain demonstrate impaired safety learning and excessive fear generalization; learning anomalies that have also been observed in anxiety disorders. Extinction-based protocols (exposure in vivo) have been developed to reduce pain-related fear and increase daily functioning in various chronic pain disorders. Finally, we outline some challenges and future directions to further our understanding of learning mechanisms underlying the development, persistence, and treatment of chronic pain disability.",2445966027.0, Journal Article,2020
2,The effects of positive interpretation bias on cognitive reappraisal and social performance: Implications for social anxiety disorder,"People with social anxiety disorder (SAD) lack non-socially anxious individuals' tendency to interpret ambiguous social information in a positively biased manner. To gain a better understanding of the specific in-vivo social consequences of positive interpretation bias, we recruited 38 individuals with SAD and 31 healthy controls (HC) to participate in an in-vivo social task. We tested whether a positive interpretation bias, measured using a sentence completion task, might confer benefits for the adaptive emotion regulation strategy of cognitive reappraisal, and whether such benefits depended on participants’ emotional states. We also examined whether positive interpretation bias might confer additional benefits such as improved self-perceived and observer-rated social performance. In support of prior research, HC participants exhibited a positive interpretation bias on the sentence completion task, whereas participants with SAD did not. Regression analyses revealed that positive interpretation bias predicted greater cognitive reappraisal during social stress, particularly when state positive affect was low. Moreover, positive interpretation bias predicted more positive self-perception of social performance and reduced underestimations of performance relative to observer ratings. These results suggest that positive interpretations of ambiguous social information may be related to increased use of cognitive reappraisal and more positive self-perceptions of social performance.",2445965242.0, Journal Article,2020
3,Implementation and effectiveness of adolescent life skills programs in low- and middle-income countries: A critical review and meta-analysis,"Background Adolescence represents an unprecedented opportunity to invest in health. Individual adolescent life skills programs in low- and middle-income countries (LMICs) have demonstrated success but neither their relative effectiveness across multiple health arenas, including mental health, nor their key ingredients have been examined. Methods We conducted a systematic review and meta-analysis to identify key implementation processes and effectiveness of life skills programs among adolescents in LMICs which targeted at least one mental health outcome, as well as their relative effectiveness. Six academic databases, including PubMed and PsychInfo and bibliographies of related reviews, were systematically searched until July 1, 2016, with no restrictions on language or publication year. Studies were excluded if they were conducted in HIC settings, among chronically ill populations or lacking adolescents aged 10–19 years. Data from published reports related to the characteristics of RCTs and their implementation processes related to ‘who, what, how and where’ were extracted, including the development of a taxonomy to determine which life skills constituted each program. Meta-analyses with random effects models examined the overall trial effectiveness, as determined by their primary outcomes. Subsequent exploratory analyses determined which implementation processes predicted trial effectiveness (PROSPERO CRD42016043448). Results We included 50 eligible RCTs from 45 articles with a focus on an adolescent health program, which targeted at least one or more mental health outcomes. Most of the RCTs, conducted across 19 LMICs, targeted students (82%) and refugees (7%), and both genders (71%). Most of the interventions were delivered by teachers (n = 12), and specialist providers (n = 11), and most were focused on high-risk groups rather than clinically-disordered populations. These interventions were effective in reducing symptoms of anger (SMD = 1.234), improving life skills (SMD = 0.755) and functioning (SMD = 0.491), and decreasing PTSD (SMD = 0.327), depression and anxiety (SMD = 0.305). Trial effectiveness was positively associated with the following life skills: interventions focused on parent-child interactions (β = 0.557, p &lt; 0.05), assessing interpersonal relations (β = 0.204, p &lt; 0.05) and stress management (β = 0.216, p &lt; 0.05). Discussion Our results demonstrate the benefits of life skills programs targeting one or more mental health outcomes and co-occurring risk factors in school and community settings. Comprehensive programs focusing on multiple life skills related to the individual, his or her social environment and, in particular, interventions promoting parent-child interactions may hold particular promise in LMICs to address the burden of poor mental health and other health arenas.",2435222091.0," Evidence Based Healthcare , Journal Article",2020
4,The effects of age and trait anxiety on avoidance learning and its generalization,"Avoidance is an important self-protective behavior, but excessive avoidance is maladaptive and a core feature of anxiety disorders. Given that several of these disorders emerge in adolescence, maladaptive avoidance learning might be a risk factor in subsequent psychopathology. The current study investigated the effects of age and trait anxiety on avoidance learning and related processes. Adults and youth completed a differential fear-conditioning task. Thereafter, during avoidance conditioning, participants learned to press a button cancelling an upcoming aversive sound. Next, during extinction, no aversive sound was presented, and the avoidance button was removed. Last, in the generalization test, a series of morphs ranging in similarity from the safety cue to the danger cue were presented, and the avoidance button was reintroduced. Self-reported safety-danger ratings and skin conductance responses were collected. Developmental differences emerged in safety-danger ratings during avoidance conditioning; while adults exhibited a gradual decrease in differential danger ratings, among youth, this response was moderated by trait anxiety levels. Following extinction, participants returned to avoid the danger cue and perceptually similar morphs. Moreover, avoidance response to some generalized stimuli was associated with trait anxiety levels. These findings highlight the importance of examining avoidance learning in relation to anxiety symptoms throughout development.",2445966078.0, Journal Article,2020
5,No robust differences in fear conditioning between patients with fear-related disorders and healthy controls,"Fear conditioning and extinction serve as a dominant model for the development and maintenance of pathological anxiety, particularly for phasic fear to specific stimuli or situations. The validity of this model would be supported by differences in the physiological or subjective fear response between patients with fear-related disorders and healthy controls, whereas the model's validity would be questioned by a lack of such differences. We derived pupillometry, skin conductance response and startle electromyography as well as unconditioned stimulus expectancy in a two-day fear acquisition, immediate extinction and recall task and compared an unmedicated group of patients ( = 73) with phobias or panic disorder and a group of patients with posttraumatic stress disorder (PTSD, n = 21) to a group of carefully screened healthy controls (n = 35). Bayesian statistics showed no convincing evidence for a difference in physiological and subjective responses between the groups during fear acquisition, extinction learning or recall. Only the PTSD subgroup had altered startle reactions during extinction learning. Our data do not provide evidence for general differences in associative fear or extinction learning in fear-related pathologies and thereby question the diagnostic validity of the associative fear learning model of these disorders.",2445966030.0, Journal Article,2020
6,Neurocognitive processes in d-cycloserine augmented single-session exposure therapy for anxiety: A randomized placebo-controlled trial,"Drugs targeting N-methyl-d-aspartate (NMDA) receptors and the ability to learn new associations have been proposed as adjunct treatments to boost the success of exposure therapy for anxiety disorders. However, the effects of the NMDA partial agonist d-cycloserine on psychological treatment have been mixed. We investigated potential neurocognitive mechanisms underlying the clinical effects of d-cycloserine-augmented exposure, to inform the optimal combination of this and similar agents with psychological treatment. Panic disorder patients were randomised to single-dose d-cycloserine (250 mg; N = 17) or matching placebo (N = 16) 2hrs before one session of exposure therapy. Neurocognitive markers were assessed one day after treatment, including reaction-time based threat bias for fearful faces (primary outcome) and amygdala response to threat (secondary outcome). Clinical symptom severity was measured the day before and after treatment, and at 1- and 6-months follow-up (secondary outcome). d-cycloserine was associated with greater clinical recovery at 1-month follow-up than placebo (d-cyloserine 71% vs placebo 25%), with the placebo group matching the clinical gains of the d-cycloserine group during 6-months follow-up (d-cycloserine 71% vs placebo 44%). One day after treatment, threat bias for fearful faces and amygdala threat response was lower in the drug compared to placebo group. Lower amygdala magnitude predicted greater clinical improvement during follow-up across groups. While this experimental study is of a preliminary nature due to the limited sample size, these findings highlight a neurocognitive potential mechanism by which d-cycloserine may exert its augmentative effects on psychological treatment and bring forward a marker that may help understand and facilitate development of combination treatments for anxiety. (d-cycloserine Augmented CBT for Panic Disorder; clinicaltrials.gov; NCT01680107).",2445964389.0," Evidence Based Healthcare , Journal Article",2020
7,Changes in functional connectivity with cognitive behavioral therapy for social anxiety disorder predict outcomes at follow-up,"Approximately half of individuals with Social Anxiety Disorder (SAD) treated with psychological intervention do not achieve clinically significant improvement or retain long-term gains. Neurobiological models of SAD propose that disruptions in functioning of amygdala-prefrontal circuitry is implicated in short-term treatment response. However, whether treatment-related changes in functional connectivity predict long-term well-being after psychotherapy is unknown. Patients with SAD completed an incidental emotion regulation task during fMRI before and after treatment with cognitive behavioral therapy or acceptance and commitment therapy (n = 23, collapsed across groups). Psychophysiological interaction analyses using amygdala seed regions were conducted to assess changes in functional connectivity from pre-to post-treatment that predicted symptom change from 6 to 12-month follow-up. Negative change (i.e., greater inverse/weaker positive) in amygdala connectivity with the dorsomedial prefrontal cortex (dmPFC) and dorsal anterior cingulate cortex (dACC) predicted greater symptom reduction during follow-up. Positive change in amygdala connectivity with the cerebellum, fusiform gyrus, and pre-central and post-central gyri predicted less symptom reduction (e.g., no change or worsening). Results suggest that strengthened amygdala connectivity with regulatory regions may promote better long-term outcomes, whereas changes with visual and sensorimotor regions may represent sensitization to emotion-related cues, conferring poorer outcomes. Clinical implications for treatment personalization are discussed, should effects replicate in larger samples.",2445964342.0, Journal Article,2020
8,Costly avoidance triggered by categorical fear generalization,"Fear generalization refers to the spread of acquired fear to novel stimuli that resemble the original fear-related stimulus. Preliminary evidence suggests that excessive fear generalization is a pathogenic feature of anxiety disorders, however, it remains unclear how fear generalization affects pathological avoidance. The current study thus aimed to examine the link between categorical fear generalization and costly avoidance. By combining a fear acquisition training phase and an avoidance test, the current findings showed that acquired fear spreads to novel stimuli that belonged to the same category of the original fear-related stimuli, but not to those that belonged to the fear-irrelevant categories. Importantly, participants avoided these fear-related novel stimuli despite costs. The current findings indicate that categorical fear generalization triggers costly avoidance. In terms of clinical implication, a decrease in costly avoidance aligned with a decrease in US expectancies. This emphasizes that behavioral approach may initiate extinction learning.",2445964316.0, Journal Article,2020
9,Identifying the presence and timing of discrete mood states prior to therapy,"The present study tested a novel, person-specific method for identifying discrete mood profiles from time-series data, and examined the degree to which these profiles could be predicted by lagged mood and anxiety variables and time-based variables, including trends (linear, quadratic, cubic), cycles (12-hr, 24-hr, and 7-day), day of the week, and time of day. We analyzed ambulatory data from 45 individuals with mood and anxiety disorders prior to therapy. Data were collected four-times-daily for at least 30 days. Latent profile analysis was applied person-by-person to discretize each individual's continuous multivariate time series of rumination, worry, fear, anger, irritability, anhedonia, hopelessness, depressed mood, and avoidance. That is, each time point was classified according to its unique blend of emotional states, and latent classes representing discrete mood profiles were identified for each participant. We found that the modal number of latent classes per person was three (mean = 3.04, median = 3), with a range of two to four classes. After splitting each individual's time series into random halves for training and testing, we used elastic net regularization to identify the temporal and lagged predictors of each mood profile's presence or absence in the training set. Prediction accuracy was evaluated in the testing set. Across 127 models, the average area under the curve was 0.77, with sensitivity of 0.81 and specificity of 0.75. Brier scores indicated an average prediction accuracy of 83%.",2443883918.0, Journal Article,2020
