,Title,Abstract,StoreId,documentType,year
660,"Prevalence and risk factors of major depressive disorder in HIV/AIDS as seen in semi-urban Entebbe district, Uganda","Background: Not much is known about the risk factors of major depressive disorder (MDD) in HIV/AIDS in the African socio-cultural context. Therefore a study was undertaken to examine the prevalence and risk factors of MDD in HIV/AIDS in semi-urban Uganda. Methods: A cross-sectional study was undertaken among 618 respondents attending two HIV clinics in Uganda. Results: Prevalence of MDD was 8.1%. Factors associated with MDD at univariate analysis only were female gender, family history of mental illness, negative coping style, alcohol dependency disorder, food insecurity and stress; not associated with MDD were social support, neurocognitive impairment, CD4 counts and BMI. Factors independently associated with MDD were psychosocial impairment, adverse life events, post traumatic stress disorder, generalised anxiety disorder and life-time attempted suicide. Conclusion: Psychological and social factors were the main risk factors of MDD among ambulatory HIV positive persons with no evidence for the role of the neurotoxic effects of HIV. Treatment approaches for MDD in this patient group should be modeled on those used among non-HIV groups. (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",1001921918," Journal , Peer Reviewed Journal , Journal Article",2011
661,Efficacy of exposure versus cognitive therapy in anxiety disorders: Systematic review and meta-analysis,"Background: There is growing evidence of the effectiveness of Cognitive Behavioural Therapy (CBT) for a wide range of psychological disorders. There is a continued controversy about whether challenging maladaptive thoughts rather than use of behavioural interventions alone is associated with the greatest efficacy. However little is known about the relative efficacy of various components of CBT. This review aims to compare the relative efficacy of Cognitive Therapy (CT) versus Exposure (E) for a range of anxiety disorders using the most clinically relevant outcome measures and estimating the summary relative efficacy by combining the studies in a meta-analysis. Methods: Psych INFO, MEDLINE and EMBASE were searched from the first available year to May 2010. All randomised controlled studies comparing the efficacy of exposure with cognitive therapy were included. Odds ratios (OR) or standardised means' differences (Hedges' g) for the most clinically relevant primary outcomes were calculated. Outcomes of the studies were grouped according to specific disorders and were combined in meta-analyses exploring short-term and long-term outcomes. Results: 20 Randomised Controlled Trials with (n = 1,308) directly comparing the efficacy of CT and E in anxiety disorders were included in the meta-analysis. No statistically significant difference in the relative efficacy of CT and E was revealed in Post Traumatic Stress Disorder (PTSD), in Obsessive Compulsive Disorder (OCD) and in Panic Disorder (PD). There was a statistically significant difference favouring CT versus E in Social Phobia both in the short-term (Z = 3.72, p = 0.0002) and the long-term (Z = 3.28, p = 0.001) outcomes. Conclusions: On the basis of extant literature, there appears to be no evidence of differential efficacy between cognitive therapy and exposure in PD, PTSD and OCD and strong evidence of superior efficacy of cognitive therapy in social phobia (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",1634755040," Journal , Peer Reviewed Journal , Journal Article",2011
662,Seasonality in depressive and anxiety symptoms among primary care patients and in patients with depressive and anxiety disorders; Results from the Netherlands Study of Depression and Anxiety,"Background: Little is known about seasonality of specific depressive symptoms and anxiety symptoms in different patient populations. This study aims to assess seasonal variation of depressive and anxiety symptoms in a primary care population and across participants who were classified in diagnostic groups 1) healthy controls 2) patients with a major depressive disorder, 3) patients with any anxiety disorder and 4) patients with a major depression and any anxiety disorder. Methods: Data were used from the Netherlands Study of Depression and Anxiety (NESDA). First, in 5549 patients from the NESDA primary care recruitment population the Kessler-10 screening questionnaire was used and data were analyzed across season in a multilevel linear model. Second, in 1090 subjects classified into four groups according to psychiatric status according to the Composite International Diagnostic Interview, overall depressive symptoms and atypical versus melancholic features were assessed with the Inventory of Depressive Symptoms. Anxiety and fear were assessed with the Beck Anxiety Inventory and the Fear questionnaire. Symptom levels across season were analyzed in a linear regression model. Results: In the primary care population the severity of depressive and anxiety symptoms did not show a seasonal pattern. In the diagnostic groups healthy controls and patients with any anxiety disorder, but not patients with a major depressive disorder, showed a small rise in depressive symptoms in winter. Atypical and melancholic symptoms were both elevated in winter. No seasonal pattern for anxiety symptoms was found. There was a small gender related seasonal effect for fear symptoms. Conclusions: Seasonal differences in severity or type of depressive and anxiety symptoms, as measured with a general screening instrument and symptom questionnaires, were absent or small in effect size in a primary care population and in patient populations with a major depressive disorder and anxiety disorders. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",1001919318," Journal , Peer Reviewed Journal , Journal Article",2011
663,Healthcare utilization and costs in patients beginning pharmacotherapy for generalized anxiety disorder: A retrospective cohort study,"Background: Patterns of healthcare utilization and costs in patients beginning pharmacotherapy for generalized anxiety disorder (GAD) have not been well characterized. Methods: Using a large US health insurance database, we identified all patients with evidence of GAD (ICD-9-CM diagnosis code 300.02) who initiated pharmacotherapy with medications commonly used to treat GAD (eg, selective serotonin reuptake inhibitors [SSRIs], venlafaxine, benzodiazepines) between 1/1/2003 and 12/31/2007. We examined healthcare utilization and costs over the 12-month periods preceding and following date of initial receipt of such therapy (""pretreatment” and “follow-up”, respectively). Patients with incomplete data were excluded. Results: A total of 10,275 patients met all study inclusion criteria. Forty-eight percent of patients received SSRIs; 34%, benzodiazepines; and 6%, venlafaxine. SSRIs and venlafaxine were about three times more likely to be used on a long-term basis (&gt; 90 days) than benzodiazepines (p &lt; 0.01). In general, levels of healthcare utilization were higher during follow-up than pretreatment. Mean (SD) total healthcare costs increased from $4812 ($10,006) during pretreatment to $7182 ($22,041) during follow-up (p &lt; 0.01); costs of GAD-related pharmacotherapy during followup were $420 ($485). Conclusions: More than one-half of patients initiating pharmacotherapy for GAD receive either SSRIs or venlafaxine. Levels of healthcare utilization and costs are greater in the year following initiation of therapy than in the immediately preceding one. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",1001923041," Journal , Peer Reviewed Journal , Journal Article",2011
664,General and specific components of depression and anxiety in an adolescent population,"Background: Depressive and anxiety symptoms often co-occur resulting in a debate about common and distinct features of depression and anxiety. Methods: An exploratory factor analysis (EFA) and a bifactor modelling approach were used to separate a general distress continuum from more specific sub-domains of depression and anxiety in an adolescent community sample (n = 1159, age 14). The Mood and Feelings Questionnaire and the Revised Children’s Manifest Anxiety Scale were used. Results: A three-factor confirmatory factor analysis is reported which identified a) mood and social-cognitive symptoms of depression, b) worrying symptoms, and c) somatic and information-processing symptoms as distinct yet closely related constructs. Subsequent bifactor modelling supported a general distress factor which accounted for the communality of the depression and anxiety items. Specific factors for hopelessness-suicidal thoughts and restlessness-fatigue indicated distinct psychopathological constructs which account for unique information over and above the general distress factor. The general distress factor and the hopelessness-suicidal factor were more severe in females but the restlessness-fatigue factor worse in males. Measurement precision of the general distress factor was higher and spanned a wider range of the population than any of the three first-order factors. Conclusions: The general distress factor provides the most reliable target for epidemiological analysis but specific factors may help to refine valid phenotype dimensions for aetiological research and assist in prognostic modelling of future psychiatric episodes. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",1001919237," Journal , Peer Reviewed Journal , Journal Article",2011
665,"A randomized, controlled clinical trial: The effect of mindfulness-based cognitive therapy on generalized anxiety disorder among Chinese community patients: Protocol for a randomized trial","Background: Research suggests that an eight-week Mindfulness-Based Cognitive Therapy (MBCT) program may be effective in the treatment of generalized anxiety disorders. Our objective is to compare the clinical effectiveness of the MBCT program with a psycho-education programme and usual care in reducing anxiety symptoms in people suffering from generalized anxiety disorder. Methods: A three armed randomized, controlled clinical trial including 9-month post-treatment follow-up is proposed. Participants screened positive using the Structure Clinical Interview for DSM-IV (SCID) for general anxiety disorder will be recruited from community-based clinics. 228 participants will be randomly allocated to the MBCT program plus usual care, psycho-education program plus usual care or the usual care group. Validated Chinese version of instruments measuring anxiety and worry symptoms, depression, quality of life and health service utilization will be used. Our primary end point is the change of anxiety and worry score (Beck Anxiety Inventory and Penn State Worry Scale) from baseline to the end of intervention. For primary analyses, treatment outcomes will be assessed by ANCOVA, with change in anxiety score as the baseline variable, while the baseline anxiety score and other baseline characteristics that significantly differ between groups will serve as covariates. Conclusions: This is a first randomized controlled trial that compare the effectiveness of MBCT with an active control, findings will advance current knowledge in the management of GAD and the way that group intervention can be delivered and inform future research. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",920224967," Journal , Peer Reviewed Journal , Journal Article",2011
666,The Generalised Anxiety Stigma Scale (GASS): Psychometric properties in a community sample,"Background: Although there is substantial concern about negative attitudes to mental illness, little is known about the stigma associated with Generalised Anxiety Disorder (GAD) or its measurement. The aim of this study was to develop a multi-item measure of Generalised Anxiety Disorder stigma (the GASS). Methods: Stigma items were developed from a thematic analysis of web-based text about the stigma associated with GAD. Six hundred and seventeen members of the public completed a survey comprising the resulting 20 stigma items and measures designed to evaluate construct validity. Follow-up data were collected for a subset of the participants (n = 212). Results: The factor structure comprised two components: Personal Stigma (views about Generalised Anxiety Disorder); and Perceived Stigma (views about the beliefs of most others in the community). There was evidence of good construct validity and reliability for each of the Generalised Anxiety Stigma Scale (GASS) subscales. Conclusions: The GASS is a promising brief measure of the stigma associated with Generalised Anxiety Disorder. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",920225342," Journal , Peer Reviewed Journal , Journal Article",2011
667,Report of depressive symptoms on waiting list and mortality after liver and kidney transplantation: A prospective cohort study,"Background: Little research has explored pre-transplantation psychological factors as predictors of outcome after liver or kidney transplantation. Our objective is to determine whether report of depressive symptoms on waiting list predicts outcome of liver and kidney transplantation. Methods: Patients on waiting list for liver or kidney transplantation were classified for report or non-report of depressive symptoms on waiting list. 339 were transplanted 6 months later on average, and followed prospectively. The main outcome measures were graft failure and mortality 18 months post-transplantation. Results: Among the 339 patients, 51.6% reported depressive symptoms on waiting list, 16.5% had a graft failure and 7.4% died post-transplantation. Report of depressive symptoms on waiting list predicted a 3 to 4-fold decreased risk of graft failure and mortality 18-months post-transplantation, independently from age, gender, current cigarette smoking, anxiety symptoms, main primary diagnosis, UNOS score, number of comorbid diagnoses and history of transplantation. Data were consistent for liver and kidney transplantations. Other baseline predictive factors were: for graft failure, the main primary diagnosis and a shorter length since this diagnosis, and for mortality, older age, male gender and the main primary diagnosis. Conclusion: Further studies are needed to understand the underlying mechanisms of the association between report of depressive symptoms on waiting list and decreased risk of graft failure and mortality after transplantation. (PsycINFO Database Record (c) 2016 APA, all rights reserved) (Source: journal abstract)",920223987," Journal , Peer Reviewed Journal , Journal Article",2011
668,Outcomes for depression and anxiety in primary care and details of treatment: A naturalistic longitudinal study,"Background: There is little evidence as to whether or not guideline concordant care in general practice results in better clinical outcomes for people with anxiety and depression. This study aims to determine possible associations between guideline concordant care and clinical outcomes in general practice patients with depression and anxiety, and identify patient and treatment characteristics associated with clinical improvement. Methods: This study forms part of the Netherlands Study of Depression and Anxiety (NESDA). Results: 721 patients with a current (6-month recency) anxiety or depressive disorder participated. While patients who received guideline concordant care (N = 281) suffered from more severe symptoms than patients who received non-guideline concordant care (N = 440), both groups showed equal improvement in their depressive or anxiety symptoms after 12 months. Patients who (still) had moderate or severe symptoms at follow-up, were more often unemployed, had smaller personal networks and more severe depressive symptoms at baseline than patients with mild symptoms at follow-up. The particular type of treatment followed made no difference to clinical outcomes. Conclusion: The added value of guideline concordant care could not be demonstrated in this study. Symptom severity, employment status, social support and comorbidity of anxiety and depression all play a role in poor clinical outcomes. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1634755449," Journal , Peer Reviewed Journal , Journal Article",2011
669,Sub-threshold depression and antidepressants use in a community sample: Searching anxiety and finding bipolar disorder,"Background: To determine the use of antidepressants (ADs) in people with sub-threshold depression (SD); the lifetime prevalence of mania and hypomania in SD and the link between ADs use, bipolarity and anxiety disorders in SD. Methods: Study design: community survey. Study population: samples randomly drawn, after stratification from the adult population of municipal records. Sample size: 4999 people from seven areas within six Italian regions. Tools: Questionnaire on psychotropic drug consumption, prescription; Structured Clinical Interview NP for DSM-IV modified (ANTAS); Hamilton Depression Rating Scale (HAM-D); Mood Disorder Questionnaire (MDQ); Short Form Health Survey (SF-12). SD definition: HAM-D &gt; 10 without lifetime diagnosis of Depressive Episode (DE). Results: SD point prevalence is 5.0%. The lifetime prevalence of mania and hypomania episodes in SD is 7.3%. Benzodiazepines (BDZ) consumption in SD is 24.1%, followed by ADs (19.7%). In SD, positive for MDQ and comorbidity with Panic Disorder (PD) or Generalized Anxiety Disorders (GAD) are associated with ADs use, whereas the association between a positive MDQ and ADs use, without a diagnosis of PD or GAD, is not significant. Only in people with DE the well-being (SF-12) is higher among those using first-line antidepressants compared to those not using any medication. In people with SD no significant differences were found in terms of SF-12 score according to drug use. Conclusions: This study suggests caution in prescribing ADs to people with SD. In people with concomitant anxiety disorders and SD, it should be mandatory to perform a well-designed assessment and evaluate the presence of previous manic or hypomanic symptoms prior to prescribing ADs. (PsycINFO Database Record (c) 2017 APA, all rights reserved) (Source: journal abstract)",915046103," Journal , Peer Reviewed Journal , Journal Article",2011
