,Title,Abstract,StoreId,documentType,year
100,A randomized controlled evaluation of a secondary school mindfulness program for early adolescents: Do we have the recipe right yet?,"Objective: Mindfulness is being promoted in schools as a prevention program despite a current small evidence base. The aim of this research was to conduct a rigorous evaluation of the .b (""Dot be"") mindfulness curriculum, with or without parental involvement, compared to a control condition. Method: In a randomized controlled design, students (M age 13.44, SD 0.33; 45.4% female) across a broad range of socioeconomic indicators received the nine lesson curriculum delivered by an external facilitator with (N = 191) or without (N = 186) parental involvement, or were allocated to a usual curriculum control group (N = 178). Self-report outcome measures were anxiety, depression, weight/shape concerns, wellbeing and mindfulness. Results: There were no differences in outcomes between any of the three groups at post-intervention, six or twelve month follow-up. Between-group effect sizes (Cohen's d) across the variables ranged from 0.002 to 0.37. A wide range of moderators were examined but none impacted outcome. Conclusions: Further research is required to identify the optimal age, content and length of mindfulness programs for adolescents in universal prevention settings.",1975990938.0, Journal Article,2017
101,Improving the efficiency of psychological treatment using outcome feedback technology,"Aims: This study evaluated the impact of applying computerized outcome feedback (OF) technology in a stepped care psychological service offering low and high intensity therapies for depression and anxiety. Methods: A group of therapists were trained to use OF based on routine outcome monitoring using depression (PHQ-9) and anxiety (GAD-7) measures. Therapists regularly reviewed expected treatment response graphs with patients and discussed cases that were ""not on track"" in clinical supervision. Clinical outcomes data were collected for all patients treated by this group (N = 594), six months before (controls = 349) and six months after the OF training (OF cases = 245). Symptom reductions in PHQ-9 and GAD-7 were compared between controls and OF cases using longitudinal multilevel modelling. Treatment duration and costs were compared using MANOVA. Qualitative interviews with therapists (N = 15) and patients (N = 6) were interpreted using thematic analysis. Results: OF technology was generally acceptable and feasible to integrate in routine practice. No significant between-group differences were found in post-treatment PHQ-9 or GAD-7 measures. However, OF cases had significantly lower average duration and cost of treatment compared to controls. Conclusions: After adopting OF into their practice, this group of therapists attained similar clinical outcomes but within a shorter space of time and at a reduced average cost per treatment episode. We conclude that OF can improve the efficiency of stepped care.",1975989033.0, Journal Article,2017
102,A randomized clinical trial examining the effects of an anxiety sensitivity intervention on insomnia symptoms: Replication and extension,"Insomnia disorder is impairing and prevalent, particularly among individuals with comorbid anxiety disorders. Despite the availability of effective computerized treatments for insomnia, there are few that target both insomnia as well as co-occurring anxiety symptoms. The current study tests the efficacy of a computerized treatment for anxiety sensitivity cognitive concerns, a transdiagnostic risk factor for anxiety, mood, and insomnia symptoms, against a repeated contact control, on reducing insomnia symptoms. Hypotheses were tested in a mixed clinical sample of community individuals presenting for a treatment study (n = 151) who were followed up 1-, 3- and 6-months after treatment. Results indicated that the anxiety sensitivity intervention resulted in reductions in insomnia symptoms and clinically significant insomnia scores at 3- and 6-month follow-ups. These reductions remained significant when covarying for concurrent reductions in depression and anxiety. Models accounted for 15-54% of the variance in follow-up insomnia symptoms. Current findings add to a growing body of literature suggesting anxiety sensitivity may play a causal role in insomnia symptoms. Results also suggest that targeting anxiety sensitivity may be an effective way to reduce insomnia symptoms in a brief and portable intervention that also reduces symptoms commonly comorbid with insomnia disorder.",1975987586.0," Evidence Based Healthcare , Journal Article",2017
103,Social anxiety in pre-adolescent children: What do we know about maintenance?,"The cognitive theory of social anxiety disorder (SAD) is one of the most widely accepted accounts of the maintenance of the disorder in adults, yet it remains unknown if, or to what extent, the same cognitive and behavioral maintenance mechanisms that occur in adult SAD also apply to SAD among pre-adolescent children. In contrast to the adult literature, current models of SAD in children mostly account for etiology and maintenance processes are given limited attention. Consequently, their clinical utility for the treatment of SAD in children may be limited. This narrative review, first, critically examines the different theoretical conceptualizations of the maintenance of social anxiety in the child and adult literature and illustrates how these have resulted in different treatment approaches and clinical understanding. Second, it reviews the available evidence relating to hypotheses about the maintenance of SAD in children as derived from adult cognitive and etiological models. Third, it highlights the need to attend directly to child specific maintenance mechanisms in SAD, to draw on cognitive theory, and to account for the influence of childhood-specific contextual (e.g. family and school-based interactions) and developmental factors on children's social experiences.",1975985469.0, Journal Article,2017
104,A cognitive-behavioral and mindfulness-based group sleep intervention improves behavior problems in at-risk adolescents by improving perceived sleep quality,"Objective: The aim of this study was to test whether a cognitive-behavioral and mindfulness-based group sleep intervention would improve behavior problems in at-risk adolescents, and whether these improvements were specifically related to improvements in sleep. Method: Secondary analysis of a randomized controlled trial conducted with 123 adolescent participants (female = 60%; mean age = 14.48, range 12.04-16.31 years) who had high levels of sleep problems and anxiety symptoms. Participants were randomized into either a sleep improvement intervention (n = 63) or an active control ""study skills"" intervention (n = 60). Participants completed sleep and behavior problems questionnaires, wore an actiwatch and completed a sleep diary for five school nights, both before and after the intervention. Results: Parallel multiple mediation models showed that postintervention improvements in social problems, attention problems, and aggressive behaviors were specifically mediated by moderate improvements in self-reported sleep quality on school nights, but were not mediated by moderate improvements in actigraphy-assessed sleep onset latency or sleep diary-measured sleep efficiency on school nights. Conclusion: This study provides evidence, using a methodologically rigorous design, that a cognitive-behavioral and mindfulness-based group sleep intervention improved behavior problems in at-risk adolescent by improving perceived sleep quality on school nights. These findings suggest that sleep interventions could be directed towards adolescents with behavior problems. Clinical Trial Registration: This study was part of The SENSE Study (Sleep and Education: learning New Skills Early). URL: ACTRN12612001177842; http://www.anzctr.org.au/TrialSearch.aspx searchTxt=ACTRN12612001177842&amp;isBasic=True.",1975985231.0, Journal Article,2017
105,An introduction to using Bayesian linear regression with clinical data,"Statistical training psychology focuses on frequentist methods. Bayesian methods are an alternative to standard frequentist methods. This article provides researchers with an introduction to fundamental ideas in Bayesian modeling. We use data from an electroencephalogram (EEG) and anxiety study to illustrate Bayesian models. Specifically, the models examine the relationship between error-related negativity (ERN), a particular event-related potential, and trait anxiety. Methodological topics covered include: how to set up a regression model in a Bayesian framework, specifying priors, examining convergence of the model, visualizing and interpreting posterior distributions, interval estimates, expected and predicted values, and model comparison tools. We also discuss situations where Bayesian methods can outperform frequentist methods as well has how to specify more complicated regression models. Finally, we conclude with recommendations about reporting guidelines for those using Bayesian methods in their own research. We provide data and R code for replicating our analyses.",1966397711.0, Journal Article,2017
106,"Brief, intensive and concentrated cognitive behavioral treatments for anxiety disorders in children: A systematic review and meta-analysis","Anxiety disorders are among the most common disorders affecting youths in the general population, with up to 10% of children and 20% of adolescents meeting criteria for an anxiety disorder at any one point in time. Cognitive-behavior therapies (CBT), varying between 9 and 18 weeks of treatment, are considered evidence-based for the treatment of anxiety disorders in youth. During the last two decades treatments that are brief, intensive, or concentrated (BIC) have been developed and this meta-analysis includes 23 RCTs of these new approaches across the anxiety disorders. BIC yielded a lower attrition (2.3%) than standard CBT (6.5%). The effect sizes (ES) for comparison of BIC with waiting-list (1.47) and placebo (0.91) were significant, whereas that with standard CBT (0.01) was not. Regarding remission at post/recovery at follow-up BIC (54%/64%) and standard CBT (57%/63%) were comparable and both were significantly higher than placebo (26%/35%), which was higher than WLC (7%/9%). Within-group ES at post and follow-up were 1.50 and 1.53 for BIC, and 0.98 and 1.05 for standard CBT, indicating maintenance of the effects up to 12 months after therapy. Advantages and disadvantages of BIC are discussed and we suggest that BIC-interventions represent a paradigm shiftin the delivery of services for youth with anxiety disorders.",1961790999.0, Journal Article,2017
107,"Trajectories of social anxiety, cognitive reappraisal, and mindfulness during an RCT of CBGT versus MBSR for social anxiety disorder","Cognitive-Behavioral Group Therapy (CBGT) and Mindfulness-Based Stress Reduction (MBSR) are efficacious in treating social anxiety disorder (SAD). It is not yet clear, however, whether they share similar trajectories of change and underlying mechanisms in the context of SAD. This randomized controlled study of 108 unmedicated adults with generalized SAD investigated the impact of CBGT vs. MBSR on trajectories of social anxiety, cognitive reappraisal, and mindfulness during 12 weeks of treatment. CBGT and MBSR produced similar trajectories showing decreases in social anxiety and increases in reappraisal (changing the way of thinking) and mindfulness (mindful attitude). Compared to MBSR, CBGT produced greater increases in disputing anxious thoughts/feelings and reappraisal success. Compared to CBGT, MBSR produced greater acceptance of anxiety and acceptance success. Granger Causality analyses revealed that increases in weekly reappraisal and reappraisal success predicted subsequent decreases in weekly social anxiety during CBGT (but not MBSR), and that increases in weekly mindful attitude and disputing anxious thoughts/feelings predicted subsequent decreases in weekly social anxiety during MBSR (but not CBGT). This examination of temporal dynamics identified shared and distinct changes during CBGT and MBSR that both support and challenge current conceptualizations of these clinical interventions.",1961790872.0, Journal Article,2017
108,Parent-child interactions in children with asthma and anxiety,"Anxiety disorders are highly prevalent in children with asthma yet very little is known about the parenting factors that may underlie this relationship. The aim of the current study was to examine observed parenting behaviours--involvement and negativity--associated with asthma and anxiety in children using the tangram task and the Five Minute Speech Sample (FMSS). Eighty-nine parent-child dyads were included across four groups of children (-13 years old): asthma and anxiety, anxiety only, asthma only and healthy controls. Overall, results from both tasks showed that parenting behaviours of children with and without asthma did not differ significantly. Results from a subcomponent of the FMSS indicated that parents of children with asthma were more overprotective, or self-sacrificing, or non-objective than parents of children without asthma, and this difference was greater in the non-anxious groups. The results suggest that some parenting strategies developed for parents of children with anxiety may be useful for parents of children with asthma and anxiety (e.g. strategies targeting involvement), however, others may not be necessary (e.g. those targeting negativity).",1961790369.0, Journal Article,2017
109,Insomnia identity,"Insomnia identity refers to the conviction that one has insomnia, and this sleep complaint can be measured independently of sleep. Conventional wisdom predicts that sleep complaints are synchronous with poor sleep, but crossing the presence or absence of poor sleep with the presence or absence of insomnia identity reveals incongruity with expected patterns. This review of existing research on insomnia identity processes and influence finds that about one-fourth of the population are uncoupled sleepers, meaning there is an uncoupling of sleep and sleep appraisal, and daytime impairment accrues more strongly to those who endorse an insomnia identity. Research supports the conclusion that there is a cost to pathologizing sleep. Individuals claiming an insomnia identity, regardless of sleep status, are at greater risk for a range of sequelae including self-stigma, depression, suicidal ideation, anxiety, hypertension, and fatigue. A broad research agenda is proposed with hypotheses about the sources, clinical mechanisms, and clinical management of insomnia identity.",1961789918.0, Journal Article,2017
