Title,Abstract,StoreId,documentType,year
Predictors of depressive symptom trajectories in a prospective follow-up of late adolescents,"Background Group-based trajectory modeling holds promise for the study of prognostic indicators in the mood disorders because the courses that the individuals with these disorders follow are so highly variable. However, trajectory analyses of major depressive disorder have so far not included some of the more robust predictors of mood disorder outcome, nor have they described interactions between these predictors. Methods A group of 186 individuals aged 15–20 years with past or current depressive symptoms, who had recently begun taking a serotonin reuptake inhibitors antidepressant, underwent extensive baseline evaluations and were then followed for up to 2 years. Trajectory analyses used weekly ratings of depressive symptoms and the resulting groups were compared by the risk factors of sex, psychiatric comorbidity, negative emotionality, and childhood adversity. Results A three-group solution provided the best statistical fit to the 2-year symptom trajectory. Negative emotionality and childhood adversity, though correlated, independently predicted membership in higher-morbidity groups. Female sex and comorbidity with generalized anxiety disorder (GAD) were also significantly more likely in the trajectory groups with higher symptom levels. However, the presence of GAD, rather than female sex, was the most important determinant of group membership. Negative emotionality was predictive of group membership only among women. Conclusions Trajectory analyses indicated that week-to-week variations in depressive symptoms across individuals could best be condensed into low, remitting and persistent symptom patterns. Female sex, anxiety symptoms, negative emotionality and childhood adversity were each independently associated with trajectories of higher morbidity but negative emotionality may be prognostically important only among women.",2450742124, Journal Article,2020
The role of childhood generalized anxiety in the internalizing cluster,"Background Anxiety, depression and somatization (the internalizing cluster) are highly comorbid, prevalent and associated with significant individual and societal costs. Although prior studies have examined their natural course, there has been a little investigation into how symptoms unfold at the individual level. We examined the intraindividual (within-person) temporal patterning of symptom development and the impact of risk factors (sex, ethnicity, socioeconomic indicators, bullying victimization, child maltreatment) on symptom means and trajectories (between-person), comparing youth and parent reports. Method Over a 7-year interval from age 11 to 17, children ( n = 669; 54% girls; 79% White) and parents (89% mothers) reported on symptoms of anxiety and depression from age 11 and somatization from age 13. Autoregressive latent trajectory models with structured residuals were used to uncouple within- and between-person sources of variance. Results According to self-reports, generalized anxiety consistently predicted depression, while anxiety and depression consistently predicted somatization. Anxiety also had an indirect effect on somatization via depression. According to parent reports, there were several bidirectional effects between anxiety and depression and between depression and somatization. Experiences of abuse were consistent risk factors for self-reported internalizing symptoms, and across informants, girls had higher symptom means and rising trajectories compared to boys. Conclusion Generalized anxiety plays an important role in adolescent depressive and somatic symptoms. Primary prevention of anxiety may be warranted to curb symptom continuity and the development of comorbidity. Research is needed to determine whether self-reports of anxiety should be prioritized over parent reports and continued efforts are needed to reduce bullying and child maltreatment.",2450740592, Journal Article,2020
Profiles of psychosocial and clinical functioning in adolescence and risk for later depression and other outcomes,"Background Most studies examining predictors of the onset of depression focus on variable centered regression methods that focus on the effects of multiple predictors. In contrast, person-centered approaches develop profiles of factors and these profiles can be examined as predictors of onset. Here, we developed profiles of adolescent psychosocial and clinical functioning among adolescents without a history of major depression. Methods Data come from a subsample of participants from the Oregon Adolescent Depression Project who completed self-report measures of functioning in adolescence and completed diagnostic and self-report measures at follow-up assessments up to approximately 15 years after baseline. Results We identified four profiles of psychosocial and clinical functioning: Thriving; Average Functioning; Externalizing Vulnerability and Family Stress and Internalizing Vulnerability at the baseline assessment of participants without a history of depression at the initial assessment in mid-adolescence. Classes differed in the likelihood of onset and course of depressive disorders, experience of later anxiety and substance use disorders, and psychosocial functioning in adulthood. Moreover, the predictive utility of these classes was maintained when controlling for multiple other established risk factors for depressive disorders. Conclusions This work highlights the utility of examining multiple factors simultaneously to understand risk for depression.",2447195979, Journal Article,2020
Effect of behavior therapy for Tourette's disorder on psychiatric symptoms and functioning in adults,"Background Although behavior therapy reduces tic severity, it is unknown whether it improves co-occurring psychiatric symptoms and functional outcomes for adults with Tourette's disorder (TD). This information is essential for effective treatment planning. This study examined the effects of behavior therapy on psychiatric symptoms and functional outcomes in older adolescents and adults with TD. Method A total of 122 individuals with TD or a chronic tic disorder participated in a clinical trial comparing behavior therapy to psychoeducation and supportive therapy. At baseline, posttreatment, and follow-up visits, participants completed assessments of tic severity, co-occurring symptoms (inattention, impulsiveness, hyperactivity, anger, anxiety, depression, obsessions, and compulsions), and psychosocial functioning. We compared changes in tic severity, psychiatric symptoms, and functional outcomes using repeated measure and one-way analysis of variance. Results At posttreatment, participants receiving behavior therapy reported greater reductions in obsessions compared to participants in supportive therapy ( \(\eta _p^2 \) = 0.04, p = 0.04). Across treatments, a positive treatment response on the Clinical Global Impression of Improvement scale was associated with a reduced disruption in family life ( \(\eta _p^2 \) = 0.05, p = 0.02) and improved functioning in a parental role ( \(\eta _p^2 \) = 0.37, p = 0.02). Participants who responded positively to eight sessions of behavior therapy had an improvement in tic severity ( \(\eta _p^2 \) = 0.75, p &lt; 0.001), inattention ( \(\eta _p^2 \) = 0.48, p &lt; 0.02), and functioning ( \(\eta _p^2 \) = 0.39–0.42, p &lt; 0.03–0.04) at the 6-month follow-up. Conclusion Behavior therapy has a therapeutic benefit for co-occurring obsessive symptoms in the short-term, and reduces tic severity and disability in adults with TD over time. Additional treatments may be necessary to address co-occurring symptoms and improve functional outcomes.",2447195473, Journal Article,2020
Social context and the real-world consequences of social anxiety,"Background Social anxiety lies on a continuum, and young adults with elevated symptoms are at risk for developing a range of psychiatric disorders. Yet relatively little is known about the factors that govern the hour-by-hour experience and expression of social anxiety in the real world. Methods Here we used smartphone-based ecological momentary assessment (EMA) to intensively sample emotional experience across different social contexts in the daily lives of 228 young adults selectively recruited to represent a broad spectrum of social anxiety symptoms. Results Leveraging data from over 11 000 real-world assessments, our results highlight the central role of close friends, family members, and romantic partners. The presence of such close companions was associated with enhanced mood, yet socially anxious individuals had fewer confidants and spent less time with the close companions that they do have. Although higher levels of social anxiety were associated with a general worsening of mood, socially anxious individuals appear to derive larger benefits – lower levels of negative affect, anxiety, and depression – from their close companions. In contrast, variation in social anxiety was unrelated to the amount of time spent with strangers, co-workers, and acquaintances; and we uncovered no evidence of emotional hypersensitivity to these less-familiar individuals. Conclusions These findings provide a framework for understanding the deleterious consequences of social anxiety in emerging adulthood and set the stage for developing improved intervention strategies.",2447195242, Journal Article,2020
Comorbidity of substance misuse with anxiety-related and depressive disorders: a genetically informative population study of 3 million individuals in Sweden,"Background Causes of the comorbidity of substance misuse with anxiety-related and depressive disorders (anxiety/depression) remain poorly known. We estimated associations of substance misuse and anxiety/depression in the general population and tested them while accounting for genetic and shared environmental factors. Methods We studied individuals born in Sweden 1968–1997 ( n = 2 996 398) with follow-up in nationwide register data for 1997–2013. To account for familial effects, stratified analyses were conducted within siblings and twin pairs. Substance misuse was defined as ICD-10 alcohol or drug use disorder or an alcohol/drug-related criminal conviction. Three dimensions of ICD-10 anxiety and depressive disorders and a substance misuse dimension were identified through exploratory factor analysis. Results Substance misuse was associated with a 4.5-fold (95% CI 4.50–4.58) elevated risk of lifetime generalized anxiety/depression, 4.7-fold (95% CI 4.63–4.82) elevated risk of panic disorder and agora/social phobia, and 2.9-fold elevated risk of phobias/OCD (95% CI 2.82–3.02) as compared to those without substance misuse. The associations were attenuated in within-family analyses but we found elevated risks in monozygotic twin pairs discordant for substance misuse as well as significant non-shared environmental correlations. The association between anxiety/depression and substance misuse was mainly driven by generalized anxiety/depression, whereas other anxiety/depression dimensions had minor or no independent associations with substance misuse. Conclusions Substance misuse and anxiety/depression are associated at the population level, and these associations are partially explained by familial liabilities. Our findings indicate a common genetic etiology but are also compatible with a potential partially causal relationship between substance misuse and anxiety/depression.",2430597046, Journal Article,2020
Long-term disability in major depressive disorder: a 6-year follow-up study,"Background Major depressive disorder (MDD) represents a leading cause of disability. This study examines the course of disability in patients with chronic, recurrent and remitting MDD compared to healthy controls and identifies predictors of disability in remitting MDD. Methods We included 914 participants from the Netherlands Study of Depression and Anxiety (NESDA). DSM-IV MDD and WHO DAS II disability were assessed at baseline and at 2, 4 and 6 years. Six-year total and domain-specific disability were analysed and compared in participants with chronic ( n = 57), recurrent ( n = 120), remitting ( n = 127) MDD and in healthy controls ( n = 430). Predictors of residual disability were identified using linear regression analysis. Results At baseline, most disability was found in chronic MDD, followed by recurrent MDD, remitting MDD and healthy controls. Across diagnostic groups, most disability was found in household activities, interpersonal functioning, participation in society and cognition. A chronic course was associated with chronic disability. Symptom remission was associated with a decrease in disability, but some disability remained. In remitting MDD, higher residual disability was predicted by older age, more severe avoidance symptoms, higher disability at baseline and late symptom remission. Severity of residual disability correlated with the severity of residual depressive symptoms. Conclusions Symptomatic remission is a prerequisite for improvements in disability. However, disability persists despite symptom remission. Therefore, treatment of MDD should include an explicit focus on disability, especially on the more complex domains. To this end, treatments should promote behavioural activation and address subthreshold depressive symptoms in patients with remitted MDD.",2430596467, Journal Article,2020
Internalizing and externalizing psychopathology in middle age: genetic and environmental architecture and stability of symptoms over 15 to 20 years,"Background Internalizing and externalizing psychopathology factors explain much of the covariance among psychiatric conditions, especially at the level of genetic risk. However, few studies have examined internalizing and externalizing factors in middle-aged samples, especially their ability to predict later symptoms across midlife. The goals of the current study were (i) to quantify the genetic and environmental influences on internalizing and externalizing psychopathology in individuals in their early 40s, and (ii) examine the extent to which these genetic and environmental influences predict self-reported measures of internalizing and externalizing symptoms 15–20 years later. Method 1484 male twins completed diagnostic interviews of psychopathology at mean age 41 and self-reported measures of anxiety, depression, substance use, and related variables at up to two time-points in late middle age (mean ages 56 and 62). Results Structural equation modeling of the diagnostic interviews confirmed that internalizing and externalizing factors accounted for most of the genetic variance in individual disorders, with substantial genetic ( r a = 0.70) and environmental ( r e = 0.77) correlations between the factors. Internalizing psychopathology at age 41 was correlated with latent factors capturing anxiety, depression, and/or post-traumatic stress symptoms at ages 56 ( r = 0.51) and 62 ( r = 0.43). Externalizing psychopathology at age 41 was correlated r = 0.67 with a latent factor capturing aggression, tobacco use, and alcohol use at age 56. Stability of both factors was driven by genetic influences. Conclusions These findings demonstrate the considerable stability of internalizing and externalizing psychopathology symptoms across middle age, especially their genetic influences. Diagnostic interviews effectively predict self-reported symptoms and behaviors 15–20 years later.",2427208515, Journal Article,2020
Attenuated vagally-mediated heart rate variability at rest and in response to postural maneuvers in patients with generalized anxiety disorder,"Background Altered heart rate variability (HRV), an index of autonomic nervous system function, has been reported in generalized anxiety disorder (GAD), but the results have been mixed. Thus, the present study, using a large sample size and better methodology, aims to examine whether GAD is associated with impaired HRV, both at rest and in response to posture challenges. Methods In total, 1832 participants were recruited in this study, consisting of 682 patients with GAD (including 326 drug- and comorbidity-free GAD patients) and 1150 healthy controls. Short-term HRV was measured during the supine-standing-supine test (5-min per position). Propensity score matching (PSM), a relatively novel method, was used to control for potential confounders. Results After PSM algorithm, drug- and comorbidity-free GAD patients had reductions in resting (baseline) high-frequency power (HF), an index for parasympathetic modulation, and increases in the low-frequency/HF ratio (LF/HF), an index for sympathovagal balance as compared to matched controls. Furthermore, the responses of HF and LF/HF to posture changes were all attenuated when compared with matched controls. Effect sizes, given by Cohen's d , for resting HF and HF reactivity were 0.42 and 0.36–0.42, respectively. Conclusions GAD is associated with altered sympathovagal balance, characterized by attenuation in both resting vagal modulation and vagal reactivity, with an almost medium effect size (Cohen's d ≈ 0.4), regardless of medication use or comorbidity status.",2427208194, Journal Article,2020
The protective effect of neighbourhood social cohesion on adolescent mental health following stressful life events,"Background Exposure to stressful life events is an established risk factor for the development of adolescent mental disorder. Growing evidence also suggests that neighbourhood social environments, including strong social cohesion, could have a protective effect on mental health. However, little is known about how neighbourhood social cohesion may buffer against the effects of stressful life events on adolescent mental health. Our aim was to assess whether neighbourhood social cohesion modifies the association between stressful life events and adolescent mental health outcomes. Methods Data were drawn from a nationally-representative prospective sample of Canadian adolescents, including 5183 adolescents aged 12/13 years at T1 and 14/15 years at T2. Caregivers reported neighbourhood social cohesion at T1, and exposure to stressful life events between T1 and T2. Symptoms of mental health and behaviour problems were self-reported by adolescents at T1 and T2. Multivariable logistic regression was used to determine whether the relationship between stressful life events and outcomes was modified by neighbourhood social cohesion. Results Associations between stressful life events and adolescent outcomes were statistically significantly lower in neighbourhoods with greater social cohesion for: depression/anxiety (high cohesion OR = 0.98 v. low cohesion OR = 3.11), suicidal ideation (OR high = 1.30 v. OR low = 5.25), aggression/conduct disorder (OR high = 1.09 v. OR low = 4.27), and property offence (OR high = 1.21 v. OR low = 4.21). Conclusions Greater neighbourhood social cohesion appeared to buffer the effects of stressful life events on several domains of adolescent mental health. This potentially presents a target for public health intervention to improve adolescent mental health and behavioural outcomes.",2416826629, Journal Article,2020
Risk and protective factors for anxiety and obsessive-compulsive disorders: an umbrella review of systematic reviews and meta-analyses,"Background A multitude of risk/protective factors for anxiety and obsessive-compulsive disorders have been proposed. We conducted an umbrella review to summarize the evidence of the associations between risk/protective factors and each of the following disorders: specific phobia, social anxiety disorder, generalized anxiety disorder, panic disorder, and obsessive-compulsive disorder, and to assess the strength of this evidence whilst controlling for several biases. Methods Publication databases were searched for systematic reviews and meta-analyses examining associations between potential risk/protective factors and each of the disorders investigated. The evidence of the association between each factor and disorder was graded into convincing, highly suggestive, suggestive, weak, or non-significant according to a standardized classification based on: number of cases (&gt;1000), random-effects p -values, 95% prediction intervals, confidence interval of the largest study, heterogeneity between studies, study effects, and excess of significance. Results Nineteen systematic reviews and meta-analyses were included, corresponding to 216 individual studies covering 427 potential risk/protective factors. Only one factor association (early physical trauma as a risk factor for social anxiety disorder, OR 2.59, 95% CI 2.17–3.1) met all the criteria for convincing evidence. When excluding the requirement for more than 1000 cases, five factor associations met the other criteria for convincing evidence and 22 met the remaining criteria for highly suggestive evidence. Conclusions Although the amount and quality of the evidence for most risk/protective factors for anxiety and obsessive-compulsive disorders is limited, a number of factors significantly increase the risk for these disorders, may have potential prognostic ability and inform prevention.",2416826596," Evidence Based Healthcare , Journal Article",2020
