,Title,Abstract,StoreId,documentType,year
484,"A randomized controlled trial of mental health interventions for survivors of systematic violence in Kurdistan, Northern Iraq","Background: Experiencing systematic violence and trauma increases the risk of poor mental health outcomes; few interventions for these types of exposures have been evaluated in low resource contexts. The objective of this randomized controlled trial was to assess the effectiveness of two psychotherapeutic interventions, Behavioral Activation Treatment for Depression (BATD) and Cognitive Processing Therapy (CPT), in reducing depression symptoms using a locally adapted and validated version of the Hopkins Symptom Checklist and dysfunction measured with a locally developed scale. Secondary outcomes included posttraumatic stress, anxiety, and traumatic grief symptoms.Methods: Twenty community mental health workers, working in rural health clinics, were randomly assigned to training in one of the two interventions. The community mental health workers conducted baseline assessments, enrolled survivors of systematic violence based on severity of depression symptoms, and randomly assigned them to treatment or waitlist-control. Blinded community mental health workers conducted post-intervention assessments on average five months later.Results: Adult survivors of systematic violence were screened (N = 732) with 281 enrolled in the trial; 215 randomized to an intervention (114 to BATD; 101 to CPT) and 66 to waitlist-control (33 to BATD; 33 to CPT). Nearly 70% (n = 149) of the intervention participants completed treatment and post-intervention assessments; 53 (80%) waitlist-controls completed post-intervention assessments. Estimated effect sizes for depression and dysfunction were 0.60 and 0.55 respectively, comparing BATD participants to all controls and 0.84 and 0.79 respectively, compared to BATD controls only. Estimated effect sizes for depression and dysfunction were 0.70 and 0.90 respectively comparing CPT participants to all controls and 0.44 and 0.63 respectively compared to CPT controls only. Using a permutation-based hypothesis test that is robust to the model assumptions implicit in regression models, BATD had significant effects on depression (p = .003) and dysfunction (p = .007), while CPT had a significant effect on dysfunction only (p = .004).Conclusions: Both interventions showed moderate to strong effects on most outcomes. This study demonstrates effectiveness of these interventions in low resource environments by mental health workers with limited prior experience.Trial Registration: ClinicalTrials.Gov NCT00925262 . Registered June 3, 2009. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1650982901," Journal , Peer Reviewed Journal , Journal Article",2014
485,Staff and service users’ views on a ‘Consent for Contact’ research register within psychosis services: A qualitative study,"Background: Recruitment to mental health research can be challenging. ‘Consent for Contact’ (C4C) is a novel framework which may expedite recruitment and contribute to equitable access to research. This paper discusses stakeholder perspectives on using a C4C model in services for people with psychosis. Method: This is a cross sectional study investigating the views of service users and staff using qualitative methods. Eight focus groups were recruited: five with service users (n = 26) and three with clinicians (n = 17). Purposive sampling was applied in order to reflect the local population in terms of ethnicity, experience of psychiatric services and attitudes towards research. Results: Staff and service users alike associated the principle of ‘consent for contact’ with greater service user autonomy and favourable conditions for research recruitment. Fears around coercion and inappropriate uses of clinical records were common and most marked in service users identifying as having a negative view to research participation. Staff working in inpatient services reported that consenting for future contact might contribute to paranoid ideation. All groups agreed that implementation should highlight safeguards and the opt-in nature of the register. Conclusions: Staff and service users responded positively to C4C. Clinicians explaining C4C to service users should allay anxieties around coercion, degree of commitment, and use of records. For some service users, researcher access to records is likely to be the most challenging aspect of the consultation. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1650985265," Journal , Peer Reviewed Journal , Journal Article",2014
486,Early risk factors for adult bipolar disorder in adolescents with mood disorders: A 15-year follow-up of a community sample,"Background: We aimed to outline the early risk factors for adult bipolar disorder (BPD) in adolescents with mood disorders.Methods: Adolescents (16–17 years old) with mood disorders (n = 287; 90 participants with hypomania spectrum episodes and 197 with major depressive disorder [MDD]) were identified from a community sample. Fifteen years later (at 30–33 years of age), mood episodes were assessed (n = 194). The risk of developing BPD (n = 22), compared with MDD (n = 104) or no mood episodes in adulthood (n = 68), was estimated via logistic regression. Adolescent mood symptoms, non-mood disorders, and family characteristics were assessed as potential risk factors.Results: Among the adolescents with mood disorders, a family history of BPD was the strongest predictor of developing BPD compared with having no mood episodes in adulthood (OR = 5.94; 95% CI = 1.11-31.73), whereas disruptive disorders significantly increased the risk of developing BPD compared with developing MDD (OR = 2.94; CI = 1.06-8.12). The risk that adolescents with MDD would develop adult BPD, versus having no mood episodes in adulthood, was elevated among those with an early disruptive disorder (OR = 3.62; CI = 1.09-12.07) or multiple somatic symptoms (OR = 6.60; CI = 1.70-25.67). Only disruptive disorders significantly predicted adult BPD among adolescents with MDD versus continued MDD in adulthood (OR = 3.59; CI = 1.17-10.97). Only a few adolescents with hypomania spectrum episodes continued to have BPD as adults, and anxiety disorders appeared to increase this risk.Conclusions: Although most of the identified potential risk factors are likely general predictors of continued mood disorders, disruptive disorders emerged as specific predictors of developing adult BPD among adolescents with MDD. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1650983695," Journal , Peer Reviewed Journal , Journal Article",2014
487,Comparison of psychiatric disability on the Health of Nation Outcome Scales (HoNOS) in resettled traumatized refugee outpatients and Danish inpatients,"Background: Currently, the mental health issues of traumatized refugees are mainly documented in terms of posttraumatic stress disorder, depression, and anxiety. Importantly, there are no reports of the level of psychiatric disability in treatment seeking traumatized refugees resettled in the West. Insufficient acknowledgment of the collective load of bio-psycho-social problems in this patient group hinders effective psychiatric and social service utilization outside the specialized clinics for traumatized refugees.Methods: The level of psychiatric disability in traumatized refugees from Danish specialized clinics (N = 448) is documented using routine monitoring data from pre- and post-treatment on the Health of Nation Outcome Scales (HoNOS). Furthermore, the HoNOS ratings are compared with routine monitoring data from Danish inpatients with different diagnoses (N = 10.911).Results: The routinely collected data indicated that despite their outpatient status, traumatized refugees had higher levels of psychiatric disability at pre-treatment compared to most inpatients. Moreover, the traumatized refugees had a HoNOS profile characterized by an overall high problem level in various psychiatric and social domains. The rate of pre- to post-treatment improvement on the HoNOS was smaller for the traumatized refugees than it was for the psychiatric inpatients.Conclusions: The level, and the versatile profile, of psychiatric disability on the HoNOS point to complex bio-psycho-social problems in resettled treatment seeking traumatized refugees. Thus, a broader assessment of symptoms and better cooperation between psychiatric, health care, and social systems is necessary in order to meet the treatment needs of this group. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1647030557," Journal , Peer Reviewed Journal , Journal Article",2014
488,A validation study of the Hospital Anxiety and Depression Scale (HADS) in a large sample of French employees,"Background: The Hospital Anxiety and Depression Scale (HADS) is a questionnaire widely used for detecting anxiety and depressive disorders. It is used extensively in France, but has never been the subject of a full study in a population at work. The objectives of this study were to present some psychometric properties of the HADS on a large sample of French employees. Method: The HADS questionnaire was given to salaried employees at 19 major French companies as part of their biennial occupational medical examination. In 2011, 20992 employees filled in the questionnaire. HADS’s structure was studied first by exploratory, then confirmatory factorial analyses. Results: The model selected was the original two-factor structure. The two subscales showed good internal consistency. Women scored higher than the men for anxiety and depression; the scores increased with age; engineers and managers had lower average scores than other occupational status (blue- or white-collar workers and technicians). Conclusion: The results of the analyses are consistent with those in literature relating to other populations studied in other countries. The HADS questionnaire is pertinent for detecting symptoms of anxiety and depression in a population of people at work. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1647030599," Journal , Peer Reviewed Journal , Journal Article",2014
489,A familial risk enriched cohort as a platform for testing early interventions to prevent severe mental illness,"Background: Severe mental illness (SMI), including schizophrenia, bipolar disorder and severe depression, is responsible for a substantial proportion of disability in the population. This article describes the aims and design of a research study that takes a novel approach to targeted prevention of SMI. It is based on the rationale that early developmental antecedents to SMI are likely to be more malleable than fully developed mood or psychotic disorders and that low-risk interventions targeting antecedents may reduce the risk of SMI.Methods/Design: Families Overcoming Risks and Building Opportunities for Well-being (FORBOW) is an accelerated cohort study that includes a large proportion of offspring of parents with SMI and embeds intervention trials in a cohort multiple randomized controlled trial (cmRCT) design. Antecedents are conditions of the individual that are distressing but not severely impairing, predict SMI with moderate-to-large effect sizes and precede the onset of SMI by at least several years. FORBOW focuses on the following antecedents: affective lability, anxiety, psychotic-like experiences, basic symptoms, sleep problems, somatic symptoms, cannabis use and cognitive delay. Enrolment of offspring over a broad age range (0 to 21 years) will allow researchers to draw conclusions on a longer developmental period from a study of shorter duration. Annual assessments cover a full range of psychopathology, cognitive abilities, eligibility criteria for interventions and outcomes. Pre-emptive early interventions (PEI) will include skill training for parents of younger children and courses in emotional well-being skills based on cognitive behavioural therapy for older children and youth. A sample enriched for familial risk of SMI will enhance statistical power for testing the efficacy of PEI.Discussion: FORBOW offers a platform for efficient and unbiased testing of interventions selected according to best available evidence. Since few differences exist between familial and ’sporadic’ SMI, the same interventions are likely to be effective in the general population. Comparison of short-term efficacy of PEI on antecedents and the long term efficacy for preventing the onset of SMI will provide an experimental test of the etiological role of antecedents in the development of SMI. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1647029861," Journal , Peer Reviewed Journal , Journal Article",2014
490,Intimate partner violence and its contribution to mental disorders in men and women in the post genocide Rwanda: Findings from a population based study,"Background: In low income countries, mental disorders are a neglected health problem. Mental disorders are influenced by a number of factors in people’s everyday life of which intimate partner violence (IPV) commonly form an important part. The aim of this study was to investigate the prevalence of mental disorders in young men and women in Rwanda and their risk factors with main emphasis on IPV and its contribution to mental disorders, taking into account the genocide context. Methods: This population-based study included a representative sample of 917 men and women aged 20-35 years. The prevalence of mental disorders was investigated using of a diagnostic tool, the “MINI: Mini International Neuropsychiatric Interview”. Risk factor patterns were analysed with bi- and multivariate logistic regression. To find the proportion of mental disorders attributed to IPV, the population attributable fraction was computed. Results: The prevalence rates of current depression, suicide risk and PTSD were more than two times higher in women than in men while for generalized anxiety disorder, the prevalence was about the same. Physical, sexual and psychological intimate partner violence exposure was highly associated with all forms of mental disorders for women. For physical violence, after adjusting for socio-demographic factors and exposure to traumatic episodes during the Rwandan genocide, the risk of current depression for women was elevated four times. Even though few men reported partner violence exposure, physical violence in the past year was found to be a statistically significant risk factor for current depression and for generalized anxiety disorder. However, having an experience of traumatic episodes during the genocide contributed to the risk of most of mental disorders investigated for men. Conclusion: In Rwanda, IPV contributed considerably to mental disorders investigated. Thus, prevention of IPV should be considered as a public health priority, as its prevention would considerably reduce the prevalence of mental disorders. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1648598365," Journal , Peer Reviewed Journal , Journal Article",2014
491,Mental health disparities between Roma and non-Roma children in Romania and Bulgaria,"Background: The Roma population, one of the largest minority groups in Europe, experience discrimination and stigma associated with marginalized social position. Few studies have examined mental illnesses in the Roma, and none have examined the Roma children. The present study estimates mental health and behavioral disorders among Roma children in comparison to non-Roma children in educational institutions. Methods: Data were drawn from the School Children Mental Health Study in Europe (SCHME) study in Romania (Roma children identified by parent report, N = 70; non-Roma, N = 925) and Bulgaria (Roma children identified by exclusively-Roma schools, N = 65; non-Roma, N = 1312). The Strengths and Difficulties Questionnaire was given to the parents and teachers to measure child mental health; children reported on their mental health through the Dominique Interactive. Control covariates included child sex and age, and parental characteristics when parent reports were available. Results: Based on the child’s own report, Roma children had a higher odds of any internalizing disorder (OR = 2.99, 95% C.I. 2.07–4.30), phobias (OR = 4.84, 95% C.I. 3.19–7.35), separation anxiety disorder (OR = 2.54, 95% C.I. 1.72–3.76), generalized anxiety disorder (OR = 2.95, 95% C.I. 1.75–4.96), and major depressive disorder (OR = 3.86, 95% C.I. 2.31–6.37). Further Roma children had a higher odds of any externalizing disorder (OR = 2.84, 95% C.I. 1.78–4.54), oppositional defiant disorder (OR = 3.35, 95% C.I. 1.93–5.82), ADHD (OR = 2.37, 95% C.I. 1.26–4.46), and conduct disorder (OR = 3.63, 95% C.I. 2.04–6.46). Based on the report of teachers, Roma children had higher odds of emotional problems (OR = 2.03, 95% C.I. 1.20-3.44), peer-relational problems (OR = 2.76, 95% C.I. 1.73-4.41) and prosocial behavior (OR = 2.75, 95% C.I. 1.75-4.33). Conclusion: Roma children experience a higher burden of mental health problems compared with their non-Roma counterparts. Attention to child health and mental health among the Roma is urgently needed, as these children experience a constellation of health problems associated with poverty as well as experiences of stigma and discrimination. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1645206699," Journal , Peer Reviewed Journal , Journal Article",2014
492,Ten-year audit of clients presenting to a specialised service for young people experiencing or at increased risk for psychosis,"Background: Despite strong research interest in psychosis risk identification and the potential for early intervention, few papers have sought to document the implementation and evaluation of specialised psychosis related services. Assessment of Ultra High Risk (UHR) has been given priority, but it is equally as important to identify appropriate comparison groups and other baseline differences. This largely descriptive service evaluation paper focuses on the ‘baseline characteristics’ of referred clients (i.e., previously assessed characteristics or those identified within the first two months following service presentation). Methods: Data are reported from a 10-year layered service audit of all presentations to a ‘Psychological Assistance Service’ for young people (PAS, Newcastle, Australia). Baseline socio-demographic and clinical characteristics (N =1,997) are described (including clients’ psychosis and UHR status, previous service contacts, hospitalisation rates, and diagnostic and comorbidity profiles). Key groups are identified and comparisons made between clients who received ongoing treatment and those who were primarily assessed and referred elsewhere. Results: Clients averaged 19.2 (SD =4.5) years of age and 59% were male. One-tenth of clients (9.6%) were categorised as UHR, among whom there were relatively high rates of attenuated psychotic symptoms (69.1%), comorbid depression (62.3%), anxiety (42.9%), and attentional and related problems (67.5%). Overall, one-fifth (19.8%) experienced a recent psychotic episode, while a further 14.5% were categorised as having an existing psychosis (46.7% with a schizophrenia diagnosis), amongst whom there were relatively high rates of comorbid substance misuse (52.9%), psychosocial (70.2%) and physical health (37.7%) problems. The largest group presenting to PAS were those with non-psychotic disorders (43.7%), who provide a valuable comparison group against which to contrast the health trajectories of those with UHR and recent psychosis. Ongoing treatment by PAS was preferentially given to those experiencing or at risk for psychosis and those reporting greater current distress or dysfunction. Conclusions: Whether or not UHR clients transition to psychosis, they displayed high rates of comorbid depression and anxiety at service presentation, with half receiving ongoing treatment from PAS. Although international comparisons with similar services are difficult, the socio-demographic and comorbidity patterns observed here were viewed as largely consistent with those reported elsewhere. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1645206372," Journal , Peer Reviewed Journal , Journal Article",2014
493,"Transcranial bright light treatment via the ear canals in seasonal affective disorder: A randomized, double-blind dose-response study","Background: Bright light treatment is effective for seasonal affective disorder (SAD), although the mechanisms of action are still unknown. We investigated whether transcranial bright light via the ear canals has an antidepressant effect in the treatment of SAD. Methods: During the four-week study period, 89 patients (67 females; 22 males, aged 22-65, mean ± SD age: 43.2 ± 10.9 years) suffering from SAD were randomized to receive a 12-min daily dose of photic energy of one of three intensities (1 lumen/0.72 mW/cm²; 4 lumens/2.881 mW/cm²; 9 lumens/6.482 mW/cm²) via the ear canals. The light was produced using light-emitting diodes. The severity of depressive symptoms was assessed with the Hamilton Depression Rating Scale—Seasonal Affective Disorder (SIGH-SAD), the Hamilton Anxiety Rating Scale (HAMA), and the Beck Depression Inventory (BDI). Cognitive performance was measured by the Trail Making Test (TMT). The within-group and between-group changes in these variables throughout the study were analysed with a repeated measures analysis of variance (ANOVA), whereas gender differences at baseline within the light groups were analysed using Student’s t -tests. Results: Patients in all three groups showed significant decreases in their BDI, HAMA, and SIGH-SAD scores. Response rates, i.e., an at least 50% decrease of symptoms as measured by the BDI, were 74%-79% in the three treatment groups. Corresponding variations for the SIGH-SAD and the HAMA were 35-45% and 47-62%, respectively. No intensity-based dose-response relationships in the improvement of anxiety and depressive symptoms or cognitive performance between treatment groups were observed. Approximately one in four patients experienced mild adverse effects, of which the most common were headache, insomnia, and nausea. Conclusions: These results suggests that transcranial bright light treatment may have antidepressant and anxiolytic effect in SAD patients, as both self- and psychiatrist-rated depressive and anxiety symptoms decreased in all treatment groups. These improvements are comparable to findings of earlier bright light studies that used conventional devices. The lack of dose response may be due to a saturation effect above a certain light intensity threshold. Further studies on the effects of transcranial bright light with an adequate placebo condition are needed. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)",1645209644," Journal , Peer Reviewed Journal , Journal Article",2014
