,Title,Abstract,StoreId,documentType,year
439,Therapy for couples after an affair: A randomized-controlled trial,"To examine the efficacy of a couples treatment approach for promoting recovery from a recently disclosed affair, 89 couples that disclosed an affair by one of the partners in the past 6 months were randomly assigned to treatment (n=46) or to a control group that waited about 3 months for treatment (n=43). The couples completed self-report measures (Beck Depression Inventory, Impact of Event Scale-Revised, Partnership Questionnaire) at pre- and post-treatment. Since about half of the couples dropped out for various reasons (e.g., ongoing affair, separation), we used multiple imputations to handle the missing data problem. We analyzed the dyadic data with hierarchical linear modeling in a two-level model. Significant improvements on scores of anxiety corresponded with large effect sizes for both partners. Yet significant improvements on depression scores were only found for the unfaithful partner with moderate effect size. Results suggest that the treatment can improve individual complaints, but not relationship satisfaction in a sufficient amount for both partners. Hence, future research should address how this intervention could encourage couples to maintain therapy, and how they might achieve more and sustained improvement in relationship satisfaction. [Copyright Elsevier Ltd.]",1438669485.0, Journal Article,2012
440,Hybrid cognitive-behaviour therapy for individuals with insomnia and chronic pain: A pilot randomised controlled trial,"Objective: Insomnia is a debilitating comorbidity of chronic pain. This pilot trial tested the utility of a hybrid treatment that simultaneously targets insomnia and pain-related interference. Methods: Chronic pain patients with clinical insomnia were randomly allocated to receive 4 weekly 2-h sessions of hybrid treatment (Hybrid Group; n=10) or to keep a pain and sleep diary for 4 weeks, before receiving the hybrid treatment (Monitoring Group; n=10). Participants were assessed at the beginning and end of this 4-week period. Primary outcomes were insomnia severity and pain interference. Secondary outcomes were fatigue, anxiety, depression and pain intensity. Ancillary information about the hybrid treatment's effect on psychological processes and sleep (as measured with sleep diary and actigraphy) are also presented, alongside data demonstrating the treatment's clinical significance, acceptability and durability after one and six months. Data from all participants (n=20) were combined for this purpose. Results: Compared to symptom monitoring, the hybrid intervention was associated with greater improvement in sleep (as measured with the Insomnia Severity Index and sleep diary) at post-treatment. Although pain intensity did not change, the Hybrid Group reported greater reductions in pain interference, fatigue and depression than the Monitoring Group. Overall, changes associated with the hybrid intervention were clinically significant and durable at 1- and 6-month follow-ups. Participants also rated highly on treatment acceptability. Conclusions: The hybrid intervention appeared to be an effective treatment for chronic pain patients with insomnia. It may be a treatment approach more suited to tackle challenges presented in clinical practice, where problems seldom occur in isolation. [Copyright Elsevier Ltd.]",1438667897.0, Journal Article,2012
441,Treatment specific competence predicts outcome in cognitive therapy for social anxiety disorder,"Several studies have demonstrated a positive relationship between competence and outcome in CBT for depression but studies of CBT for anxiety disorders are lacking. The present study explores the relationship between competence and outcome in cognitive therapy (CT) for social anxiety disorder, using hierarchical linear modeling analyses (HLM). Data were drawn from a multicenter randomized controlled trial. Five trained raters evaluated videotapes of two therapy sessions per patient using the Cognitive Therapy Competence Scale for Social Phobia (CTCS-SP). Overall adherence to the treatment manual and patient difficulty were also assessed. Patient outcome was rated by other assessors using the Clinical Global Impression Improvement Scale (CGI-I) and the Liebowitz Social Anxiety Scale (LSAS). Results indicated that competence significantly predicted patient outcome on the CGI-I ([beta]=.79) and LSAS ([beta]=.59). Patient difficulty and adherence did not further improve prediction. The findings support the view that competence influences outcome and should be a focus of training programs. Further research is needed to compare different ways of assessing competence and to understand the complex relationships between competence and other therapy factors that are likely to influence outcome. [Copyright Elsevier Ltd.]",1438667794.0, Journal Article,2012
442,The 'Arnold Schwarzenegger Effect': Is strength of the 'victim' related to misinterpretations of harm intrusions,"The present study used an invivo paradigm to examine whether the victim's vulnerability in a harm-related intrusion affects beliefs about the importance of thoughts (i.e., Thought Action Fusion; TAF). Sixty-six undergraduate students at a large university were randomly assigned to imagine either a vulnerable (e.g., elderly man) or able-bodied individual (e.g., strong youthful male) they know getting into a car accident and provided invivo ratings of anxiety, guilt, likelihood, moral wrongness, and urges to neutralize. Results indicated that thinking of car accident involving a vulnerable, compared to an able-bodied person, provoked more distress (anxiety and guilt), stronger feelings of moral wrongness, greater urges to cancel the effects of thinking such thoughts, and higher estimates of the likelihood that the collision would occur. The findings of our study broadly support Rachman's (1998) assertion that more significance and importance is attached to negative thoughts about vulnerable or helpless people. Current findings are discussed in terms of the cognitive-behavioral model of obsessions and clinical implications are addressed. [Copyright Elsevier Ltd.]",1438664195.0, Journal Article,2012
443,Social-evaluative versus self-evaluative appearance concerns in Body Dysmorphic Disorder,"Body Dysmorphic Disorder (BDD) is characterised by significant preoccupation and distress relating to animagined or slight defect in appearance. Individuals with BDD frequently report marked concerns relating to perceived negative evaluation of their appearance by others, but research specifically investigating such concerns remains limited. This study investigated the extent and nature of appearance-related social-evaluative and self-evaluative concerns in individuals with BDD and healthy controls. BDD participants, in comparison to controls, reported high levels of importance and anxiety associated with perceptions of others' views of their appearance, in addition to their own view. No differences were observed in the level of importance and anxiety associated with their self-view in comparison to others' views. These findings support existing evidence indicating that appearance-related social-evaluative concerns are a central feature of BDD. Cognitive-behavioural treatment implications are discussed. [Copyright Elsevier Ltd.]",1438663544.0, Journal Article,2012
444,Therapy for couples after an affair: A randomized-controlled trial,"  To examine the efficacy of a couples treatment approach for promoting recovery from a recently disclosed affair, 89 couples that disclosed an affair by one of the partners in the past 6 months were randomly assigned to treatment (n = 46) or to a control group that waited about 3 months for treatment (n = 43). The couples completed self-report measures (Beck Depression Inventory, Impact of Event Scale-Revised, Partnership Questionnaire) at pre- and post-treatment. Since about half of the couples dropped out for various reasons (e.g., ongoing affair, separation), we used multiple imputations to handle the missing data problem. We analyzed the dyadic data with hierarchical linear modeling in a two-level model. Significant improvements on scores of anxiety corresponded with large effect sizes for both partners. Yet significant improvements on depression scores were only found for the unfaithful partner with moderate effect size. Results suggest that the treatment can improve individual complaints, but not relationship satisfaction in a sufficient amount for both partners. Hence, future research should address how this intervention could encourage couples to maintain therapy, and how they might achieve more and sustained improvement in relationship satisfaction. [PUBLICATION ABSTRACT]",1151720949.0, Feature,2012
445,"The ""Arnold Schwarzenegger Effect"": Is strength of the ""victim"" related to misinterpretations of harm intrusions?","  The present study used an in vivo paradigm to examine whether the victim's vulnerability in a harm-related intrusion affects beliefs about the importance of thoughts (i.e., Thought Action Fusion; TAF). Sixty-six undergraduate students at a large university were randomly assigned to imagine either a vulnerable (e.g., elderly man) or able-bodied individual (e.g., strong youthful male) they know getting into a car accident and provided in vivo ratings of anxiety, guilt, likelihood, moral wrongness, and urges to neutralize. Results indicated that thinking of car accident involving a vulnerable, compared to an able-bodied person, provoked more distress (anxiety and guilt), stronger feelings of moral wrongness, greater urges to cancel the effects of thinking such thoughts, and higher estimates of the likelihood that the collision would occur. The findings of our study broadly support Rachman's (1998) assertion that more significance and importance is attached to negative thoughts about vulnerable or helpless people. Current findings are discussed in terms of the cognitive-behavioral model of obsessions and clinical implications are addressed. [PUBLICATION ABSTRACT]",1151381946.0, Feature,2012
446,Social-evaluative versus self-evaluative appearance concerns in Body Dysmorphic Disorder,"  Body Dysmorphic Disorder (BDD) is characterised by significant preoccupation and distress relating to an imagined or slight defect in appearance. Individuals with BDD frequently report marked concerns relating to perceived negative evaluation of their appearance by others, but research specifically investigating such concerns remains limited. This study investigated the extent and nature of appearance-related social-evaluative and self-evaluative concerns in individuals with BDD and healthy controls. BDD participants, in comparison to controls, reported high levels of importance and anxiety associated with perceptions of others' views of their appearance, in addition to their own view. No differences were observed in the level of importance and anxiety associated with their self-view in comparison to others' views. These findings support existing evidence indicating that appearance-related social-evaluative concerns are a central feature of BDD. Cognitive-behavioural treatment implications are discussed. [PUBLICATION ABSTRACT]",1151381943.0, Feature,2012
447,Hybrid cognitive-behaviour therapy for individuals with insomnia and chronic pain: A pilot randomised controlled trial,"  Insomnia is a debilitating comorbidity of chronic pain. This pilot trial tested the utility of a hybrid treatment that simultaneously targets insomnia and pain-related interference. Chronic pain patients with clinical insomnia were randomly allocated to receive 4 weekly 2-h sessions of hybrid treatment (Hybrid Group; n = 10) or to keep a pain and sleep diary for 4 weeks, before receiving the hybrid treatment (Monitoring Group; n = 10). Participants were assessed at the beginning and end of this 4-week period. Primary outcomes were insomnia severity and pain interference. Secondary outcomes were fatigue, anxiety, depression and pain intensity. Ancillary information about the hybrid treatment's effect on psychological processes and sleep (as measured with sleep diary and actigraphy) are also presented, alongside data demonstrating the treatment's clinical significance, acceptability and durability after one and six months. Data from all participants (n = 20) were combined for this purpose. Compared to symptom monitoring, the hybrid intervention was associated with greater improvement in sleep (as measured with the Insomnia Severity Index and sleep diary) at post-treatment. Although pain intensity did not change, the Hybrid Group reported greater reductions in pain interference, fatigue and depression than the Monitoring Group. Overall, changes associated with the hybrid intervention were clinically significant and durable at 1- and 6-month follow-ups. Participants also rated highly on treatment acceptability. The hybrid intervention appeared to be an effective treatment for chronic pain patients with insomnia. It may be a treatment approach more suited to tackle challenges presented in clinical practice, where problems seldom occur in isolation.",1151376981.0, Feature,2012
448,Treatment specific competence predicts outcome in cognitive therapy for social anxiety disorder,"  Several studies have demonstrated a positive relationship between competence and outcome in CBT for depression but studies of CBT for anxiety disorders are lacking. The present study explores the relationship between competence and outcome in cognitive therapy (CT) for social anxiety disorder, using hierarchical linear modeling analyses (HLM). Data were drawn from a multicenter randomized controlled trial. Five trained raters evaluated videotapes of two therapy sessions per patient using the Cognitive Therapy Competence Scale for Social Phobia (CTCS-SP). Overall adherence to the treatment manual and patient difficulty were also assessed. Patient outcome was rated by other assessors using the Clinical Global Impression Improvement Scale (CGI-I) and the Liebowitz Social Anxiety Scale (LSAS). Results indicated that competence significantly predicted patient outcome on the CGI-I (β = .79) and LSAS (β = .59). Patient difficulty and adherence did not further improve prediction. The findings support the view that competence influences outcome and should be a focus of training programs. Further research is needed to compare different ways of assessing competence and to understand the complex relationships between competence and other therapy factors that are likely to influence outcome. [PUBLICATION ABSTRACT]",1151376979.0, Feature,2012
